tractate,chapter,content,page,
,,"מעשה באנשי ירושלם שהיו משלשלין מטותיהן בחלונות שגבוהין עשרה טפחים ומסככין על גביהן וישנין תחתיהן. פסל היוצא מן הסוכה נדון כסוכה. שומרי העיר ביום פטורין מן הסוכה ביום וחייבין בלילה שומרי העיר בלילה פטורין בלילה וחייבין ביום. שומרי העיר בין ביום בין בלילה פטורין בין ביום ובין בלילה. הולכי דרכים פטורין מן הסוכה ביום וחייבין בלילה. שומרי גנות ופרדסין פטורין בלילה וחייבין ביום. אמ' ר' לעזר בי ר' צדוק כשהייתי למד אצל יוחנן בן החרנית ראיתיו שהוא אוכל פת חריבה שהיו שני בצרות באתי ואמרתי לאבא ואמ' לי הילך זיתים לו הולכתי לו זיתים נטלן והסתכל בהן וראן שהן לחין אמ' איני אוכל זיתים. באתי ואמרתי לאבא אמ' לי לך אמור לו מנוקבת היתה כדברי בית הלל אלא שסתמוה שמרים להודיעך שהיה אוכל חוליו בטהרה שאע""פ שהוא מתלמידי בית שמיי לא היה נוהג אלא כדברי בית הלל. לעולם הלכה כדברי בית הלל הרוצה להחמי' על עצמו לנהוג כדברי בית שמיי וכדברי בית הלל על זה נאמ' והכסיל בחשך ילך. התופס קולי בית שמיי וקולי בית הלל רשע אלא אם כדברי בית שמיי כקוליהן וכחומריהן אם כדברי בית הלל כקוליהן וכחומריהן.L",,
,,"היה אוכל בסוכה וירדו עליו גשמים והלך ועמד לו אע""פ שפסקו גשמים אין מחייבין אותו לחזור עד שיגמור. היה ישן בסוכה וירדו עליו גשמים ועמד והלך לו אע""פ שפסקו גשמים אין מחייבין אותו לחזור עד שייעור.L",,
,,מפני ארבעה דברים מאורות לוקין. מפני כותבי פלסטיר ומפני מעידי עדות שקר ומפני מגדלי בהמה דקה ומפני קוצצי אילנות טובות. מפני ארבעה דברים בעלי בתי ישראל נמסרין למלכות. מפני כובשין שטרות פרועין ומפני מלוה בריבית ומפני שפוסקין צדקה ואין נותנין ושספק בידן למחות ואינן מוחין.L,,
,,בזמן שהמאורות לוקין סימן רע לאומות העולם. משל למלך בשר ודם שבנה פלטרין ושכללה והתקין בה את הסעודה ואחר כך הכניס את האורחין כעס עליהן אמ' לשמש ונטל את הנר מלפניהן ונמצאו כולן יושבין בחשיכה. היה ר' מאיר או' בזמן שהמאורות לוקין סימן רע לשונאיהן של ישראל מפני שהן למודי מכות. משל לסופר שנכנס לבית הספר ואמ' הביאו לי רצועה מי דואג מי שהוא למוד להיות לוקה. בזמן שחמה לוקה סימן רע לאומות העולם לבנה לוקה סימן רע לשונאיהם של ישראל מפני שהגוים מונין לחמה וישראל מונין ללבנה. בזמן שלוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ליושבי מערב באמצע סימן רע לעולם בזמן שנהפכו כמין דם פורענות של חרב בא לעולם כמין שק פורענות,@,
,,של דבר ושל רעב בא לעולם בזמן שלקו בכניסתן פורענותן שוהא לבוא ביציאתן פורענות ממהרת לבא ויש או' חלוף דברים. אין לך כל אומה ואומה שלוקה שאין אלהות שלה לוקין עמה שנ' ובכל אלהי מצרים וגו'. בזמן שישראל עסוקין בתורה אין דואגין מכל אלה שנ' כה אמר ה' אל דרך הגוים אל תלמודו וגו'.L,,
,,לולב העשוי כמין חרות או שנפרצו רוב עליו פסול. ערבה של בעל ושל הרים כשירה אם כן למה נאמ' ערבי נחל פרט לצפצף. אי זהו צפצף העשוי כמין מסר. אי זהו ערבה כשירה קנה שלה אדום ועלה ארוך. אי זהו ערבה פסולה קנה שלה לבן ועלה שלה עגול.L,,
,,הדס וערבה שנקטמו תימרות העולות מתוכה כשרות שיעור הדס וערבה שלשה טפחים ולולב ארבעה. ר' טרפון או' באמה בת חמשה טפחים. ארבעת מינין הללו כשם שאין פוחתין מהן כך אין מוסיפין עליהן.L,,
,,אם אין לו אתרוג לא יטול עמו לא רמון פריש ולא דבר אחר. היו כמושין כשרין יבשין פסולין ר' יהודה אומ' אם היו יבישין כשירין. אמ' ר' יהודה מעשה באנשי כרכין שהיו מורישין לולביהן לבניהן בשעת הדחק אמרו לו אין שעת הדחק ראיה.L,,
,,לולב בין אגוד בין שאינו אגוד כשר ר' יהודה או' אגוד כשר ושאינו אגוד פסול. לא יאגדנו ביום טוב אבל נוטל הימנו שרביט ואוגדו. אין אוגדין את הלולב אלא במינו דברי ר' יהודה ר' מאיר אומ' אפי' במשיחה. אמ' ר' מאיר מעשה באנשי ירושלם שהיו אוגדין את לולביהן בגימוניות של זהב אמ' לו משם ראיה אף הן היו אוגדין אותו במינו מלמטה. אמ' ר' לעזר בי ר' צדוק כך היו אנשי ירושלם נוהגין נכנס לבית הכנסת לולבו בידו עמד לתרגם ולעבור לפני התיבה לולבו בידו עמד לקרות בתורה ולישא את כפיו מניחו בארץ. יצא מבית הכנסת לולבו בידו נכנס לבק' את החולי' ולנחם אבלים לולבו בידו נכנס לבית המדרש נותנו לבנו או לשלוחו ומחזירו לתוך ביתו.L,,
,,יום טוב הראשון של חג אין אדם יוצא ידי חובתו בלולבו של חבירו אלא אם כן נותנו לו במתנה גמורה. מעשה ברבן גמליאל וזקנים שהיו באין בספינה ולא היה עמהן לולב לקח רבן גמליאל לולב בדינר זהב כיון שיצא בו ידי חובתו נתנו לחבירו וחבירו לחבירו עד שיצאו כולן ואחר כך החזירוהו לו. ר' יוסה או' יום טוב הראשון של חג שחל להיות בשבת כיון שיצא בו ידי חובתו אסור לטלטלו.L,,
,פרק 3,לולב דוחה את השבת בתחלתו וערבה בסופו. מעשה וכבשו עליה ביתסין אבנים גדולות מערב שבת הכירו בהן עמי הארץ ובאו וגררום והוציאום מתחת אבנים בשבת לפי שאין ביתסין מודין שחבוט ערבה דוחה את השבת. ערבה הלכה למשה מסיני אבא שאול או' מן התורה שנ' וערבי נחל ערבה [ללולב. וערבה] למזבח. ר' ליעזר בן יעקב אומ' כך היו או' ליה ולך המזבח ליה ולך המזבח.L,,
,,שמונה עשר יום בשנה ולילה אחד קורין בהן את ההלל. ואילו הן שמונת ימי החג ושמונת ימי חנוכה ויום טוב הראשון של פסח ולילו ויום טוב של עצרת.L,,
,,למה נקרא שמו שער המים שבו מכניסין צלוחית של מים של ניסוך בחג. ר' ליעזר בן יעקב אומ' בו מים מפכין מלמד שמפכפכין ויוצאין כמי הפך הזה ועתידין להיות יוצאין מתחת[SK3],@,[SK3]Word doesn’t appear here. 178-179 in pdf
,,מפתן הבית וכן הוא אומר בצאת האיש קדים וקו בידו וימד אלף ויעבירני במים מי אפסים מלמד שאד' עוב' במים עד קרסוליו. וימד אלף ויעבירני במים מים ברכים מלמד שאדם עובר במים עד ברכיו.L,,
,,דבר אחר מים ברכים שמתברכין והולכין.L,,
,,"וימד אלף ויעבירני במים מי מתנים מלמד שאדם עובר במים עד מתנים. וימד אלף נחל אשר לא אוכל לעבור יכול לא יעברנו ברגל אבל יעברנו בסחוי ת""ל כי גאו המים מי שחו. יכול לא יעבר בסיחוי אבל יעברנו בספינה קטנה ת""ל כי גאו המים מי סחו מלהשיט.L",,
,,"יכול לא יעברנו בספינה קטנה אבל יעבירנו בספינה גדולה תלמוד לומר בל תלך בו אני שיט. יכול לא יעברנו בספינה גדולה אבל יעברנו בבורני גדולה ת""ל וצי אדיר לא יעברנו ואומ' ביום ההוא יצאו מים מירושלם.L",,
,,"יכול יתערבו במי מעיינות אחרות ת""ל ביום ההוא יהיה מקור נפתח וג' מקור אחד הוא לחטאת ולנדה. לאן הולכין לים הגדול לימה של טבריה ולימה של סדום כדי לרפות את מימן שנ' ויאמר אלי המים האלה יוצאין אל הגלילה הקדמונה וירדו אל הערבה ובאו הימה אל הימה המוצאים ונרפאו המים. המים האלה יוצאין אל הגלילה הקדמונה זה ימה של סדום. וירדו אל הערבה זה ימה של טבריה. ובאו הימה אל הימה המוצאים ונרפאו המים זה הים הגדול ואומ' והיה כל נפש חיה אשר ישרוץ אל כל אשר יבא שם נחלים יחיה והיה הדגה רבה מאד כי באו שמה המים האלה וירפאו וחי כל אשר יבוא שמה הנחל.L",,
,,ואומ' והיה ועמדו עליו דוגים וגו' ביצותיו וגבאיו וגו' ואו' ועל הנחל יעלה על שפתו וגו' מלמד שכל מימי בראשית עתידין להיות יוצאין כמפי הפך הזה.L,,
,,וכך היתה הבאר שהיתה עם ישראל במדבר דומה לסלע מלא כברה מפכפכת ועולה כמפי הפך הזה עולה עמהן להרים ויורדת עמהן לגאיות. מקום שישראל שורין היא שורה כנגדן מקום גבוה כנגד פתחו של אהל מועד. נשיאי ישראל באין וסובבין אותה במקלותיהן ואומ' עליה את השירה עלי באר ענו לה עלי באר ענו לה והן מבעבעין ועולין כעמוד למעלה וכל אחד ואחד מושך במקלו איש לשבטו ואיש למשפחתו שנ' באר חפרוה שרים וגו'.L,,
,,וממתנה נחליאל ומנחליאל במות ומבמות הגיא וגו' היא סובבת כל מחנה ישראל ומשקה את כל הישימון שנ' ונשקפה על פני הישימון והיא נעשית נחלים גדולים שנ' ונחלים ישטפו. הן יושבין באיספקאות ובאין זה אצל זה שנ' הלכו בציות נהר.L,,
,,העולה דרך ימין עולה דרך ימין והעולה דרך שמאל עולה דרך שמאל כן מים שמתמצין הימנה היא נעשית נחל גדול והולכין לים הגדול ומביאין משם כל חמדת העולם שנ' זה ארבעים שנה ה' אליך עמך לא חסרת דבר.L,,
,,שני ספלים של כסף היו בראשו של מזבח אחד של מים ואחד של יין מערבי של מים. היה דרך הרגילה למזרחי של יין עירה של מים בתוך של יין או של יין בתוך של מים יצא. ר' יהודה אומ' של סיד היו אלא שהיו משחירין מפני היין. ומנוקבין כמין שני חוטמין דקין שבהן יורדין לסילון שבנאו מי שבנה את ההיכל.L,,
,,הן יורדין לשית ומנקין אותו ונבלעין בתוכו שנ' בקודש הסך שעשה לו המקום שיבלע בקדושה. ר' יוסה אומ' שית היה נקוב לתהום שנ' אשירה נא לידידי וגו' ויעזקהו ויסקלהו ויטעהו שורק. ויבן מגדל בתוכו זה היכל יקב חצב בו זה מזבח וגם יקב חצב זה השית. ר' ליעזר בי ר' צדוק או' לול קטן היה בין האולם ולמזבח למערבו של כבש אחת לשבעים שנה פרחי כהונה יורדין,,
,,לשם ומלקטין משם יין קרוש כעיגולי דבילה מעלין ושורפין אותו בקדושה שנ' בקודש הסך נסך כשם שניסוכו בקדושה כך שריפתו בקדושה.L,@,
,,מימתיי מנסכין אותן עם איברי תמיד. שכבר היה מעשה בביתסי אחד שניסך על רגליו ורגמוהו כל העם באתרוגיהן ונפגמה קרנו של מזבח ובטלה עבודה בו ביום עד שהביאו גוש אחד של מלח ונתנו עליו כדי שלא יראה מזבח פגום שכל מזבח שאין לו לא קרן ולא כבש ולא יסוד פסול ר' יוסה בי ר' יהודה או' אף הסובב. ניסוך המים כל שבעה ר' יהודה או' כל שמונה אלא שר' יהודה או' בלוג היה מנסך כל שמונה וחכמים אומ' שלשת לוגין. נמצאת או' המרבה במים ממעיט בימים והמרבה בימים ממעט במים.L,,
,,מי החג חייבין עליהן משום פגול נותר וטמא. לפיכך אם לנו או שנטמאו יצאו לבית השריפה. אבל חבית וצלוחית עצמן מועלין בהן מפני שהן גופן הקדש.L,,
,,אמ' ר' עקיבא אמרה תורה הבא עומר שעורין בפסח שהוא פרק שעורין כדי שתתברך עליך תבואה הביא בכורים חטים בעצרת שהו פרק אילן כדי שיתברכו עליך פירות אילן הביא ניסוך המים בחג כדי שיתברכו עליך מי גשמים ואו' והיה אשר לא יעלה מאת משפחות הארץ לירושלם להשתחות למלך ה' צבאות ולא עליהם יהיה הגשם ואם משפחות מצרים לא תעלה ולא באה ולא עליהם.L,,
,פרק 4,בראשונה כשהיו רואין שמחת בית השואבה היו אנשים רואין מבפנים ונשים רואות מבחוץ וכשראו בית דין שהן באין לידי קלות ראש עשו שלש גזוזטראות בעזרה כנגד שלש שלש רוחות ששם נשים יושבות ורואות בשמחת בית השואבה ולא היו מעורבין.L,,
,,חסידים ואנשי מעשה היו מרקדין לפניהן באבוקות ואומרי' לפניהם דברי תושבחות מה היו אומרין אשרי מי שלא חטא וכל מי שחטא ימחל. ויש מהן או' אשרי ילדותי שלא ביישה את זקנותי אילו אנשי מעשה. ויש מהן שהיו אומ' אשריך זקנתי שתכפרי על ילדותי אילו בעלי תשובה.L,,
,,הלל הזקן או' למקום שלבי אוהב לשם רגליי מוליכות אותי אם אתה תבוא לביתי אני אבא לביתיך אם אתה לא תבוא לביתי אני לא אבוא לביתיך שנ' בכל המקום אשר אזכיר את שמי אבא אליך ובירכתיך.L,,
,,מעשה ברבן שמעון בן גמליאל שהיה מרקד בשמנה אבוקות של אור ולא היה אחד מהן נוגע בארץ וכשהוא משתחוה מניח אצבעו בארץ על גבי הרצפה שוחה ונושק וזוקף מיד.L,,
,,אמ' ר' יהושע בן חנניה כל ימי שמחת בית השואבה לא היינו רואין שינה. משכימין אנו לתמיד של שחר משם לבית הכנסת משם למוספין משם לאכילה ושתיה ומשם לבית המדרש משם לתמיד של בין הערבים משם לשמחת בית השואבה.L,,
,,אמ' ר' יהודה כל שלא ראה בדפלסטטון של אכסנדריא של מצרים לא ראה כבוד לישראל מימיו. כמין בסלקי גדולה היתה סטיו לפנים מסטיו פעמים היו שם כפלים כיוצאי מצרים ושבעים ואחת קטדראות של זהב היו שם כנגד שבעים ואחד זקן כל אחת ואחת מעשרים וחמש רבוא ובמה של עץ באמצע וחזן הכנסת עומד עליה והסודרין בידו נטל לקרות והלה מניף בסודרין והן עונין אמן על כל ברכה וברכה והלה מניף בסודרין והן עונין אמן ולא היו יושבין מעורבבין אלא זהבים,,
,,בפני עצמן כספים בפני עצמן וגרדיים בפני עצמן טרסיים בפני עצמן ונפחין בפני עצמן וכל כך למה כדי שיהא אכסניי בא וניטפל לאומנותו ומשם פרנסה יוצאה.L,@,
,,ולוים בכנורות ובנבלים ובמצלתים וכל כלי שיר מהן אומ' שיר המעלות הנה ברכו וגו'.L,,
,,יש מהן שהיו אומ' שאו ידיכם קדש וגו'.L,,
,,וכשנפטרין זה מזה מה היו אומרי' יברכך ה' מציון וגו' וראה בנים וגו'.L,,
,,שתי חצוצרות בידם קרא הגבר תקעו הריעו ותקעו. ר' יהודה או' אין פחות משבע ולא יותר על שש עשרה. שלש לפתיחת שערים. האו' על פתיחתן אינו או' על נעילתן האו' על נעילתן אינו או' על פתיחתן. שלש לפני מזבח. האומ' לפני מזבח אינו אומ' למעלה העשירי האומ' למעלה העשירי אינו או' לפני מזבח.L,,
,,כיצד שלש להבטיל את העם מן המלאכה חזן הכנסת נוטל חצוצרות ועולה לראש הגג גבוה שבעיר נטל לקרות הסמוכין לעיר בטלין הסמוכין לתחום מתכנסין ובאין לתוך התחום. לא היו נכנסין מיד אלא ממתינין עד שיבאו כולם ויתכנסו כולן בבת אחת. מימתיי הוא נכנס משימלא לו חבית של מים ויצלה לו דגה וידליק לו את הנר.L,,
,,כיצד שלש להבדיל בין קדש לחול חזן הכנסת נוטל חצוצרות ועולה לגג גבוה שבעיר נטל לקרות מעבירין תבשיל מגבי כירה וטומנין לו מיחם ומדליקין לו את הנר. גמר מלקרות אפי' מיחם בידו אין טומנו אלא מניחו בארץ אפי' נר בידו אין נותנו על גבי מנורה אלא מניחו על גבי הארץ. חזן הכנסת מניח חצוצרות בראש הגג ויורד ובא לו. ר' יוסה אומ' רצה להדליק אחר שש מדליק אמרו לו נתת דבריך לשעורין אלא מקום היה בראש הנג ששם חזן הכנסת מניח חצוצרות.L,,
,,יום טוב שחל להיות בערב שבת תוקעין ולא מבדילין אחר השבת מבדילין ולא תוקעין. כיצד תוקעין תוקע פשוטה אחת ואינו מריע.L,,
,,החליל דוחה את השבת בתחלתו דברי ר' יוסה בי ר' יהודה וחכמים אומ' אינו דוחה אפי' את יום טוב.L,,
,,כל המשמרות שונות ומשלשות בפרים חוץ משתים האחרונות ששונות ולא משלשות. ר' לעזר בן פרטא ור' ליעזר בן יעקב אומ' לא היה פאייס לחלבי שעיר אלא מי מעלה איברים לכבש הוא מעלה את חלבי שעיר. אבא יוסי בן חנן אומ' לא היה פאייס אלא לראשי משמרות בלבד ושאר כל המשמרות חוזרות חלילה. ר' חנינא בן אנטיגנס אומ' לא היה פייס אלא ליום טוב הראשון של חג בלבד ושאר כל ימות החג חוזרות חלילה.L,,
,,כיצד מפייסין נכנסין ללשכת הגזית ומקיפין ועומדין בכולייס הממונה בא ונוטל מצנפתו של אחד מהן ויודעין שממנו פייס מתחיל. לא היו מוציאין שתים שתים אלא אחת אחת היחידים שבהם מוציאין שתים ולא היו מונין להן את היתירה.L,,
,,ויום טוב האחרון של חג פייס לעצמו זמן לעצמו רגל לעצמו קרבן לעצמו שיר לעצמו ברכה לעצמה שנ' ביום השמיני שלח את העם ויברכו את המלך.L,,
,,"יכול לא היו טעונין לינה ת""ל ביום עשרים ושלשה לחדש השביעי שלח את העם וילכו לאהליהם הא כיצד נפטרו מבעוד יום השכימו והלכו להם.L",,
,,התמידין והנדרים והנדבות והבכורות והמעשרות ומוספי שבת חטאות צבור ועולותיהן ועולת חובה של יחיד עבודתן ואכילתן במשמר הקבוע.L,,
,,שתי הלחם עבודתן,@,
,,ואכילתן בכל המשמרות מפני שהן באות חובת הרגל.L,,
,,לחם הפנים עבודתו במשמר הקבוע ואכילתו בכל המשמרות.L,,
,,כיצד הוא עושה נותן חצי חלה לכל משמר ומשמר והן מחלקין ביניהן.L,,
,,ר' יהודה או' זה שהיה מחלק לחם הפנים יוצא ועומד על הרובד שבאולם מפריס ומניח מפריס ומניח וכל אחד ואחד בא ונוטל חלקו. ולבעלי מומין שבכהונה מוציאין להם חלקן לחוץ מפני שאין יכולין להכנס בין האולם ולמזבח.L,,
,,משמר היוצא מקרב תמיד של שחר במוספין.L,,
,,הנכנס מקריב תמיד של בין הערבים ולחם הפנים. מפני מה משמר הנכנס חולק בצפון מפני שקרוב לעבודה.L,,
,,עשרים וארבע טבעו' היו שם כנגד עשרים וארבע משמרות כהונה.L,,
,,עשרים וארבע חלונות היו שם כנגד עשרים וארבע משמרות לויה.L,,
,,בלגה לעולם חולקת בדרום וטבעתה קבועה וחלונה סתומה מפני מרים בת בלגה שנשתמדה הלכה ונשאת לסרדיוט אחד ממלכי יון וכשנכנסו גוים להיכל באתה וטפחה על גגו של מזבח אמרה לו לוקס לוקס אתה החרבת ממונן של ישראל ולא עמדת להם בעת צרתם. ויש אומ' מפני עיכוב משמרות נכנס ישבאב ושימש תחתיה לפיכך בלגה נראית יוצא לעולם וישבאב נראית נכנסת לעולם. כל השכנים הרעים לא קבלו שכר חוץ מישבאב שהי שכינה של בלגה וקבל שכר. סליק פירקא וחסלת מסכתא דסוכהL,,
תוספתא ביצה (ליברמן),פרק 1,ביצה שנולדה ביום טוב אחרים אמרו משם ר' ליעזר תיאכל היא ואמה. עגל שנולד ביום טוב מותר לשוחטו ביום טוב מפני שהוא מתיר את עצמו. אפרוח שנול' ביום טוב מותר לשוחטו ביום טוב מפני שהוא מתיר את עצמו.L,,
,,"השוחט תרנגולת ומצא בה ביצים אע""פ גמורות הרי אילו מותרות.L",,
,,"ביצה שיצא רובה מערב יום טוב אע""פ שגמרתה ביום טוב הרי זו מותרת. נולדה בשבת תיאכל ביום טוב ביום טוב תיאכל בשבת ר' יהודה אומ' משם ר' ליעזר עדיין היא מחלוקת במקומה. כשם שאסורה לוכל כך אסורה ליטלטל כשם שספיקה אסור כך ספק מכונה אסור. נתערבה במאה כולן אסורות.L",,
,,בית שמיי אומ' שאר כזית וחמץ ככותבת בית הלל אומ' זה וזה כזית.L,,
,,אי זהו שאר המחמץ את אחרים חמץ שנתחמץ מידי אחרים. מימתיי קרוי שאר משיפסל מלאכל הכלב. אפר שהסיקו ביום טוב אין מכסין בו ביום טוב לפי שאינו מן המוכן. היה לו עפר בתוך ביתו להטיח בו גגו סיד לסוד בו ביתו מכסין בו. ר' יוסה או' כוי אין שוחטין אותו ביום טוב מפני שהוא ספק ואם שחטו אין מכסין את דמו.L,,
,,אמ' ר' יוסה,@,
,,ומה מילה שודאה דוחה את השבת אין ספיקה דוחה את יום טוב כסוי הדם שאין ודאה דוחה את השבת אינו דין שלא יהא ספיקו דוחה את יום טוב.L,,
,,"אמרו לו שופרות שבגבולין יוכיחו שאין ודאן דוחה את השבת וספיקן דוחה את יום טוב הן יוכיחו לכסוי הדם שאע""פ שאין ודאן דוחה את השבת שיהא ספיקו דוחה את יום טוב. השיב ר' לעזר בנו של ר' ליעזר הקפר מה למילה שאין ספיקה דוחה את יום טוב שאין ודאה דוחה את לילי יום טוב תאמר בכסוי הדם שודאה דוחה את לילי יום טוב הואיל וודאו דוחה את יום טוב דין הוא שיהא ספיקו דוחה את יום טוב. אמ' ר' אבא זה אחד מן הדברים שהיה ר' חייה אומ' אין לי תשובה והשיב ר' לעזר.L",,
,,אמ' ר' שמעון בן לעזר מודים בית שמיי ובית הלל שמוליכין את הסולם משובך לשובך על מה נחלקו על החזירה שבית שמיי אוסרין ובית הלל מתירין. ר' יהודה או' עזריה או' מטלטלין את הסולם. במי דברים אמורים בסולם של שובך אבל בסולם של עליה אסור לטלטל אפי' בעלייה ר' דוסה אומ' מטין אותו מחלון לחלון אחרים אמרו משם ר' דוסה אף מדדין בו. ר' שמעון או' בית שמיי או' לא יטול אדם גוזל עד שיקשר בית הלל או' לא יטול אדם עד שינענע.L,,
,,והמקשר והמנענע בבורות שיחין ומערות מותר ובאילן אסור. המקושרים והמנענעים בכל מקום אסורין משם גזל.L,,
,,זימן בתוך הקן ומצא לפניה אסורין על פתחה מותרין. אמ' ר' שמעון בן לעזר מודים בית שמיי ובית הלל שאם זימן בתוך הקן ומצא לפני הקן שהן אסורין. במי דברים אמורים ביוני שובך ויוני עליה וצפרין שקיננו בטפיחים ובבירה אבל אווזין ותרנגלין ויונים חדסיות אין צריכין זימון מפני שהן ברשות אדם וחיה שקיננה בפרדיס צריכה זימון מפני שאינה ברשות אדם. אמ' ר' שמעון בן לעזר מודים בית שמיי ובית הלל שמסלקין את התריסין ביום טוב על מה נחלקו על החזירה שבית שמיי אוסרין ובית הלל מתירין.L,,
,,מודים שאם קצב על העלי שאסור לטלטלו. מודים שאין מולחין עורות ביום טוב אבל מולחין עליו בשר לצלי. אמ' רבן שמעון בן גמליאל מודים בית שמיי ובית הלל שמוליכים כלים מלאים לצורך וריקנין למלותן על מה נחלקו על ריקנין שלא לצורך שבית שמיי אוסרין ובית הלל מתירין. יוצא אדם במפתח שבאצבעו לרשות הרבים ואינו חושש. דלת שיש לה ציר פותחין ונועלין בה בשבת ואין צריך לומר ביום טוב. נשבר צירה אין פותחין ונועלין בה ביום טוב ואין צריך לומ' בשבת.L,,
,,אמ' ר' יהודה מודים בית שמיי ובית הלל שמוליכין את המתנות שהורמו מערב יום טוב עם המתנות שהורמו ביום טוב על מה נחלקו על המתנות שהורמו מערב יום טוב בפני עצמן שבית שמיי אוסרין ובית הלל מתירין. אמרו בית שמיי גזירה שוה חלה ומתנות מתנה לכהן ותרומה מתנה לכהן כשם שאין מוליכין את התרומה כך אין לא יוליכו את המתנות. אמרו להם בית הלל לא אם אמרתם בתרומה שאינו זכיי בהרמת' תאמרו במתנות שהוא זכיי בהרמתן. ר' יוסה או' מודין בית שמיי ובית הלל שמוליכין את המתנות ביום טוב על מה נחלקו על התרומה שבית שמיי אוסרין ובית הלל מתירין.L,,
,,אמרו בית הלל גזירה שוה חלה ומתנות מתנה לכהן ותרומה מתנה לכהן כשם שמוליכין את המתנות כך יוליכו את התרומה. אמרו להם בית שמיי לא אם אמרתם במתנות שהוא,@,
,,זכיי בהרמתן תאמרו בתרומה שאינו זכיי בהרמתה. אחרים אומ' מודים בית שמיי ובית הלל שאין מוליכין את התרומה ביום טוב על מה נחלקו על המתנות שבית שמיי אוסרי' ובית הלל מתירין.L,,
,,הלש עיסה ביום טוב בין טמאה בין טהורה מותר לטלטלה ומותר להפריש ממנה חלה. לשה מערב יום טוב ושכח ולא הפריש אסור לטלטלה ואסור להפריש ממנה חלה.L,,
,,אמ' ר' מאיר מודים בית שמיי ובית הלל שהתבלין נדוכין במדוך של עץ ומלח עמהן על מה נחלקו על המלח בפני עצמו שבית שמיי אומרי' בפך ובעץ הפרוד לצלי ובית הלל או' לכל דבר. והפלפלין הרי הן כתבלין.L,,
,,בית שמיי אומ' מוליכין תבלין ומדוך אצל מדוכה ולא מדוכה אצלן ובית הלל או' מוליכין זה אצל זה וזה אצל זה ואין חוששין.L,,
,,בית שמיי או' מוליכין סכין וטבח אצל בהמה ולא בהמה אצלן ובית הלל או' מוליכין זה אצל זה וזה אצל זה ואין חוששין.L,,
,,אין עושין סיטני ואין כותשין במכתשת ביום טוב ואין כותשין את המלח במדוך של עץ אבל מרסק הוא ביד של סכין ובעץ הפרוד ואינו חושש.L,,
,,אין מרסקין דבילה וגרוגרות וחרובין לפני הזקנים ביום טוב אבל מרסק הוא ביד של סכין ובעץ הפרור ואינו חושש.L,,
,,המולל מלילות מערב שבת מנפח על יד על יד ואוכל אבל לא בקנון ולא בתמחוי. המולל מלילות מערב יום טוב מנפח בקנון ובתמחוי אבל לא בטבלה ולא בנפה ולא בכברה כדרך שעושה בחול המולל מלילות בשבת מנפח על יד על יד ואוכל אבל לא בקנון ולא בתמחוי.L,,
,,הבורר קטנית ביום טוב ר' יהודה או' בית שמיי אומ' אם היו צרורות מרובין על האוכלין בורר את האוכלין ומניח את הצרורות בית הלל אומ' בורר אי זה מהן שירצה.L,,
,,אמ' ר' לעזר בי ר' צדוק של בית רבן גמליאל היו ממלין דלי עדשים ומציף מימן ושולה והצרורות יורדין למטה והאוכלין למעלה.L,,
,,ר' יוסה או' מוליכין מנעל שחור ולא מנעל לבן מפני שצריך אומן. ר' שמעון או' משלחין חטין מפני שהן מאכל עססיות פול מפני שהן מאכל לודיות שעורין מפני שהן ראויות לבהמה.L,,
,פרק 2,יום טוב שחל להיות ערב שבת אין מערבין לא בחצירות ולא בתחומין דברי ר' וחכמים אומ' מערבין בחצרות אבל לא בתחומין. מערבין בפת לשבת ובתבשיל ליום טוב. תבשיל שאמרו אפי' צלי אפי' שלוק אפי' קוליס שנתן עליו חמין מערב יום טוב.L,,
,,העושה תבשיל מערב יום טוב אופה ומבשל עליו בשבת ומטמין עליו את החמין ורשיי לאוכלו מבעוד יום ורשיי ליתנו במתנה ותחלתו וסופו אין לו שיעור.L,,
,,רשאין בני חצר לעשות תבשיל לאפות ולבשל עליו בשבת ורשיין לעשותו שתוף למבוי. הרי ששכח ולא עירב ואחרים שעירבו מותרין לעשות לו. הוא עצמו ששכח ולא עירב מותר למלות לו חבית של מים ולהדליק לו את הנר.L,,
,,אמ' ר' שמעון בן לעזר מודים בית שמיי ובית הלל שהן שני תבשילין על מה נחלקו על הדג והביצה שעליו שבית שמיי או' תבשיל אחד ובית הלל או' שני תבשילין. מודים שאם בישל שני מינין בקדירה או שפירפר ביצה על גבי הדג או שחתך קפלוט תחת הדג שהן שני תבשילין.L,,
,,אין אופין מיום טוב למוצאי יום טוב אבל ממלא לו קדירה בשר אפי' לא אכל אלא,@,
,,דבר מועט וממלא לו מיחם מים אפי' לא שתה הימנו אלא כוס אחד אבל האופה אין אופה אלא כדי צרכו. ר' שמעון בן לעזר אומ' ממלא אשה את התנור פת מפני שהפת יפה כל זמן שהתנור מלא.L,,
