mitzvah Title chinukh,mitzvah Title Rambam,chinukh,smk,rambam,wiki_rambam,wiki_table,smg,mishneh,shulchanArukh,pasuk
,,"מצות נטילת לולב - מצות לולב, שנקח ביום ראשון של חג הסכות בידינו, פרי עץ הדר, כפות תמרים, וענף עץ עבות, וערבי נחל, שנאמר (ויקרא כג מ) ולקחתם לכם ביום הראשון פרי עץ הדר וכפת תמרים וענף עץ עבות וערבי נחל","<small>(ואלו מצות התלוים בזמן ביד:)</small><br>ליטול לולב דכתיב ולקחתם לכם. (ויקרא כג)<br><small>(נשלמו העשה התלוי ביד ובזמן)</small>
","ליטול לולב, שנאמר: ""ולקחתם לכם ביום הראשון, פרי עץ הדר כפות תמרים"" (ויקרא כג,מ).
",,,"(אמור) ולקחתם לכם ביום הראשון פרי עץ הדר כפות תמרים וענף עץ עבות וערבי נחל ושמחתם לפני ה' אלהיכם שבעת ימים:
","(ויקרא כג מ) ""כַּפּוֹת תְּמָרִים"" הָאֲמוּרוֹת בַּתּוֹרָה הֵן חֲרָיוֹת שֶׁל דֶּקֶל כְּשֶׁיִּצְמְחוּ קֹדֶם שֶׁיִּתְפָּרְדוּ הֶעָלִין שֶׁלָּהֶן לְכָאן וּלְכָאן אֶלָּא כְּשֶׁיִּהְיֶה כְּמוֹ שַׁרְבִיט. וְהוּא הַנִּקְרָא לוּלָב: 

","<b>דיני נטילת לולב וברכתו ובו טו סעיפים:</b><br>מצות ד' מינים שיטול כל אחד לולב א' וב' ערבות וג' הדסים [ובמקום דליכא הדס כשר סגי ליה בחד דלא קטום]. [ב""י סימן תרמ""ו בשם א""ח]  ומצוה לאגדם בקשר גמור דהיינו ב' קשרים זה על זה משום נוי ויכול לאגדם במין אחר ואם נשרו מהעלין בתוך האגודה בענין שמפסיק אין לחוש [דמין במינו אינו חוצץ אבל שלא במינו חוצץ על כן יזהר ליקח החוט שרגיל להיות סביב ההדס] [מהרי""ל]  ואם לא אגדו מבעוד יום או שהותר אגודה אי אפשר לאגדו בי""ט בקשר גמור אלא אוגדו בעניבה: הגה יש מי שכתבו לעשות הקשר בדרך אחר שכורכין סביבות ג' מינים אלו ותוחבין ראש הכרך תוך העגול הכרוך [טור] וכן נוהגין ויש לקשור ההדס גבוה יותר מן הערבה [מהרי""ו] וישפיל ההדס והערבה בתוך אגד הלולב כדי שיטול כל ג' מינים בידו בשעת ברכה [מהרי""ל] ויש שכתבו לעשות בלולב ג' קשרים וכן נוהגין [מרדכי פרק לולב הגזול]:
","וּלְקַחְתֶּ֨ם לָכֶ֜ם בַּיּ֣וֹם הָרִאשׁ֗וֹן פְּרִ֨י עֵ֤ץ הָדָר֙ כַּפֹּ֣ת תְּמָרִ֔ים וַעֲנַ֥ף עֵץ־עָבֹ֖ת וְעַרְבֵי־נָ֑חַל וּשְׂמַחְתֶּ֗ם לִפְנֵ֛י יְהוָ֥ה אֱלֹהֵיכֶ֖ם שִׁבְעַ֥ת יָמִֽים׃
"
שכה. מצות ישיבת סוכה,מצווה שכו: מצוות עשה לישב בסוכות בשבעת ימי הסוכות,325," סימן צ""ג."," מצוות עשה קס""ח",,," עשין מ""ג","רמב""ם הלכות סוכה פרקים ד'-ו'"," אורח חיים סימנים תרל""ג, תרל""ד","ויקרא כג, מב."
,,325,[93],"[u'Positive', 168]","[u'Positive', 168]",TRUE,"[u'Positive Commandments', 43]","[u'Mishneh Torah, Shofar, Sukkah and Lulav 4-6']","[u'Shulchan Arukh, Orach Chayim 633']",[u'Leviticus 23:42']
,,"https://www.sefaria.org/Sefer_HaChinukh.325
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.93
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.168
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.168",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.43
","https://www.sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4-6
","https://www.sefaria.org/Shulchan_Arukh,_Orach_Chayim.633
","https://www.sefaria.org/Leviticus.23:42
"
,,"מצות ישיבת סכה - מצות סכה, שנצטוינו לשבת בסכה שבעת ימים, שנאמר (ויקרא כג מב) בסכות תשבו שבעת ימים, ויום ראשון הוא יום חמשה עשר בתשרי.
","לישב בסוכה דכתיב בסכות תשבו ז' ימים (שם)
","לישב בסוכה שבעת ימים, שנאמר: ""בסוכות תשבו, שבעת ימים"" (ויקרא כג,מב).
",,,"(אמור) בסכות תשבו שבעת ימים:
","שִׁעוּר הַסֻּכָּה גָּבְהָהּ אֵין פָּחוֹת מֵעֲשָׂרָה טְפָחִים וְלֹא יָתֵר עַל עֶשְׂרִים אַמָּה. וְרָחְבָּהּ אֵין פָּחוֹת מִשִּׁבְעָה טְפָחִים עַל שִׁבְעָה טְפָחִים. וְיֵשׁ לוֹ לְהוֹסִיף בְּרָחְבָּהּ אֲפִלּוּ כַּמָּה מִילִין. הָיְתָה פְּחוּתָה מֵעֲשָׂרָה אוֹ מִשִּׁבְעָה עַל שִׁבְעָה אוֹ גְּבוֹהָה מֵעֶשְׂרִים אַמָּה כָּל שֶׁהוּא הֲרֵי זוֹ פְּסוּלָה: 

","<b>דין גובה הסוכה ובו י סעיפים:</b><br>סוכה שהיא גבוה למעלה מעשרים אמה פסולה בין שהיא גדולה בין שהיא קטנה בין שמחיצות מגיעות לסכך בין שאינן מגיעות אבל עשרים כשרה אפי' כל סככה למעלה מעשרים כיון שאין בחללה אלא עשרים:
","בַּסֻּכֹּ֥ת תֵּשְׁב֖וּ שִׁבְעַ֣ת יָמִ֑ים כָּל־הָֽאֶזְרָח֙ בְּיִשְׂרָאֵ֔ל יֵשְׁב֖וּ בַּסֻּכֹּֽת׃
"
שכו. שלא נעבוד האדמה בשנה השביעית,"מצווה שכז: מצוות לא תעשה, שלא לעבוד אדמה בשביעית",326,[]," לא תעשה ר""כ",,," לאוין רס""ו","רמב""ם הלכות שמיטה ויובל פרק א' הלכה א'",[],"ויקרא כה, ד."
,,326,[],"[u'Negative', 220]","[u'Negative', 220]",TRUE,"[u'Negative Commandments', 266]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 1:1']",[],[u'Leviticus 25:4']
,,"https://www.sefaria.org/Sefer_HaChinukh.326
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.220
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.220",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.266
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.1:1
",,"https://www.sefaria.org/Leviticus.25:4
"
,,"שלא נעבד האדמה בשנה השביעית - שלא נעבד האדמה בשנה השביעית שהיא נקראת שנת השמטה, שנאמר (ויקרא כה ד) ובשנה השביעית
",,"שלא לעבוד אדמה בשביעית, שנאמר ""שדך לא תזרע"" (ויקרא כה,ד).
",,,"שלא לעבוד אדמה בשביעית שנ' שדך לא תזרע:
","מִצְוַת עֲשֵׂה לִשְׁבֹּת מֵעֲבוֹדַת הָאָרֶץ וַעֲבוֹדַת הָאִילָן בְּשָׁנָה שְׁבִיעִית שֶׁנֶּאֱמַר (ויקרא כה ב) ""וְשָׁבְתָה הָאָרֶץ שַׁבָּת לַה'"" וְנֶאֱמַר (שמות לד כא) ""בֶּחָרִישׁ וּבַקָּצִיר תִּשְׁבֹּת"". וְכָל הָעוֹשֶׂה מְלָאכָה מֵעֲבוֹדַת הָאָרֶץ אוֹ הָאִילָנוֹת בְּשָׁנָה זוֹ בִּטֵּל מִצְוַת עֲשֵׂה וְעָבַר עַל לֹא תַּעֲשֶׂה שֶׁנֶּאֱמַר (ויקרא כה ד) ""שָׂדְךָ לֹא תִזְרָע וְכַרְמְךָ לֹא תִזְמֹר"": 

",,"וּבַשָּׁנָ֣ה הַשְּׁבִיעִ֗ת שַׁבַּ֤ת שַׁבָּתוֹן֙ יִהְיֶ֣ה לָאָ֔רֶץ שַׁבָּ֖ת לַיהוָ֑ה שָֽׂדְךָ֙ לֹ֣א תִזְרָ֔ע וְכַרְמְךָ֖ לֹ֥א תִזְמֹֽר׃
"
שכז. שלא נעשה עבודה גם באילנות,"מצווה שכח: מצוות לא תעשה, שלא לעבוד עבודת אילן בשביעית",327,[]," לא תעשה רכ""א",,," לאוין רס""ז","רמב""ם הלכות שמיטה ויובל פרק א' הלכה ג'",[],"ויקרא כה, ד."
,,327,[],"[u'Negative', 221]","[u'Negative', 221]",TRUE,"[u'Negative Commandments', 267]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 1:3']",[],[u'Leviticus 25:4']
,,"https://www.sefaria.org/Sefer_HaChinukh.327
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.221
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.221",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.267
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.1:3
",,"https://www.sefaria.org/Leviticus.25:4
"
,,"שלא נעשה עבודה גם באילנות - שלא נעשה עבודה גם באילנות בשנה השביעית, שנאמר (ויקרא כה ד) וכרמך לא תזמר ולשון ספרא (בהר א ו) הזרע והזמיר פרוש, לא תזרע ולא תזמר בכלל היו כלומר, בכלל שביתה היו, שכבר אמר וש",,"שלא לעבוד אילן בשביעית, שנאמר ""וכרמך לא תזמור"" (ויקרא כה,ד).
",,,"שלא לעבוד אילן בשביעית שנ' וכרמך לא תזמור במצות אלו בארנו איסור עבודת שביעית:
","וּזְמִירָה בִּכְלַל זְרִיעָה וּבְצִירָה בִּכְלַל קְצִירָה. וְלָמָּה פֵּרְטָן הַכָּתוּב לוֹמַר לְךָ עַל שְׁתֵּי תּוֹלָדוֹת אֵלּוּ בִּלְבַד הוּא חַיָּב וְעַל שְׁאָר הַתּוֹלָדוֹת שֶׁבַּעֲבוֹדַת הָאָרֶץ עִם שְׁאָר הָאָבוֹת שֶׁלֹּא נִתְפָּרְשׁוּ בְּעִנְיָן זֶה אֵינוֹ לוֹקֶה עֲלֵיהֶן. אֲבָל מַכִּין אוֹתוֹ מַכַּת מַרְדּוּת: 

",,"וּבַשָּׁנָ֣ה הַשְּׁבִיעִ֗ת שַׁבַּ֤ת שַׁבָּתוֹן֙ יִהְיֶ֣ה לָאָ֔רֶץ שַׁבָּ֖ת לַיהוָ֑ה שָֽׂדְךָ֙ לֹ֣א תִזְרָ֔ע וְכַרְמְךָ֖ לֹ֥א תִזְמֹֽר׃
"
שכח. שלא נקצור ספיחים בשנה השביעית,"מצווה שכט: מצוות לא תעשה, שלא לקצור ספיחים בשביעית",328,[]," לא תעשה רכ""ב",,," לאוין רס""ח","רמב""ם הלכות שמיטה ויובל פרק ד' הלכות א'-כב'",[],"ויקרא כה, ה."
,,328,[],"[u'Negative', 222]","[u'Negative', 222]",TRUE,"[u'Negative Commandments', 268]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 4:1-22']",[],[u'Leviticus 25:5']
,,"https://www.sefaria.org/Sefer_HaChinukh.328
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.222
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.222",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.268
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.4:1-22
",,"https://www.sefaria.org/Leviticus.25:5
"
,,"שלא נקצר ספיחים בשנה השביעית - שלא נקצר מה שתצמיח הארץ מעצמה בשנה השביעית. ולא מה שתצמיח בשנה זו ממה שנזרע בה בשנה הששית וזהו נקרא ספיח, שנאמר (ויקרא כה ה) את ספיח קצירך לא תקצר. רוצה לומר, שלא נקצר א",,"שלא לקצור ספיחי שביעית כדרך שקוצרין בשאר השנים, שנאמר ""את ספיח קצירך לא תקצור"" (ויקרא כה,ה).
",,,"שלא לקצור ספיחי שביעית כדרך שקוצרין בשאר השנים שנ' את ספיח קצירך לא תקצור:
","כָּל שֶׁתּוֹצִיא הָאָרֶץ בְּשָׁנָה שְׁבִיעִית. בֵּין מִן הַזֶּרַע שֶׁנָּפַל בָּהּ מִקֹּדֶם שְׁבִיעִית. בֵּין מִן הָעִקָּרִים שֶׁנִּקְצְרוּ מִקֹּדֶם וְחָזְרוּ וְעָשׂוּ וּשְׁנֵיהֶם נִקְרְאוּ סָפִיחַ. בֵּין מִן הָעֲשָׂבִים וְהַיְרָקוֹת שֶׁעָלוּ מֵאֲלֵיהֶן וְאֵין לָהֶן זֶרַע. הַכּל מֻתָּר לְאָכְלוֹ מִן הַתּוֹרָה שֶׁנֶּאֱמַר (ויקרא כה ו) ""וְהָיְתָה שַׁבַּת הָאָרֶץ לָכֶם לְאָכְלָה"". וַאֲפִלּוּ שָׂדֶה שֶׁנִּטַּיְבָּה בַּשְּׁבִיעִית וְצָמְחָה פֵּרוֹתֶיהָ מֻתָּרִין בַּאֲכִילָה. וְזֶה שֶׁנֶּאֱמַר (ויקרא כה ה) ""אֵת סְפִיחַ קְצִירְךָ לֹא תִקְצוֹר"" שֶׁלֹּא יִקְצֹר כְּדֶרֶךְ שֶׁקּוֹצֵר בְּכָל שָׁנָה. וְאִם קָצַר כְּדֶרֶךְ הַקּוֹצְרִין לוֹקֶה. כְּגוֹן שֶׁקָּצַר כָּל הַשָּׂדֶה וְהֶעֱמִיד כְּרִי וְדָשׁ בַּבָּקָר. אוֹ שֶׁקָּצַר לַעֲבוֹדַת הָאָרֶץ כְּמוֹ שֶּׁבֵּאַרְנוּ. אֶלָּא קוֹצֵר מְעַט מְעַט וְחוֹבֵט וְאוֹכֵל: 

",,"אֵ֣ת סְפִ֤יחַ קְצִֽירְךָ֙ לֹ֣א תִקְצ֔וֹר וְאֶת־עִנְּבֵ֥י נְזִירֶ֖ךָ לֹ֣א תִבְצֹ֑ר שְׁנַ֥ת שַׁבָּת֖וֹן יִהְיֶ֥ה לָאָֽרֶץ׃
"
שכט. שלא נאסוף פרות האילן בשביעית כדרך שאוספין אותן בכל שנה,"מצווה של: מצוות לא תעשה, שלא לבצור ענבים בשביעית",329,[]," לא תעשה רכ""ג",,," לאוין רס""ט","רמב""ם הלכות שמיטה ויובל פרק ד' הלכות כב'-כד'",[],"ויקרא כה, ה."
,,329,[],"[u'Negative', 223]","[u'Negative', 223]",TRUE,"[u'Negative Commandments', 269]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 4:22-24']",[],[u'Leviticus 25:5']
,,"https://www.sefaria.org/Sefer_HaChinukh.329
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.223
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.223",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.269
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.4:22-24
",,"https://www.sefaria.org/Leviticus.25:5
"
,,שלא נאסף פרות האילן בשביעית כדרך שאוספין אותן בכל שנה - שלא נאסף מה שיוציאו האילנות בשנה השביעית כדרך שאוספין בני אדם פרות אילנותיהם בכל שנה. אבל יש לנו לעשות בדבר שנוי כדי להראות שהכל כהפקר בשנה זו.,,"שלא לאסוף פירות האילן בשביעית כדרך שאוספין בכל שנה ושנה, שנאמר ""ואת עינבי נזיריך לא תבצור"" (ויקרא כה,ה).
",,,"שלא לאסוף פירות האילן בשביעית כדרך שאוספין בשאר השנים שנא' ואת ענבי נזירך לא תבצור:
","הַפֵּרוֹת שֶׁיּוֹצִיא הָאִילָן בַּשְּׁבִיעִית לֹא יַאַסְפֵם כְּדֶרֶךְ שֶׁאוֹסֵף בְּכָל שָׁנָה שֶׁנֶּאֱמַר (ויקרא כה ה) ""וְאֶת עִנְּבֵי נְזִירֶךָ לֹא תִבְצֹר"". וְאִם בָּצַר לַעֲבוֹדַת הָאִילָן אוֹ שֶׁבָּצַר כְּדֶרֶךְ הַבּוֹצְרִים לוֹקֶה: 

",,"אֵ֣ת סְפִ֤יחַ קְצִֽירְךָ֙ לֹ֣א תִקְצ֔וֹר וְאֶת־עִנְּבֵ֥י נְזִירֶ֖ךָ לֹ֣א תִבְצֹ֑ר שְׁנַ֥ת שַׁבָּת֖וֹן יִהְיֶ֥ה לָאָֽרֶץ׃
"
של. מצות ספירת שבע שבתות שנים,מצווה שלא: מצוות עשה לספור שנות יובל ז' שמיטות,330,[]," מצוות עשה ק""מ",,," עשין ק""נ","רמב""ם הלכות שמיטה ויובל פרק י' הלכות א'-ט'",[],"ויקרא כה, ח."
,,330,[],"[u'Positive', 140]","[u'Positive', 140]",TRUE,"[u'Positive Commandments', 150]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 10:1-9']",[],[u'Leviticus 25:8']
,,"https://www.sefaria.org/Sefer_HaChinukh.330
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.140
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.140",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.150
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.10:1-9
",,"https://www.sefaria.org/Leviticus.25:8
"
,,"מצות ספירת שבע שבתות שנים - למנות השנים שבע שנים, שבע פעמים עד שנת היובל, בהיותנו בארץ ישראל אחר התנחלנו בה. שנאמר (ויקרא כה ח) וספרת לך שבע שבתות שנים שבע שנים שבע פעמים. וזאת המצוה, כלומר, זאת הספיר",,"למנות שני יובל שנים ושמיטים, שנאמר: ""וספרת לך, שבע . . ."" (ויקרא כה,ח).
",,,"שימנו בית דין שנות היובל שבע שבע שנאמר (בהר) וספרת לך שבע שבתות שנים שבע שנים שבע פעמים:
","מִצְוַת עֲשֵׂה לִסְפֹּר שֶׁבַע שֶׁבַע שָׁנִים וּלְקַדֵּשׁ שְׁנַת הַחֲמִשִּׁים שֶׁנֶּאֱמַר (ויקרא כה ח) ""וְסָפַרְתָּ לְךָ שֶׁבַע שַׁבְּתֹת שָׁנִים"" וְגוֹ' (ויקרא כה י) ""וְקִדַּשְׁתֶּם אֵת שְׁנַת הַחֲמִשִּׁים"". וּשְׁתֵּי מִצְוֹת אֵלּוּ מְסוּרִין לְבֵית דִּין הַגָּדוֹל בִּלְבַד: 

",,"וְסָפַרְתָּ֣ לְךָ֗ שֶׁ֚בַע שַׁבְּתֹ֣ת שָׁנִ֔ים שֶׁ֥בַע שָׁנִ֖ים שֶׁ֣בַע פְּעָמִ֑ים וְהָי֣וּ לְךָ֗ יְמֵי֙ שֶׁ֚בַע שַׁבְּתֹ֣ת הַשָּׁנִ֔ים תֵּ֥שַׁע וְאַרְבָּעִ֖ים שָׁנָֽה׃
"
שלא. מצות תקיעת שופר ביום הכפורים של יובל,מצווה שלב: מצוות עשה לתקוע בשופר ביום כיפור בשנת היובל,331,[]," מצוות עשה קל""ז",,," עשין קנ""ב","רמב""ם הלכות שמיטה ויובל פרק י' הלכה י'",[],"ויקרא כה, ט."
,,331,[],"[u'Positive', 137]","[u'Positive', 137]",TRUE,"[u'Positive Commandments', 152]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 10:10']",[],[u'Leviticus 25:9']
,,"https://www.sefaria.org/Sefer_HaChinukh.331
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.137
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.137",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.152
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.10:10
",,"https://www.sefaria.org/Leviticus.25:9
"
,,מצות תקיעת שופר ביום הכפורים של יובל - לתקע בשופר בעשירי בתשרי שהוא יום הכפורים. שנאמר (ויקרא כה ט י) והעברת שופר תרועה וגו' ביום הכפורים תעבירו שופר בכל ארצכם וגו' וקראתם דרור וגו'. וידוע שמצות התקיע,,"לתקוע בשופר בשנת היובל, שנאמר: ""והעברת שופר תרועה"" (ויקרא כה,ט).
",,,"לתקוע שופר בעשרה בתשרי כדי לצאת עבדים לחפשי שנא' (בהר) וביום הכפורים תעבירו שופר בכל ארצכם וגומר וקראתם דרור:
","מִצְוַת עֲשֵׂה לִתְקֹעַ בַּשּׁוֹפָר בָּעֲשִׂירִי לְתִשְׁרֵי בִּשְׁנַת הַיּוֹבֵל. וּמִצְוָה זוֹ מְסוּרָה לְבֵית דִּין תְּחִלָּה (שֶׁנֶּאֱמַר (ויקרא כה ט) ""וְהַעֲבַרְתָּ שׁוֹפַר תְּרוּעָה"") וְכָל יָחִיד וְיָחִיד חַיָּב לִתְקֹעַ שֶׁנֶּאֱמַר (ויקרא כה ט) ""תַּעֲבִירוּ שׁוֹפָר"". וְתוֹקְעִין בַּשּׁוֹפָר תֵּשַׁע כְּדֶרֶךְ שֶׁתּוֹקְעִין בְּרֹאשׁ הַשָּׁנָה. וּמַעֲבִירִין שׁוֹפָר בְּכָל גְּבוּל יִשְׂרָאֵל: 

",,"וְהַֽעֲבַרְתָּ֞ שׁוֹפַ֤ר תְּרוּעָה֙ בַּחֹ֣דֶשׁ הַשְּׁבִעִ֔י בֶּעָשׂ֖וֹר לַחֹ֑דֶשׁ בְּיוֹם֙ הַכִּפֻּרִ֔ים תַּעֲבִ֥ירוּ שׁוֹפָ֖ר בְּכָל־אַרְצְכֶֽם׃
"
שלב. מצות קידוש שנת היובל,מצווה שלג: מצוות עשה לקדש שנת החמישים,332,[]," מצוות עשה קל""ו",,," עשין קנ""א","רמב""ם הלכות שמיטה ויובל פרק י' הלכה א'",[],"ויקרא כה, י."
,,332,[],"[u'Positive', 136]","[u'Positive', 136]",TRUE,"[u'Positive Commandments', 151]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 10:1']",[],[u'Leviticus 25:10']
,,"https://www.sefaria.org/Sefer_HaChinukh.332
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.136
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.136",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.151
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.10:1
",,"https://www.sefaria.org/Leviticus.25:10
"
,,"מצות קדוש שנת היובל - לקדש שנת החמשים כמו שנת השמטה. כלומר, בבטול העבודה בארץ והפקר הצומח בה, שנאמר (ויקרא כה י) וקדשתם את שנת החמשים שנה. ובאר הכתוב שענין הקדשה הוא שיהיו פרותיה ותבואתה נפקרים, ושיהי",,"לקדש שנת יובל בשביתה כשמיטה, שנאמר: ""וקידשתם, את שנת החמישים"" (ויקרא כה,י).
",,,"לקדש שנת החמשים בשביתה שנ' (בהר) וקדשתם את שנת החמשים שנה:
","מִצְוַת עֲשֵׂה לִסְפֹּר שֶׁבַע שֶׁבַע שָׁנִים וּלְקַדֵּשׁ שְׁנַת הַחֲמִשִּׁים שֶׁנֶּאֱמַר (ויקרא כה ח) ""וְסָפַרְתָּ לְךָ שֶׁבַע שַׁבְּתֹת שָׁנִים"" וְגוֹ' (ויקרא כה י) ""וְקִדַּשְׁתֶּם אֵת שְׁנַת הַחֲמִשִּׁים"". וּשְׁתֵּי מִצְוֹת אֵלּוּ מְסוּרִין לְבֵית דִּין הַגָּדוֹל בִּלְבַד: 

",,"וְקִדַּשְׁתֶּ֗ם אֵ֣ת שְׁנַ֤ת הַחֲמִשִּׁים֙ שָׁנָ֔ה וּקְרָאתֶ֥ם דְּר֛וֹר בָּאָ֖רֶץ לְכָל־יֹשְׁבֶ֑יהָ יוֹבֵ֥ל הִוא֙ תִּהְיֶ֣ה לָכֶ֔ם וְשַׁבְתֶּ֗ם אִ֚ישׁ אֶל־אֲחֻזָּת֔וֹ וְאִ֥ישׁ אֶל־מִשְׁפַּחְתּ֖וֹ תָּשֻֽׁבוּ׃
"
שלג. שלא נעבוד הארץ בשנת היובל,"מצווה שלד: מצוות לא תעשה, שלא לעבוד אדמה ביובל",333,[]," לא תעשה רכ""ד",,," לאוין רע""ב","רמב""ם הלכות שמיטה ויובל פרק י' הלכה טו'",[],"ויקרא כה, יא."
,,333,[],"[u'Negative', 224]","[u'Negative', 224]",TRUE,"[u'Negative Commandments', 272]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 10:15']",[],[u'Leviticus 25:11']
,,"https://www.sefaria.org/Sefer_HaChinukh.333
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.224
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.224",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.272
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.10:15
",,"https://www.sefaria.org/Leviticus.25:11
"
,,"שלא נעבד הארץ בשנת היובל - שלא נעבד הארץ בשנת היובל, כמו שנמנענו מעבודתה בשנת השמטה. שנאמר ביובל לא תזרעו, כמו שנאמר (ויקרא כה יא) בשמטה
",,"שלא לעבוד בשנת יובל בין אדמה בין אילן, שנאמר בה ""לא תזרעו"" (ויקרא כה,יא).
",,,"שלא לעבוד בשנת היובל עבודת קרקע שנאמר לא תזרעו:
","דִּין הַיּוֹבֵל בִּשְׁבִיתַת הָאָרֶץ וְדִין הַשְּׁמִטָּה אֶחָד הוּא לְכָל דָּבָר. כָּל שֶׁאָסוּר בַּשְּׁבִיעִית מֵעֲבוֹדַת הָאָרֶץ אָסוּר בִּשְׁנַת יוֹבֵל. וְכָל שֶׁמֻּתָּר בַּשְּׁבִיעִית מֻתָּר בַּיּוֹבֵל. וּמְלָאכוֹת שֶׁלּוֹקִין עֲלֵיהֶן בַּשְּׁבִיעִית לוֹקִין עֲלֵיהֶן בַּיּוֹבֵל. וְדִין פֵּרוֹת שְׁנַת יוֹבֵל בַּאֲכִילָה וּבַמְּכִירָה וּבַבִּעוּר כְּדִין פֵּרוֹת שְׁבִיעִית לְכָל דָּבָר: 

",,"יוֹבֵ֣ל הִ֗וא שְׁנַ֛ת הַחֲמִשִּׁ֥ים שָׁנָ֖ה תִּהְיֶ֣ה לָכֶ֑ם לֹ֣א תִזְרָ֔עוּ וְלֹ֤א תִקְצְרוּ֙ אֶת־סְפִיחֶ֔יהָ וְלֹ֥א תִבְצְר֖וּ אֶת־נְזִרֶֽיהָ׃
"
שלד. שלא נקצור ספיחי תבואות של שנת היובל,"מצווה שלה: מצוות לא תעשה, שלא לקצור ספיחים ביובל",334,[]," לא תעשה רכ""ה",,," לאוין רע""ג","רמב""ם הלכות שמיטה ויובל פרק י' הלכה טו'",[],"ויקרא כה, יא."
,,334,[],"[u'Negative', 225]","[u'Negative', 225]",TRUE,"[u'Negative Commandments', 273]","[u'Mishneh Torah, Sabbatical Year and the Jubilee 10:15']",[],[u'Leviticus 25:11']
,,"https://www.sefaria.org/Sefer_HaChinukh.334
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.225
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.225",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.273
","https://www.sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.10:15
",,"https://www.sefaria.org/Leviticus.25:11
"
