id,sefer_id,title_eng,title_heb,intro_eng,intro_heb,range_eng,range_heb,range_start,range_end,parent_id
367,20,A Lament and Parable about the Disaster and Lowly State of the People and Its Leaders,קינה ומשל על אסון ושפל בעם ובמנהיגיו,"This prophecy contains a parable, a lamentation, and a castigation addressed to the leaders of Israel, with regard to the sorry state of the people. The parable of shepherds that appears here is reminiscent of similar parables elsewhere in the Bible. It is hard to ascertain the exact period of which Zechariah is speaking, but he is probably not dealing with his own times. The midrashim which interpret this prophecy as referring to future generations note certain features that may allude to events of later times.","בנבואה זו דברי משל, קינה ותוכחה המתייחסים למנהיגי ישראל ולמצבו של העם. משל הרועים המופיע כאן דומה למה שמופיע במקומות אחרים.<footnote data-lang=""heb"" data-id=""6098"" data-num=""1""/> קשה לדעת על איזו תקופה מדבר זכריה, אך נראה שהנבואה אינה מתייחסת לתקופתו. המדרשים שפירשו אותה על דורות שבעתיד, הצביעו על דברים הרומזים למאורעות שונים אפשריים.",Zechariah 11:1–17,פרק יא,9179,9195,NULL
368,20,The Events of the End of Days in Jerusalem,מאורעות אחרית הימים בירושלים,"The following prophecies, which are undated, focus on the End of Days. They describe situations of distress and great disasters that prepare the way for a new and purified world.","הנבואות הבאות אינן מתוארכות, והן עוסקות באחרית הימים. מתוארים בהם מצבי מצוקה ואסונות גדולים לקראת עולם חדש ומטוהר.",Zechariah chaps. 12–14,פרקים יב–יד,9196,9239,NULL
369,20,The War Around the City,המלחמה סביב העיר,"The prophet foresees a great war in which many nations will arise to destroy Jerusalem. The war will end with Jerusalem emerging victorious, but at the heavy price of the terrible loss of its leader.","כאן צופה הנביא זכריה מלחמה גדולה שבה יקומו עמים רבים להשמיד את ירושלים. המלחמה תסתיים בניצחונה של ירושלים, אבל היא תגבה מחיר כבד – אבדה גדולה של המנהיג.",Zechariah 12:1–14,פרק יב,9196,9209,368
370,20,General Purification,טיהור כללי,"God will eradicate many people from the world, and the survivors will be tested over and over again. Isaiah and Jeremiah prophesied similarly.<footnote data-lang=""eng"" data-id=""5491"" data-num=""776""/> Ultimately, all the world will be purified.","ה' יבער רבים מן העולם, והשרידים הנותרים יעברו מבחן אחר מבחן.<footnote data-lang=""heb"" data-id=""6121"" data-num=""11""/> לעתיד לבוא יטוהר הכול.",Zechariah 13:1–9,פרק יג,9210,9218,368
371,20,Turbulence Leading Up to the Redemption,זעזועים לקראת הגאולה,"The book of Zechariah concludes with a grand vision of the day of redemption. The future Day of God is called by other prophets “great and terrible”<footnote data-lang=""eng"" data-id=""5504"" data-num=""789""/> and portrayed as a time of “darkness and not light.”<footnote data-lang=""eng"" data-id=""5505"" data-num=""790""/> The transformation from the familiar world to the era of the Messiah is described as a process that involves suffering on a large scale. The depiction of the final war and the changes that will occur to the region of Jerusalem are reminiscent of the prophecies of Ezekiel, which were issued at roughly the same time. They can therefore be combined into a single picture.<footnote data-lang=""eng"" data-id=""5506"" data-num=""791""/> Many nations will fight against Jerusalem, because the city is a symbol of holiness, and a portion of the people of Israel will also perish in this dreadful war. Ultimately, there will be some survivors, the nations of the world will recognize the kingdom of God, and the world will be redeemed.","ספר זכריה נחתם בחזון גדול העוסק ביום הגאולה. יום ה' העתידי מוצג אצל נביאים אחרים כ'גדול ונורא'<footnote data-lang=""heb"" data-id=""6134"" data-num=""24""/> וכ'חושך ולא אור'.<footnote data-lang=""heb"" data-id=""6135"" data-num=""25""/> המעבר מהעולם המוכר לעולמו של משיח מתואר כתהליך שכרוך בו סבל רב. תיאור המלחמה האחרונה והשינויים שיעברו על אזור ירושלים מזכירים את נבואות יחזקאל שהושמעו באותה תקופה פחות או יותר. אפשר אפוא לצרף את התיאורים הללו לכדי תמונה אחת.<footnote data-lang=""heb"" data-id=""6136"" data-num=""26""/> עמים רבים יילחמו נגד ירושלים, מפני שהעיר היא סמל הקדושה, ובתוך המלחמה הקשה גם חלק מעם ישראל יאבד. בסופו של דבר יישארו שרידים, אומות העולם יכירו במלכות ה', והעולם יהיה גאול.",Zechariah 14:1–21,פרק יד,9219,9239,368
372,21,God’s Selection of Israel and His Covenant with Them,הבחירה בישראל והברית,"God expresses His love for the Jewish people, but criticizes them for their disregard for the Temple service, their laxity in the service of God, and the prevalence of intermarriage. The prophet informs the people that they will merit the divine blessing only if they bestow the requisite honor upon their loving Father and safeguard His covenant.","ה' אוהב את ישראל, אך מטיח בהם ביד נביאו מלאכי תוכחה גלויה על זלזולם בעבודת המקדש, נישואי התערובת שפשו בעם וההתרשלות בעבודתו בכלל. העם יזכה בברכות שמים אם ירחש כבוד כלפי אביו אוהבו, ואם ישמור את בריתו.",Malachi 1:1–2:17,פרקים א–ב,9240,9270,NULL
373,21,Introduction: God’s Love for the House of Jacob,פתיחה – אהבת ה' את בית יעקב,,,Malachi 1:1–5,פרק א פס' א–ה,9240,9244,372
374,21,"Rebuke for the Priests, the Teachers of Torah",תוכחה לכהנים מורי התורה,"Against the backdrop of God’s stated preference for the Jewish people, the prophet rebukes the priests for their disgraceful attitude toward the Temple service. This prophecy was delivered after the Second Temple had already been built.","על רקע ההעדפה שמעדיף ה' את ישראל, קובל הנביא על יחסם המבזה של הכהנים אל עבודת הקודש. הדברים נאמרו כשבית המקדש השני כבר עמד על תלו.<footnote data-lang=""heb"" data-id=""6160"" data-num=""2""/>",Malachi 1:6–2:9,פרק א פס' ו – פרק ב פס' ט,9245,9262,372
375,21,Judah’s Betrayal of the Wife of His Youth,בגידת איש יהודה באשת נעוריו,"After having criticized the priests, who are supposed to serve as teachers of the Jewish people, the prophet rebukes the men of Judah for intermarrying and abandoning their Jewish wives. As related in the book of Ezra and Nehemiah, many who returned from Babylon to the Land of Israel married non-Jewish women.","מתוכחת הכהנים המורים הנביא עובר להוכיח את בני יהודה על נישואי תערובת ובגידתם בנשותיהן העבריות. כפי המסופר בספר עזרא ונחמיה,<footnote data-lang=""heb"" data-id=""6173"" data-num=""15""/> עולי בבל נשאו נשים נכריות.",Malachi 2:10–17,פרק ב פס' י–יז,9263,9270,372
376,21,Toward the Great Day of God,לקראת יום ה' הגדול,"In response to the people’s frustrations about the perceived absence of divine justice, the prophet describes the great judgment that will take place in the future. In this regard, the prophet urges the people to give their gifts and tithes to the priests and Levites, and informs them of the blessing that will result. The final prophecy of Malachi, which seals the books of the Prophets, contains both rebuke and encouragement in preparation for the “coming of the great and terrible day of the Lord”<footnote data-lang=""eng"" data-id=""5549"" data-num=""834""/> that will arrive at the End of Days.","בהמשך לתהיות העם על דין שמים שאינו נראה בהווה, הנביא מתאר את הדין שייערך בעתיד. בעניין זה הנביא מעורר את העם לתת את התרומות והמעשרות לכהנים וללויים ומדבר על הברכה שתבוא בעקבות זאת. נבואתו האחרונה של מלאכי, החותמת את ספרי הנביאים, עוסקת בתוכחה ובעידוד לקראת יוֹם ה' הַגָּדוֹל וְְהַנּוֹרָא באחרית הימים.",Malachi 3:1–24,פרק ג,9271,9294,NULL
377,21,The Cleansing Judgment of the Future,המשפט המטהר שעתיד לבוא,,,Malachi 3:1–6,פרק ג פס' א-ו,9271,9276,376
378,21,Tithes and Blessings,המעשרות והברכה,,,Malachi 3:7–12,פרק ג פס' ז–יב,9277,9282,376
379,21,Questions and Answers with Regard to the Worship of God,שאלות ותשובות על עבודת אלוקים,,,Malachi 3:13–18,פרק ג פס' יג–יח,9283,9288,376
380,21,The Great Day of Judgment,יום הדין הגדול,,,Malachi 3:19–24,פרק ג פס' יט–כד,9289,9294,376
381,22,PSALM 1,אשרי האיש,"A psalm that offers general observations about the joy experienced by an individual who conducts his life in the proper manner, and about the contrasting lives of those who are evil and sinful.","הספר פותח בדברי התבוננות כלליים על אושרו וברכתו של האדם הנוהג כראוי, ולעומת זאת – תיאור חייהם הרעועים של אנשים חטאים.",Psalms 1:1–6,NULL,9295,9300,NULL
382,22,PSALM 2,למה רגשו גויִם,"A psalm without a heading in honor of a king who is mentioned several times. The psalm’s content and visionary language indicate that it is not describing a specific king but rather depicts a prophetic vision of the future redeemer, the Messiah.","מזמור ללא כותרת, אשר לפי כמה דעות הוא חטיבה אחת עם המזמור הקודם,<footnote data-lang=""heb"" data-id=""6206"" data-num=""1""/> לכבודו של המלך. אין מדובר במלך מסוים אלא זהו חזון על הגואל, המלך המשיח.",Psalms 2:1–12,1,9301,9312,NULL
383,22,PSALM 3,לדוד בברחו,"A psalm referring to an episode in which David is surrounded by enemies and considered by everyone to be in a hopeless situation. Nevertheless, he trusts in God to deliver him from his enemies and lead him to victory and peace.","המזמור, שיש לו כתובת פרטית, עוסק בנרדף המוקף באויבים מכל צד. הכול סבורים שאין לו עוד תקווה, אך הוא בוטח בה' שיושיענו מכל אויביו ויביאנו לניצחון ולשלום.",Psalms 3:1–9,2,9313,9321,NULL
384,22,PSALM 4,בקראי ענֵני,"A psalm of entreaty on the part of one who is being vilified and pursued groundlessly. The psalmist calls upon God, as He both saves the blameless and foils the schemes of the wicked.","גם מזמור זה הוא תחינתו של מי שמושמץ ונרדף לשווא. לעומת המזמור הקודם, שהושר מתוך מצוקה מידית, מזמור זה עולה מתוך מצוקה כללית ובצדו דברי בקשה ועידוד לאחרים.",Psalms 4:1–9,3,9322,9330,NULL
385,22,PSALM 5,אמרַי האזינה,"A psalm of prayer directed against those wicked individuals who are unworthy of God’s kindness. The psalmist prays for his own righteousness to become apparent and for him to be granted salvation, as well as those found worthy.","במזמור התפילה הזה לא מפורטות בעיותיו של המתפלל, אלא מובע בו עימות עם אנשים ההולכים בדרך שאינה טובה. המשורר יודע שאין הוא מושלם, ועל כן הוא שב ומדגיש, כבקשה לעצמו וכעצה לאחרים, את הרצון בקרבת ה' ואת חשיבות ההשתדלות ללכת בדרך הנכונה. הוא מתפלל שצדקתו תיראה, ושהטובה תגיע אליו ואל האנשים הראויים לה.",Psalms 5:1–13,4,9331,9343,NULL
386,22,PSALM 6,אַל באפךָ תוכיחני,"A psalm of entreaty by a man who is both ill and persecuted by his enemies, crying out to God in his suffering and asking that God have mercy on him and heed his supplications.",תחינה של חולה מבוהל הבוכה מייסוריו ומבקש מה' רחמים.,Psalms 6:1–11,5,9344,9354,NULL
387,22,PSALM 7,הושיעני מכל רֹדפי,"A psalm that offers the prayer of an individual beset by enemies and falsely accused of wrongdoing, who asks God to acknowledge his righteousness and requite his foes.",תפילתו של מי שנרדף לשווא ומואשם בהאשמות שקר. המתפלל מבקש מה' שיראה את צדקתו וישיב רעה לאויביו.,Psalms 7:1–18,6,9355,9372,NULL
388,22,PSALM 8,מה אדיר שִׁמך,A psalm that begins as a hymn of praise to God but is also an introspective poem that muses about man’s place in the world.,"שיר תהילה למעשי ה', ובו דיון בדבר מקומו של האדם בעולם.",Psalms 8:1–10,7,9373,9382,NULL
389,22,PSALM 9,אודה ה' בכל לבי,A psalm of thanksgiving by one who has been rescued from his enemies and led to victory. The psalmist prays that God will continue to be at his side against others who wage war against him.,"שיר תודה של מי שניצל מאויביו וניצח, והוא שב ומתפלל כי ה' יושיע אותו גם בעתיד מאויבים אחרים. המזמור כתוב ברובו בלשון יחיד, ויש בו גם דברי לקח והוראה לאחרים. כמו מזמורים רבים מסוגו הוא מסודר בסדר אלפביתי; אמנם הוא מכיל רק חלק מן האותיות, וגם זאת – לא תמיד בתחילתו של כל פסוק, אלא בדילוג של פסוקים אחרים.",Psalms 9:1–21,8,9383,9403,NULL
390,22,PSALM 10,למה... תעמֹד ברחוק,A psalm of prayer that rails against the rule of the wicked.,בתפילה זו המשורר מתרעם על שלטונם של הרשעים בעולם.,Psalms 10:1–18,9,9404,9421,NULL
391,22,PSALM 11,בה' חסיתי,"A contemplative psalm on evil, in which the psalmist depicts the way wicked people attack the righteous openly and secretly, lying in ambush against them, not realizing that God watches over the world and punishes those who deserve it.",גם שיר זה מושר מתוך התבוננות על הרֶשע שבעולם. הרשעים מתנהלים ללא מעצורים ואינם יודעים כי ה' משגיח ושולט בעולם.,Psalms 11:1–7,10,9422,9428,NULL
392,22,PSALM 12,הושיעה ה' כי גמר חסיד,"A plea against evildoers who seem to have the upper hand in the world, who speak of righteousness while fomenting evil. It is also a prayer to God to protect all those who follow the proper path.","אף מזמור זה מתאר את הרֶשע המתגבר בעולם, ובו תפילה שה' יושיע את ההולכים בדרך הטוב.",Psalms 12:1–9,11,9429,9437,NULL
393,22,PSALM 13,עד אנה,A psalm of supplication. It seems to the psalmist that God has hidden His face from him and has delivered him into the hands of his enemies. He beseeches God to reveal His kindness and save him.,"ושוב מזמור תחינה של מי שנתון במצוקת חיים, ונראה לו שה' מסתיר פניו ממנו.",Psalms 13:1–6,12,9438,9443,NULL
394,22,PSALM 14,אמר נבל בלבו,"A psalm that contemplates the wicked of the world, who, lacking belief in God, are not afraid of Him, but rather go about their evil ways until the world is full of wrongdoing. The psalmist beseeches God for salvation in his time of trouble. The text closely resembles Psalm 53, with minor variations in language.","גם נושאו של המזמור הזה הוא הרשעים שאינם מאמינים בה' וממלאים את העולם רֶשע.<footnote data-lang=""heb"" data-id=""6219"" data-num=""14""/>",Psalms 14:1–7,13,9444,9450,NULL
395,22,PSALM 15,מי יגור באהלֶךָ,"A psalm that summarizes the positive personality traits of an individual. The Talmud<footnote data-lang=""eng"" data-id=""5576"" data-num=""2""/> states that King David condensed all the commandments of the Torah into a mere eleven precepts. This psalm does not deal with observance of commandments but rather with personal virtues; the individual described here is not engaged in prayer or other religious rituals, yet he follows the path of the righteous in both demeanor and action.",תיאור תמציתי של מעלות האדם.,Psalms 15:1–5,14,9451,9455,NULL
396,22,PSALM 16,שמרני אל כי חסיתי בָּךְ,A psalm of thanksgiving to God for having guided the psalmist on a righteous path and for granting him the bliss of being close to Him.,"מזמור תודה לה' לאחר שהדריך את המשורר בדרך טובה, והעניק לו את האושר הנובע מן הקִּרבה אליו.",Psalms 16:1–11,15,9456,9466,NULL
397,22,PSALM 17,שִׁמעה ה' צֶדק,"A prayer to God to guard those who go in His path, saving them from their enemies and granting them joy and the merit of drawing close to Him.","תפילה לה' שישמור את ההולך בדרכיו, יגן עליו מפני אויביו ויזַכה אותו להתקרב אליו.",Psalms 17:1–15,16,9467,9481,NULL
398,22,PSALM 18,ביום הציל ה',"A hymn of thanksgiving by David to God, replete with imagery of God’s might.","המנון תודה של המלך דוד על עזרת ה', גדולתו וגבורתו, שבהן הושיע את דוד מכל צרותיו והביאו לניצחון ולשלטון. יש במזמור תודה זה גם מעין סיכום של פרשת חיים. מזמור זה מופיע בשינויים קלים, לשוניים בעיקר, גם בספר שמואל (ב' כב). הגרסה שבספר תהלים נראית קצת ערוכה ומיושרת, מעין מעבר בין השירה הראשונית, שיש בה צורות לשוניות עתיקות וביטויים בלתי ברורים, לבין נוסח שנמסר לרבים.",Psalms 18:1–51,17,9482,9532,NULL
399,22,PSALM 19,השמים מְספרים,"A psalm about creation, Torah, and man, comprising three seemingly unconnected parts, which are revealed, ultimately, to be interrelated.","המזמור עוסק בכבוד ה' המופיע בבריאה, ובשלמות המשתקפת מתורת ה'. בחלקו האחרון תפילה אישית, שהיא כעין מסקנה פרטית מהדברים הכלליים שנאמרו קודם.",Psalms 19:1–15,18,9533,9547,NULL
400,22,PSALM 20,יענךָ ה' ביום צרה,"A psalm of intermingled prayer, supplication, and praise.","מזמור תפילה, בקשה ושבח הכרוכים זה בזה. תוכן המזמור אינו בקשה פרטית אלא בקשה וברכה למען המלך. על כן מתפרשת כותרתו כמזמור המושר לכבוד דוד.",Psalms 20:1–10,19,9548,9557,NULL
401,22,PSALM 21,בעזךָ יִשמח מלך,A psalm in which the righteous king exalts and gives thanks to God; he trusts in God to overcome his enemies.,"מזמור תהילה ותודה לה', המחזק את המלך לגבור על אויביו.",Psalms 21:1–14,20,9558,9571,NULL
402,22,PSALM 22,אלי למה עזבתני,"A psalm that begins as a psalm of entreaty, a cry for help by someone who is isolated and surrounded by numerous enemies. It ends as a hymn of praise for the psalmist’s salvation, which can be a source of hope for others.","המזמור מתחיל בתחינה לה' שיבוא לעזרת מי שמבודד ומוקף באויבים, והוא מסתיים בשיר הלל על ישועת ה', שהיא דוגמה ומופת לאחרים.",Psalms 22:1–32,21,9572,9603,NULL
403,22,PSALM 23,ה' רֹעי לא אחסר,"A psalm of devotion, in which the psalmist envisions himself as a lamb, wholly reliant on his devoted shepherd. The lamb trusts that the shepherd will lead him on a secure path and provide him with a dwelling in a good and happy place.","שיר של דבקות, שבו מדמה המשורר את עצמו לטלה הסומך ובוטח על הרועה הנאמן שיוליכנו בדרך בטוחה וישכננו במקום מאושר וטוב.",Psalms 23:1–6,22,9604,9609,NULL
404,22,PSALM 24,לה' הארץ ומלואה,A hymn depicting two different modes of entrance to the Holy Temple: That of man versus the majestic arrival of God.,המנון שעניינו הכניסה אל המקדש בשני היבטים שלה: כניסתו של האדם וכניסתו החגיגית של בעל הבית – ה'.,Psalms 24:1–10,23,9610,9619,NULL
405,22,PSALM 25,אליך... נפשי אשא,"A prayer that does not address a specific topic but is rather the expression of one individual’s desire to go in the path of God. Like other psalms offering moral instruction, its verses are arranged, for the most part, in alphabetical order. The final verse begins with the letter peh, which may signify the end of a chapter [perek] or paragraph [piska].","תפילה המבטאת את רצונו של אדם ללכת בדרכי ה'. כדרכם של כמה מזמורים שיש בהם לימוד ומוסר השכל, הוא מסודר בעיקרו בסדר האלפביתי.<footnote data-lang=""heb"" data-id=""6246"" data-num=""41""/>",Psalms 25:1–22,24,9620,9641,NULL
406,22,PSALM 26,שפטֵני,"A psalm in which the psalmist prays for God’s help, basing his request on his continual efforts to be as close to God as possible.","תפילתו של המצפה לעזרה, המשתדל ככל האפשר להיות קרוב אל אלוקיו.",Psalms 26:1–12,25,9642,9653,NULL
407,22,PSALM 27,ה' אורי וישעי,"A psalm that combines gratitude for the past and supplication for the future, essentially a hymn of closeness to God.","שיר דבקות שבו מעורבות תודה ותפילה, כמאמר חז""ל:<footnote data-lang=""heb"" data-id=""6249"" data-num=""44""/> ""נותן הודאה לשעבר וצועק [=מתפלל] לעתיד"".",Psalms 27:1–14,26,9654,9667,NULL
408,22,PSALM 28,אל תֶּחֱרש ממני,A psalm that begins as a prayer for God’s help and concludes with the psalmist’s expression of gratitude for his salvation.,תפילה לעזרת ה' ותודה על ישועתו.,Psalms 28:1–9,27,9668,9676,NULL
409,22,PSALM 29,הבו,"A hymn about God’s greatness and His revelation in the world, in which each different kind of revelation is termed “the voice of the Lord.”",המנון על גדולת ה' המתגלה בעולם,Psalms 29:1–11,28,9677,9687,NULL
410,22,PSALM 30,חנֻכַּת הבית לדוד,"A psalm of thanks by one who, at a calm and peaceful period in his life, has suddenly been beset with great distress, a serious illness that has darkened his life. After turning to God in prayer, he regains his health and expresses his gratitude.","שיר תודה של אדם שצרה גדולה נחתה עליו – מחלה המחשיכה את חייו, והוא מתפלל לישועה ונגאל ממצוקתו.",Psalms 30:1–13,29,9688,9700,NULL
411,22,PSALM 31,בךָ ה' חסיתי,"A psalm of entreaty and gratitude. Apparently written during a period of relative calm, it addresses the psalmist’s past trials and fears alongside his present salvation.",מזמור תחינה ותודה המזכיר את הייסורים והפחדים לצד הישועה.,Psalms 31:1–25,30,9701,9725,NULL
412,22,PSALM 32,אשרי נשוי פשע,A contemplative psalm that requests God’s forgiveness and expresses hope for salvation.,"מזמור הגות ותפילה, ובו בקשת כפרה ותקווה לישועה.",Psalms 32:1–11,31,9726,9736,NULL
413,22,PSALM 33,רננו צדיקים בה',"A psalm in praise of the greatness of God. Although it contains some instructive material, it focuses on God’s beneficence on behalf of the world in general and humanity in particular.","תהילה לה' על גדולתו וחסדיו בעולם בכלל ובמציאות האנושית בפרט. זהו שיר שבח בעיקרו, אך יש בו גם הוראה והדרכה.",Psalms 33:1–22,32,9737,9758,NULL
414,22,PSALM 34,אברכה את ה' בכל עת,A psalm relating to a specific incident in King David’s life. Its verses are arranged alphabetically.,"מזמור השייך לזמן מסוים בחייו של דוד המלך. יש במזמור גם דברי הדרכה, והוא מסודר בסדר האלפביתי.<footnote data-lang=""heb"" data-id=""6258"" data-num=""53""/>",Psalms 34:1–23,33,9759,9781,NULL
415,22,PSALM 35,ריבה... את יריבַי,A psalm of prayer in which the psalmist beseeches God to actively protect and defend him against his many enemies.,תפילה לה' על עזרתו הפעילה במלחמה מול אויבים רבים.,Psalms 35:1–28,34,9782,9809,NULL
416,22,PSALM 36,נאֻם פשע לָרָשע,"A psalm that contrasts the wicked person, who from lack of faith is drawn deeper and deeper into evil, with the righteous person, whose chief happiness is to cleave to God. The psalmist prays for the downfall of the wicked and the salvation of the righteous.","המזמור מנגיד בין הרשע ההולך ומידרדר בלא יראה ונאמנות, לבין ישר הלב שאושרו הגדול הוא הדבקות בה'. בסוף המזמור נאמרת תפילה לקרבת ה'.",Psalms 36:1–13,35,9810,9822,NULL
417,22,PSALM 37,אל תתחר בַּמרֵעים,"An instructive psalm, much of which is organized alphabetically. Its main theme is that the wicked, in all their varieties, are fated for destruction, despite any temporary success they may enjoy. In contrast, those who love and trust in God eventually flourish and endure.","מזמור לימודי בעיקרו המנוסח בלשון נוכח, ובנוי על סדר האלפבית. עיקרו הוא האמירה שסופם של הרשעים להיכרת על אף הצלחתם הזמנית, ואילו הבוטחים בה' ואוהבי שמו הם אשר יתקיימו בסופו של דבר.",Psalms 37:1–40,36,9823,9862,NULL
418,22,PSALM 38,אַל בקֶצפךָ תוכיחני,"A psalm of supplication by one who suffers calamity and is wracked with physical pain and the anguish of being abandoned by formerly close friends. The psalmist acknowledges his transgressions and pleads to God for salvation, for apart from God, he has nothing.","מזמור תחינה של מי שסובל מייסורים קשים, ומגלה שחבריו זנחוהו ושונאיו שמחים לאידו. המשורר מתוודה על עוונותיו ומתחנן לישועת ה', שהוא לבדו נשאר קרוב אליו בעולמו.",Psalms 38:1–23,37,9863,9885,NULL
419,22,PSALM 39,הבל כל אדם,"A psalm of prayer dealing with illness, pain, and the suffering inflicted by enemies. It also ponders the fate of humanity in a more general sense.","מזמור תפילה על ייסורי מחלה, כאבים ומפלות, ובו הרהורים על הגורל האנושי בכלל.",Psalms 39:1–14,38,9886,9899,NULL
420,22,PSALM 40,קוֹה קויתי ה',"A psalm that contains an intermingling of praise and supplication and moves between past, present, and future. The concluding five verses of this psalm appear in almost identical form in Psalm 70.","מזמור שתהילה ותחינה מעורבות בו, והוא נע הלוך ושוב בין העבר, ההווה והעתיד.",Psalms 40:1–18,39,9900,9917,NULL
421,22,PSALM 41,אשרי משכיל אל דל,A psalm about illness and the suffering it causes.,"מזמור המביע את חוליו ומצוקותיו של המשורר, ומסיים – כרגיל בספר תהלים – בדברי תפילה ותקווה.",Psalms 41:1–14,40,9918,9931,NULL
422,22,PSALM 42,צָמאה נפשי,"A psalm of prayer and yearning in which the psalmist describes himself in exile, hunted, despised, and alone. He knows that only God can deliver him from all his troubles.","שיר געגוע ותחינה של אדם גולה ומבודד, רדוף ושנוא, שיודע כי רק ה' לבדו יכול להושיעו מכל הצרות המקיפות אותו.",Psalms 42:1–12,41,9932,9943,NULL
423,22,PSALM 43,,Unquestionably a continuation of the preceding psalm. It is unclear why this psalm was made into a separate chapter.,"זהו המשכו של המזמור הקודם, ולא ברור משום מה נקבע כפרשה לעצמה.<footnote data-lang=""heb"" data-id=""6270"" data-num=""2""/>",Psalms 43:1–5,42,9944,9948,NULL
424,22,PSALM 44,אבותינו סִפרו לנו,"A psalm of prayer, entreaty, and complaint, whose subject is the difficulties faced by Israel as a result of being God’s nation. The psalmist contrasts the glorious days of the nation’s past with the harsh reality of its present situation.","מזמור תפילה ותחינה שבו כרוכים דברי ביטחון עם דברי תלונה על מצבו של עם ישראל הנתון בצרות רבות בשל היותו עם ה'. המשורר מציג את ימי הזוהר של העבר לעומת ההווה הקשה, ואת ההכרה שהכול בא מאת ה'.<footnote data-lang=""heb"" data-id=""6271"" data-num=""3""/>",Psalms 44:1–27,43,9949,9975,NULL
425,22,PSALM 45,מעשַׂי לְמלך,"A psalm in honor of the marriage of a warrior king. With a bit of poetic license the psalm can be applied to all bridegrooms, since a bridegroom on his wedding day is considered like a king.","שיר לחתונתו של מלך גיבור, ובדרך ההפלגה בשבח – לכבודו של כל חתן, שביום חתונתו כמוהו כמלך. היו שפירשו מזמור זה כמתייחס לכבודו של המלך שלמה, ואפילו כשיר לכבוד המלך המשיח.",Psalms 45:1–18,44,9976,9993,NULL
426,22,PSALM 46,אלֹהים לנו מחסה ועֹז,"A song of praise and thanksgiving to God in the wake of a victory. This triumph was preceded by a period of great distress, but following God’s intervention a period of peace and tranquility ensues.",שיר הלל ותודה לה' על ניצחון וישועה ממצב קשה ביותר. אחרי התערבותו של ה' שוררים שקט ושלווה.,Psalms 46:1–12,45,9994,10005,NULL
427,22,PSALM 47,כל העמים תִּקעו כף,"A psalm devoted entirely to praising God’s sovereignty over the universe. For this reason, it is associated with Rosh HaShana, the day of God’s coronation; it is recited before the shofar is blown.","מזמור המוקדש לתהילתו של ה' כמלך העולם. אפשר לראות בו גם מעין שיר הכתרה. משום כך המזמור נקשר לראש השנה, שהוא יום המלכתו של הקב""ה על כל העולם, וקוראים אותו לפני תקיעת השופר.<footnote data-lang=""heb"" data-id=""6276"" data-num=""8""/>",Psalms 47:1–10,46,10006,10015,NULL
428,22,PSALM 48,עיר אלֹהינו,A psalm in praise and honor of Jerusalem in all its glory.,"שיר שבח לכבודה של ירושלים, ובו מתוארת העיר בבניינה ובתפארתה וכמקומו של מקדש ה'.",Psalms 48:1–15,47,10016,10030,NULL
429,22,PSALM 49,אדם בִּיקר בל ילין,"A psalm that focuses on death. It is recited nowadays in a house of mourning, and may have been composed for such a purpose.","מזמור זה הוא האחרון בשבעת מזמורי בני קרח. עיקרו דברי מוסר וחכמה, והוא עוסק במוות. מהכותרת נראה שהמזמור נועד להיות מושר בדרך כלשהי בציבור. ייתכן ששימש במיוחד בבית האבל, באופן דומה לזה שהוא משמש בימינו.",Psalms 49:1–21,48,10031,10051,NULL
430,22,PSALM 50,מציון מכלל יֹפי אלֹהים הופיע,"A psalm providing perspective about the offering of sacrifices in general. According to tradition, it was recited on one of the days of the Sukkot festival during the daily sacrifice.","מזמור זה עוסק בהקרבת קרבנות, מעורר למצווה זו ומלמד על טיבה. לפי המסורת, מזמור זה היה מושר בבית המקדש באחד מימי חג הסוכות.<footnote data-lang=""heb"" data-id=""6282"" data-num=""14""/>",Psalms 50:1–23,49,10052,10074,NULL
431,22,PSALM 51,מְחה פשעָי,"A psalm that is the classic text of confession and contrition, containing a plea for forgiveness and expressing hope for absolution.","מזמור וידוי על חטא, בקשת סליחה ותקווה לכפרה, שאמר דוד בנסיבות מסוימות מתוך מעמקי נפשו, אך הוא יפה לבני כל הדורות.",Psalms 51:1–21,50,10075,10095,NULL
432,22,PSALM 52,בבוא דואג האדֹמי,"A prayer directed against liars and informers. While at times they appear to attain their devious goals, ultimately both the lie and the liar are discredited, while their innocent victim, with God’s help, attains peace and tranquility.","מזמור תפילה נגד השקרן והמלשין. לעתים נראה כאילו אנשים אלה מגשימים את שאיפותיהם; אולם בסופו של דבר השקר ונושאו מתמוטטים, והאדם ההגון זוכה לשלווה וביטחון בחסות ה'.",Psalms 52:1–11,51,10096,10106,NULL
433,22,PSALM 53,אמר נבל בלבו,"A maskil, an introspective psalm about the deeds of the wicked. The psalmist sees the source of their evil in their lack of faith in divine providence and their misguided assumption that the world has been abandoned to those who are strong and lawless. Psalm 14 is a slightly different version of this psalm.","מזמור התבוננות על מעשי הרשעים בעולם. המשורר נועץ את שורש הרשעות בהיעדר אמונה בהשגחת ה' ובגמולו הצודק, ובהנחה שהעולם נעזב בידי החזקים והרעים. הוא רואה בהנחה זו רמייה עצמית. נוסחה אחרת של מזמור זה, בשינויים קלים, מצויה בפרק יד.",Psalms 53:1–7,52,10107,10113,NULL
