Aderet Eliyahu Text,Aderet Eliyah Ref
"<b> ושבה אל בית אביה</b>. פרט לשומרת יבם. כנעוריה. פרט למעוברת. מלחם אביה. ולא כל לחם אביה [יבמות ס""ט ע""א] פרט לחזה ושוק:","Aderet Eliyahu, Leviticus 22:13:3"
"<b> ובת כהן כי תהיה אלמנה וגרושה</b>. מי שיש לו אלמנה וגרושין פרט לנבעלת לעבד ונכרי שנפסלת בתרומה. אין לי אלא כהנת לויה וישראלי' האוכלת בשביל בנה מנין שהיא נפסלת ת""ל ובת כהן (ואינו ממעט אלא החוזרת לבית אביה שנא' אביה ולא [יבמות פ""ז ע""א] בחוזרת בשביל בנה). וכל זר לא יאכל עיין רש""י ז""ל:",
<b> חמשיתו עליו</b>. פרט לבת כהן שנשאת לישראל לנתין ולממזר שאינה משלמת חומש:,"Aderet Eliyahu, Leviticus 22:14:1"
<b> איש</b>. פרט לקטן. כי יאכל. אין אכילה פחות מכזית:,
<b> בשגגה</b>. פרט למזיד:,
"<b> ויסף חמשתו עליו</b>. הוא וחומשו חמשה. עליו. ולא על מעשר [ור""ל מעשר ראשון יבמות פ""ו ע""א] עליו חומשו כמוהו (ב""מ נ""ד ע""א). ונתן לכהן את הקדש. שנתינתו לכהן מקדשו (פסחים ל""ב ע""ב) אבא שאול אומר ונתן. פרט לפחות משוה פרוטה. את הקדש עיין רש""י ז""ל. ולא יחללו לרבות את הסך. את קדשי בני ישראל. קדשי בני ישראל חייבין חומש ואין חייבין חומש משום קדשי נכרים. יכול אף על התרומה שבטבל חייבין חומש תלמוד לומר אשר ירימו לה' על המורם חייבין ואין חייבין על התרומה שבטבל מניין לזר שאכל את התרומה שהוא במיתה תלמוד לומר ולא יחללו ונאמר להלן ומתו בו כי יחללהו מה להלן במיתה אף כו' מניין לטבל שהוא במיתה ת""ל והשיאו אותם עון אשמה אף על הטבל:","Aderet Eliyahu, Leviticus 22:14:2"
"<b> אותם</b>. את עצמם עיין רש""י ז""ל:","Aderet Eliyahu, Leviticus 22:16:1"
<b> באכלם את קדשיהם</b>. פרט למזיק כגון זורע ומטמא:,"Aderet Eliyahu, Leviticus 22:16:2"
<b> כי אני ה' מקדשם</b>. להגיד מה גרם:,
"<b> ישראל</b>. אלו ישראל. גר. אלו גרים. הגר. אלו נשי הגרים. בישראל. לרבות נשים ועבדים א""כ מה ת""ל איש איש לרבות הנכרים שנודרים נדרים ונדבות כישראל:","Aderet Eliyahu, Leviticus 22:18:1"
"<b> אשר יקריבו</b>. לרבות שותפין [אינו בת""כ רק במנחות ק""ד ע""ב] שהן מתנדבין הכל חוץ ממנחה שנא' בה נפש:","Aderet Eliyahu, Leviticus 22:18:2"
"<b> לעלה</b>. אין לי אלא עולה מניין לרבות תודה ושלמים ת""ל נדריהם ונדבותם מניין לרבות עופות ת""ל לכל נדריהם מניין לרבות מנחה עצים ולבונה כו' א""כ מה ת""ל עולה פרט לחירות דר""ע ריה""ג אומר אין כאן אלא עולה בלבד:","Aderet Eliyahu, Leviticus 22:18:3"
<b> לרצנכם</b>. אין כופין ציבור על כרחם:,"Aderet Eliyahu, Leviticus 22:19:1"
"<b> תמים זכר עיין רש""י ז""ל:</b>","Aderet Eliyahu, Leviticus 22:19:2"
"<b> אשר בו מום</b>. אין לי אלא מום קבוע מום עובר מניין ת""ל כל אשר בו מום:","Aderet Eliyahu, Leviticus 22:20:1"
<b> לא תקריבו</b>. לא תקדישו. כי לא לרצון יהיה לכם. שאינו לרצון:,"Aderet Eliyahu, Leviticus 22:20:2"
"<b> זבח שלמים</b>. אין לי אלא זבח שלמים עולה תודה מניין ת""ל נדר או נדבה. חטאת ואשם מניין ת""ל בצאן. בכור ומעשר מניין ת""ל בבקר. ולדות ותמורות מניין ת""ל או בצאו. ולדות נזירות מניין ת""ל לפלא:","Aderet Eliyahu, Leviticus 22:21:1"
"<b> תמים יהיה לרצון עשה</b>. ל""ת מניין ת""ל מום לא יהיה בו. אין לי אלא שלא יעשה שלא יגרום מניין ת""ל כל מום לא יהיה בו [עיין ביצה כ""ז ע""ב]. עורת. בין בשני עיניו בין בעין אחת. או שבור. לפי שר שבר יד א""ל אלא שבר יד ושבר רגל שבר זנב מניין ת""ל או שבר. יכול אפילו שבר צלע ת""ל שבר יד מה שבר יד בגלוי ואינו חוזר אף כו'. יבלת שיש בה עצם ובעין שיש בה שער הוא מום קבוע ובלא שער הוא מום עובר והכל בשחור [הוא ט""ס ועיין בבכורו' מ""ם ע""ב ורמב""ם פ""ב מהל' א""מ הל' ב' דאפי' בלבן אי אית בה שער הוי מום קבו'] שאין מומין בלבן נאמ' כאן חרוץ או יבלת ונאמ' באדם דק או תבלל מניין ליתן האמור של זה בזה ת""ל גרב או ילפת גרב או ילפת לגז""ש:","Aderet Eliyahu, Leviticus 22:21:2"
<b> לא תקריבו</b>. לא תשחטו:,"Aderet Eliyahu, Leviticus 22:22:1"
<b> ואשה לא תתנו</b>. לא תקטירו:,"Aderet Eliyahu, Leviticus 22:22:2"
<b> אלה</b>. אבל אתה מקריב שנעבדה בו עבודה:,
<b> מהם</b>. אפי' מקצתן:,"Aderet Eliyahu, Leviticus 22:22:3"
<b> על המזבח</b>. לרבות זריקת דם:,"Aderet Eliyahu, Leviticus 22:22:4"
"<b> לה'</b>. לרבות שעיר המשתלח מכאן אמרו המקדיש בע""מ עובר בה' לאוין ועשה. משום בל תקדישו ובל תשחטו ובל תקטירו כלו. ובל תקטירו מקצתן ובל תזרקו. [תמורה וי""ו ע""ב] ולדר""י בר""י אף משום קבלה:",
<b> ושור ושה</b>. לרבות כל הפסולין שבשור ושה שהיא בבל ירצה:,"Aderet Eliyahu, Leviticus 22:23:1"
"<b> נדבה תעשה אתו</b>. אין לי אלא נדבה נדר מניין ת""ל ולנדר יכול אף למזבח ת""ל לא ירצה אין לי אלא נדר נדבה מניין ת""ל נדבה ולנדר. ר' אומר ממקומו הוא מוכיח שנאמר לא ירצה. איזה קודש שמרצה זהו קדשי מזבח שנא' ונרצה לו:","Aderet Eliyahu, Leviticus 22:23:2"
"<b> ומעוך וכתות ונתוק וכרות</b>. כולן אף בביצה דברי ר' יהודה וראב""י אומר בגיד ר""י אומר מעוך וכתות אף בבצים [בכורות ל""ט ע""ב] ונתוק וכרות בגיד. נתוק וכרות אם על הכורת חייב על נותק לא כ""ש להביא נותק אחר כורת [תמורה ז' ע""א] ומסרס אחר מסרס שהוא חייב. לא תקריבו. בקבלת הדם דר""י בר""י וחכ""א להביא במת יחיד [שבת קי""א ע""א]. אין לי אלא שלא יקריב מניין שלא יעשה ת""ל לא תעשו אין לי אלא בהמה. חיה ועוף מניין ת""ל בארצכם לא תעשו כל שבארץ. ובארצכם ובכם לא תעשו (לרבות אדם). ומיד בן נכר. עיין רש""י ז""ל:","Aderet Eliyahu, Leviticus 22:24:1"
"<b> לא תקריבו את לחם אלהיכם</b>. שאין מקבלים שקלים מנכרים. אין לי אלא תמידין שקרוין לחם. שאר קרבנות צבור מניין ת""ל מכל אלה. ומניין שנקבות אסורין בסירוס ת""ל כי משחתם בהם מום בם רי""א אין נקיבות בסירוס. מום בם. פרט לשעבר [זבחים ע""ז ע""ב] מום בם. ר' ישמעאל אומר מניין לרובע ונרבע ומוקצה ונעבד שאין אסורין בעופות ת""ל כי משחתם בם כל שמום פוסל בו דבר ערוה וע""ז פוסל בו [חולין כ""ג ע""א אבל למסקנא שם פסולין בעופו' וע""ש] עופות שאין מום פוסל בו אין דבר ערוה כו'. וכן בהמת מעשר (בכורות נ""ז ע""א) ד""א מום בם אף שאיסורן קובע כו' (ר""ל לאסור בקרבן) מ""מ צריכין מום קבוע לפדות עליהן (תמורה כ""ח ע""ב):","Aderet Eliyahu, Leviticus 22:25:1"
<b> שור כי יולד</b>. ולא אדם. שאדם יוצא דופן כשר לעבודה:,"Aderet Eliyahu, Leviticus 22:27:1"
<b> שור או כשב</b>. פרט לכלאים:,
<b> או עז</b>. פרט לנדמה:,
<b> כי יולד</b>. פרט ליוצא דופן:,"Aderet Eliyahu, Leviticus 22:27:2"
"<b> והיה שבעת ימים</b>. פרט למחוסר זמן. תחת אמו. פרט ליתום. נאמר כאן תחת ונאמר במעשר בהמה תחת מה כאן פרט לכל אלו אף להלן פרט לכל אלו. ומה להלן פרט לטריפה אף כאן פרט לטריפה. לפי שנ' עם אמו יכול שיהא כל ז' ימים עם אמו ת""ל כאן תחת אמו. יכול אפי' יצא ממנה כשהיא מתה ת""ל עם אמו:","Aderet Eliyahu, Leviticus 22:27:3"
"<b> ומיום השמיני</b>. יכל ביום השמיני עצמו אסור ת""ל בבכור ביום השמיני תתנו לי. ומניין ליתן של זה בזה ת""ל אמו אמו לגז""ש:","Aderet Eliyahu, Leviticus 22:27:4"
"<b> ירצה אשה</b>. לאישים. ומניין אף להקדש ת""ל לקרבן. כתוב א' אומר שבעת ימים זבחים י""ב ע""א חולין פ""א ע""א) והלילה מותר וכתוב א' אומר ומיום השמיני הא כיצד כאן להקדש כאן לאישים:",
"<b> לה'</b>. לרבות שעיר המשתלח. מניין לשוחט אותו ואת בנו במוקדשים שהוא בלא ירצה ת""ל ירצה לקרבן אשה לה':",
"<b> ושור או שה אותו ואת בנו לא תשחטו ביום אחד</b>. מלמד שהשוחט אותו ואת בנו במוקדשים הרי זה בלא ירצה. ושור. ולא חיה. שה. ולא עופות. או שה. לחלק. יכול אותו ואת בנו נוהג בזכרים כנקבות ת""ל אותו אחד ולא שנים. וחייב כאן וחייב באם על הבנים מה להלן בנקבה אף כאן בנקבה ואם נפשך לומר ת""ל בנו את שבנו כרוך אחריו. אין לי אלא אותו ובנו. בנו ואותו מניין ת""ל תשחטו הרי כאן שנים כיצד א' שוחט את הפרה וא' שוחט את בנה ואח' שוחט את אמה שנים האחרוני' חייבין. אותו ואת בנו. ולא אותו ואת האחים. כיצד שחט חמשה אחים ואח""כ את האם אינו חייב אלא א' אבל שחט את האם ואח""כ האחים חייב על כל א' וא'. אותו ואת בנו. ולא אותה ואת אם אמה כיצד שחטה ואת אם אמה שכן הוא רשאי ואח""כ את האמצעי סופג את הארבעים. אותו ואת בנו. ולא את בת בתה:","Aderet Eliyahu, Leviticus 22:28:1"
"<b> לא תשחטו</b>. פרט לשוחט ונתנבלה בידו (פי' מחמת שחיטה דלא הוי שחיטה כלל) ביום א'. יום מיוחד טעון הכרזה. ד""א יום א' לפי שמדבר בקודש ומוקדשין הלילה הולך אחר היום יכול אף כאן כן ת""ל יום א' ונא' במעשה בראשית יום א' מה להלן היום הולך אחר הלילה אף כאן כו':","Aderet Eliyahu, Leviticus 22:28:2"
"<b> וכי תזבחו וכו' ביום ההוא יאכל</b>. עיין רש""י ז""ל אין לי אלא תודה מניין לרבות כל הנאכלין ליום א' ת""ל וכי תזבחו זבח:",
<b> ושמרתם</b>. זו משנה:,"Aderet Eliyahu, Leviticus 22:31:1"
<b> ועשיתם</b>. זו מעשה. כל שאינו במשנה אינו במעשה:,"Aderet Eliyahu, Leviticus 22:31:2"
"<b> אני ה'</b>. נאמן לשלם שכר. ד""א ושמרתם כו' ליתן שמירה ועשיה למצות:",
"<b> ולא תחללו</b>. עיין רש""י ז""ל:","Aderet Eliyahu, Leviticus 22:32:1"
"<b> ונקדשתי</b>. כל דבר שבקדושה לא יהא פחות מעשרה (מגילה כ""ג ע""ב):","Aderet Eliyahu, Leviticus 22:32:2"
"<b>ענין </b>ג' רגלים שם הוי""ה ז' ימי הפסח וז' ימי חג ב' ההין פסח לתתא וסוכו' לעילא כמ""ש ח""ג דצ""ב ולכן בו הלל גמור דלא מתפחד מיו""ד אבל בפסח לא נכנסו בוא""ו עד שאכלו לחם מן השמים וקבלו התורה אז שתי לחם מחיטין ה' א' אבל שעורים ה' ב' ושבועות וא""ו ולכן יום א' כמ""ש שם דצ""ו ע""א וש""ע הוא יו""ד של השם לכן ג""כ יום א' שכל הזכרים א' ונוקבין ז' בסוד והיה שבעת ימים תחת אמו ומיום השמיני והלאה סליק לדכורא אז ירצה לקרבן כו' וכן מילה בשמיני בשביל זה ובגין דאו""א לא מתפרשין לכן ש""ע תיכף אחר סוכות משא""כ בשבועות שצריכה נוק' ז' נקיים ז' שבועות ולכן זיווגא בש""ע דזיווגא מבי אבא כמ""ש שם דף ז' ע""ב ר' אבא שלח כו' והן השם כסדר ממטה למעלה ואע""ג דההין הן ז' עם הזכרים כמ""ש שם דצ""ב ע""א מ""מ כתיב תחת אמו ולא תחת אביו והוא קבלת אמא מאביו בחינתו ג""כ כי בה' אחרונ' צריך לכתוב ו' של ז""א ברגל ימיני קודם וכן ביו""ד. העוקץ של ה' הראשונה ג' קוצין בה וכן בה' קוץ העליון אינו נגלה רק קוץ היו""ד וקוץ התחתון שהן חו""ב כמ""ש שם ד' י' ע""ב בענין היו""ד וקוץ העליון שהוא כתר הוא קוץ תחתון של יו""ד שבשם שהוא כתר דבינה הנק' אמא כי כל בחי' תחתונה שבעליון הוא עליונה של פרצוף שלאחריו מהקוץ הזה הוא מקור דמבועא כידוע והיא כתר של אמא שכתר הוא לעולם מקור כמ""ש בתז""ח דפ""ו ע""ג ומקור דההוא נהר וכן עטרת היסוד הוא כתר של מלכות ומקור דילה כמ""ש שם וגג הה""א הוא נהר ויו""ד הה""א הוא מבועא דנחלא כמ""ש בח""ג דף יו""ד ודף ס""ה וז""ס הבן בחכמה יו""ד וקוץ התחתון שהוא גזעא ושבולא שלכן ל""ב נתיבות הם אלהים שהוא בינה שבחכמה וחכמה בבינה הוא יו""ד וגג שבה""א וז""ס נחל נובע מקור חכמה ממטה למעלה ד' בחינות אלו כסדר. חכמה הוא גוף היו""ד עצמה וקוץ העליון של יו""ד שבשם רומז לכתר כידוע והוא ג""כ בחינה התחתונה שבא""א מ""ם שנק' א""ס ושם תשעה היכלין דלאו אינון נהורין כו' והן תמניא סמכין שבגוף היו""ד עם נקודה עלאה שהן תשע וז""ש בח""א דף ס""ה וח""ב רס""ט רעותא דכל ט' נהורין דקיימי כולהו במחשבה דאיהו חד מינייהו בחושבנא והן תמניא סמכין דאמר בס""א ה' וכדין נהרין מגווייהו תמניא עם נקודה עלאה והן שנקר' א""ס כמ""ש שם ותחתם ט' נקודין אחרנין והן דנפקין מקוץ תתאה מנה יחוד בוצינא ס""ג ניצוצין דבוצינא והן נקודין דאורייתא ול""ב שבילין והיו""ד סלקא ברעו דמחשבה הוא מ""ם והו' קוצו של יו""ד וא""ו של יו""ד הוא שית סמכין דאגוזא ואגוזא עצמה הוא קוץ התחתון דיו""ד והוא בינה שלו ונק' תהום כידוע וכמ""ש בדעתו תהומות נבקעו שהוא פטר רחם ברא בוכרא ותהום הוא חללא דאגוזא כמ""ש בתיקוני' והוא""ו הוא וי""ו קצוות ו' נקודות והוא וא""ו של חול וד' שלו היא רתיכא דנפקא מסתרא דאת דא כמ""ש שם בס""א ה' והוא למ""ד של חול מגדל הפורח באויר והוא גנתא דצרורא דחיי כמ""ש ח""ג צ""ב וזהו אל גנת אגוז ירדתי לראות באבי הנחל כו' ששם צרור החיים שהנשמות צרורות שהמה אבי הנחל וכמ""ש בגמ' עירובין לראות הפרחה הגפן אלו בעלי מקרא כו' וז""ש ח""י עולמות ח' נקודין עם נקודה עלאה וט' דלתתא מינייהו וסוד הח' נקודין הן ח' דחו""ל וסוד החו""ל הן נגד חב""ד שהן ג' קוצין דיו""ד ועשר נקודין הן ע""ס ולמ""ד הוא בינה ונשארין בה ח' נקודין מבינה ולמטה ועם כ""ב אתוון שהן במגדלא הן למ""ד ועם ב' נקודו' שהן ח""ו הוא ל""ב דנפקין מגו בינה ל""ב אלהים וה""א דשמא היא היכלא כמ""ש בס""א ושם יש לה שית יריען שהן חמש ולפנים חד יריעה מרוקמת כמ""ש בח""ב ס""ח ואמר שם האי היכלא איהו פקיחא דעיינין כו' שהן ל""ב ארחין שבאבא הן שבילין ושם סתימין כמ""ש בכמה מקומו' סתים שבילין ולא ארחין ובתז""ח פ""ט ע""ד ביה סתימין תלתין ותרין עיינין אינון עיינין לא פתיחין כו' אבל בהיכל אמא העיינין אלו פתיחין וז""ש לאנהרא לתתא מגו נהירו דההוא רשימא ור""ל היו""ד שנתלבש בה והן ל""ב נתיבות שבו וענין הה' יריעות הן הנאמר עוטה אור כשלמה נוטה שמים כיריעה ואמרז""ל שקב""ה הוא בינה נתעטף באור וברא שמים ואותו האור נהיר מסייפי עלמא ועד סייפי עלמא והוא מ""ש שם אוקיר ליה בלבושי יקר והן מ""ש בס""ד פ""א לבושין דיקר אתקין ואחסין כו' והוא הדעת מזלא קדישא והן ה' יריעות ה""ג דבינה שהוא הדעת בוצינא דקרדוניתא והתפשטו' הדעת בה""ס ונכללין ביסוד והן ה' שמים שנבראים ביום ראשון והרקיע יסוד ביום שני וז""ש שית דאינון חמש וכלהו הן יריעות שכל שמים הוא יריעה כמ""ש נוטה שמים כיריעה וכמ""ש בפ' ויקהל ע""ש והן חמש יריען דדכורא ועוד הן ה""ג דנוק' בה""ס דילה ונכללין ג""כ ביסוד וידוע בסוד יחוד שמע ישראל ובשכמל""ו שמקודם צריך לחבר שית דידיה ביחד וכן דידה בסוד ה' אחד ושמו אחד ואח""כ לחברם יחד וז""ס חמש יריעות חוברות כו' וחמש יריעות חוברות ואמר אשה אל אחותה שהן גבורו' כנ""ל והן ה' שמים שעובדא דמשכנא כעובדא דשמים וארץ וכמ""ש בפ' ויקהל וה' שמים כלולין בוילון ששם הן ז' היכלין כמ""ש הגאונים והן ז' רקיעין כידוע וכמ""ש בפ' בראשית בתחלת היכלין והן ה' ו' ה' כו' וברקיע דידיה שהוא יסוד דידיה וערבות דידיה שהוא היכל ק""ק ששם חיבורא דצדיק בארון שם חמשים לולאות וחמשים לולאות שהן נ' ש""ב שהן ביסוד הנק' כ""ל וכן ביסוד דידיה כל""ה וי""ס כידוע והככבים שברקיע שקשורין בתלי שהוא המחבר הכל הן החמשים קרסים שמחברן וז""ש שהקרסים בלולאות כמו כוכבים ברקיע וכ""ז הן ה""ג שהן מה' עילאה נ' תרעין וידוע שטבע הגבורות להתפרד שלכן הן ה' אבל ה""ח כלולין באחד והן יו""ד טפת החסדים מחכמה יו""ד שבשם נ' טפת הגבורות מ""ה שבשם בינה וז""ס ס' שהוא י""נ שבינה כוללת חו""ג וז""ס סו""ד ס' הן באין מו""ד של יו""ד כמ""ש בח""ג צ""א וזהו יריעה חדא שבג""ו ה' יריעות שחכמה בתוך הבינה וכן חסדים בתוך הגבורות בסוד נקבה תסובב גבר וז""ס שם אהי""ה וסוד שם הוי""ה כמ""ש כי שם אהי""ה בבינה שכוללת בה חו""ב ודעת חו""ג שהן עטרין דזו""נ בסוד צורת ה""א כידוע חכמה בבינה י""ה הם חו""ב שבה א""ה הם חו""ג יריעה חד וב' יריעות כנ""ל וזה סוד שם הויה שברא נוטל ב' חולקין ב' עטרין שהן א""ה שהן ו' ונוק' אינה נוטלת רק עטרא דה""ג לבד שלכן היא ה""א ולית לה מגרמא כלום רק מה שנוטלת ממנו שלכן עיקר השם בז""א יה""ו שהן מוחין דחו""ב י""ה ותרין ו' והן מנין אהי""ה:",
"<b>אשר תקראו. </b>שמעברין את השנה לצורך מפני התקופה ומפני האביב ומפני גליות בני ישראל עיין רש""י ז""ל שנ' בני ישראל:","Aderet Eliyahu, Leviticus 23:2:1"
"<b> מועדי ה'</b>. עשה מועדות שיעשו אותם כל ישראל. ומניין שאם היתה השנה צריכה להתעבר ולא הספיקו לעבר עד שאירע ניסן שאינה מעוברת ת""ל אשר תקראו אותם אם קראתם אתם הם מועדי ואם לאו אינם מועדי. עברוה שלא כדין כגון בלילה או משנה לחברתה או יתר חודש או פחות חודש מניין שאינה מעוברת ת""ל אלה הם מועדי:",
"<b> אשר תקראו אתם</b>. אפי' לא היתה השנה צריכה להתעבר ועברוה שוגגי' או אנוסים או מוטעי' מניין שהיא מעוברת ת""ל אתם אתם אתם ג' פעמים כאן מדבר בעיבור שנה ולמטה מדבר בעיבור חדש שנא' אלה מועדי ה' כו' אשר תקראו אתם כו' ג""כ הכל כנ""ל. שאם קדשו שוגגין או אנוסין או שלא כדין או שלא הספיק לקדשו עד שחשכה שמעברין את החודש יכול כשם שמעברין השנה לצורך כן מקדשין החדש לצורך ת""ל החדש הזה לכם [ר""ה כ' ע""א] כזה ראה וקדש. ומניין שמחללין שבת על קריאתן ת""ל במועדם יכול כשם שמחללין על קריאתן כך מחללין על קיומן ת""ל אשר תקראו על קריאתן אתה מחלל ואין אתה מחלל על קיומן:","Aderet Eliyahu, Leviticus 23:2:2"
"<b> ומניין שראש ב""ד (ר""ה כ""ד ע""א) אומר מקודש ת""ל וידבר משה את מועדי ה'</b> ומניין שכל ישראל עונין מקודש מקודש ת""ל בני ישראל אשר תקראו [וזה סדרן אשר תקראו נדרש על כל הפסוק מועדי ה' אשר תקראו שמעברין לצורך. מקראי קודש אשר תקראו שצריך לומר מקודש. אשר תקראו אתם אם קראו מקודש ואם לאו אינו מקודש. אשר תקראו במועדם. על קריאתן אתה מחלל שבת] ומניין שצריכין ב' פעמים מקודש (ר""ה כ""ד ע""א) ת""ל מקראי קודש. ומניין שמעברין חדש לשנה ת""ל חדש האביב. (כן מוכח מגמר' מגילה ה' ע""א) ומניין שמעברין יום לחודש ת""ל כאן יום לחודש:",
"<b> ששת ימים עיין רש""י ז""ל:</b>","Aderet Eliyahu, Leviticus 23:3:1"
"<b> וביום השביעי כו' כל מלאכה</b>. אין לי אלא ביום שמוזהר. בלילה מניין ת""ל שבת. עונש מניין ת""ל כי כל העושה כו' בלילה מניין ת""ל מחלליה כו'. שבתון. שבות שלא יעלה באילן ואף שבות מצוה כנ""ל באחרי מות:","Aderet Eliyahu, Leviticus 23:3:2"
"<b> כל מלאכה</b>. אפי' מקצת כגון ב' אותיות כו'. מלאכה למד גז""ש ממשכן מלאכה שהיתה שם. מקרא קדש. קדשהו באכילה ושתיה וכסות נקיה:","Aderet Eliyahu, Leviticus 23:3:3"
"<b> בכל מושבתיכם</b>. שיכול הואיל ושבת כתיב בעניני מועדות [קידושין נ""ז ע""ב] שיהא צריך קידוש ב""ד כמועדות ת""ל בכל מושבתיכם ולהלן נאמר לא תבערו אש בכל משבתיכם (סנהדרין ל""ה ע""ב) שאין מיתת ב""ד דוחה שבת נאמר שם מושבות ונא' והיו אלה לכם וגו' בכל משבתיכם בפ' מסעי מה להלן בב""ד. במושבתיכם אי אתה מבעיר אבל אתה מבעיר אברים ופדרים שניתותרו ומשלה בהם האור מבעוד יום (שבת כ' ע""א):","Aderet Eliyahu, Leviticus 23:3:4"
"<b> בין הערבים</b>. מכי ינטו צללו ערב. לחדש הזה חג המצו'. חודש הזה חג המצות ואין חג הסוכות טעון מצות שיכול והלא דין הוא כו' ת""ל זה חג המצות ולא סוכה טעון מצה:","Aderet Eliyahu, Leviticus 23:5:1"
<b> שבעת ימים מצות תאכלו</b>. מצה הנאכל' לשבעה פרט לחלת תודה ורקיקי נזיר:,"Aderet Eliyahu, Leviticus 23:6:1"
<b> מקרא קודש</b>. קדשהו באכילה ושתיה וכסות נקיה:,"Aderet Eliyahu, Leviticus 23:7:1"
"<b> כל מלאכ' עבודה</b>. (ר""ה כ""ט ע""ב) פרט לתקיע' שופר ורדיית הפת שהיא חכמ' ואינה מלאכה:","Aderet Eliyahu, Leviticus 23:7:2"
"<b> והקרבתם כו' אם אין פרים כו' עיין רש""י ז""ל ואם אין לך בטהרה הבא</b> בטומאה מניין ת""ל והקרבתם אשה לה' מכל מקום:",
"<b> כי תבאו</b>. יכול משבאו לעבר הירדן ת""ל אל הארץ ארץ כנען יכול ארץ סיחון ועוג ת""ל אשר אני נותן לכם (פי' ולא עמון ומואב כי לא נתתי להם אלא הם בקשו שיתנו להם). וקצרת' את קצירה כו' ראשית קצירכם. שיהא ראשית לכל הנקצרים שלא יקצרו קודם העומר. יכול אפי' קטנית ושארי מיני' ת""ל ראשי' ונא' בחלה ראשי' מה להלן ה' מינים. א""כ ה' מיני' וחלה עצמה מניין נחמר בחלה לחם (מנחות ע' ע""ב) ונאמר במצה לחם מה להלן ה' מינים אף כו' ובמצה עצמה מניין ת""ל לא תאכל עליו חמץ שבעת ימים תאכל עליו מצות דברים הבאים לידי חימוץ יוצא י""ח מצה:","Aderet Eliyahu, Leviticus 23:10:1"
"<b> את קצירה</b>. כתיב וקצרתם את קצירה וכתיב והבאתם את עמר ראשית ממקום שאתה מביא אי אתה קוצר (שם ע""א ע""א) וממקום שאי אתה מביא אתה קוצר וזהו שבשלחין ושבעמקים:","Aderet Eliyahu, Leviticus 23:10:2"
<b> קציר</b>. ולא שחת. קצירכם. ולא קציר של מצוה מכאן אמרו קוצרים מפני הנטיעות (שם) ומפני האבל ומפני התלמידים:,"Aderet Eliyahu, Leviticus 23:22:1"
<b> אל הכהן והניף</b>. תנופה בכהן ואין קצירה בכהן:,
"<b> והניף כו' לפניה' במזרח (מנחות ס""א ע""א)</b>. והניף עיין רש""י ז""ל:",
<b> לרצנכם</b>. אין כופין ציבור על כרחם:,
"<b> ממחרת השבת</b>. ממחרת יו""ט עיין רש""י ז""ל:",
<b> יניפנו הכהן</b>. הוא בנין אב לכל התנופות שהן בכהן:,
<b> ביום הניפכם</b>. בנין אב לכל התנופות שהן ביום:,
"<b> את העמר כבש</b>. כבש אעפ""י שאין עומר עומר אעפ""י שאין כבש. תמים. ולא בעל מום. בן שנתו. ולא שנתו של עולם:",
"<b> ומנחתו שני עשרני'</b>. יכול כשם שמנחתו כפולה כך נסכיו כפולים ת""ל ונסכה יין רביעית ההין. יכול אין יינו כפולה שאין בא עמו אבל שמנו הבא עמו יהא כפולה ת""ל ונסכה כל נסכיו יהיו רביעית:",
"<b> ולחם וקלי וכרמל</b>. נאמר כאן לחם (מנחות ע' ע""ב) ונאמר במצה לחם מה להלן מה' מינים אף כאן:",
"<b> לחם קלי וכרמל</b>. לחייב על כל ח' וא' (כריתות ה' ע""א). עד עצם וכתיב עד יום הביאכם. כאן בזמן שבהמ""ק קיים כאן בזמן שאין בהמ""ק קיים (שם ס' ע""א):",
<b> חקת עולם</b>. בית עולמים. לדרתיכם. לדורי דורות:,
<b> בכל משבתיכם</b>. בין בארץ בין בחוץ לארץ מכאן אמרו החדש אסור מן התורה בכל מקום. ערלה הלכה. כלאים מדברי סופרים:,
<b> וספרתם לכם</b>. כל א' ואחד:,
"<b> ממחרת השבת</b>. ממחרת יו""ט:",
"<b> מיום הביאכ' את עמר תספרו</b>. יכול יביא ויספו' ממחר' השבת (מנחות ס""ו ע""א) אבל יקצור אימתי שירצה ת""ל מהחל חרמש בקמה תחל לספור. אי מהחל חרמש יכול יביא ממחר' השבת יקצור ויספור אימתי שירצה ת""ל מיום הביאכם תספרו אי מיום הביאכם יכול יספור ויקצור ויביא ביום ת""ל שבע שבתות תמימות אימתי הן תמימו' בזמן שמתחיל מבערב יכול יקצור ביו' ת""ל מהחל חרמש בקמה תחל לספור יכול הכל בלילה ת""ל מיום הביאכ' הא כיצד קצירה וספיר' בלילה והבאה ביום:",
<b> תספרו נ' יום</b>. וכתיב שבע שבתות. מכאן אמרו (שם) שמצוה למימני יומי ומצוה למימני שבועי:,
"<b> חמשים יום</b>. וכתיב שבע שבתות. הא כיצד מנה מ""ט וקדש יום חמשים:",
"<b> והקרבתם מנחה חדשה</b>. שיהא חדשה לכל המנחות אין לי אלא מנחת חטים מנחת שעורין מניין כשה""א וביום הבכורים בהקריבכם מנחה חדשה אם אינו ענין למנחת חטים ת""ע למנחת שעורים:",
