Source Text,Found Text,URL,Wrong segment (seg) / Wrong link (link)
" בקרבנות278)שהריהו חלק מהציבור של כלל ישראל, בין אם נתן את המחצית השקל ובין אם לא נתנו.. וזהו מה שכתב רש""י (בכתובות דף קח. ד""ה ועל העתיד לגבות) וז""ל ואפילו לא נגבה לאחר מכאן יש לו חלק בתרומה ובקרבנות אלא שחיסר מצוה עכ""ל. מ",בשלמא שוקל לו את שקלו מצוה קעביד דתנן תורמין על האבוד ועל הגבוי ועל העתיד לגבות,https://sefaria.org/Reshimot_Shiurim_on_Bava_Metzia.58a.3?p2=Ketubot.108a.2,
" וזורעקמזכמבואר בתפארת יוסף חג הסוכות ד""ה ויזרע [ב]: כי זה הוא ענין זריעה, שמבטל עצמו להשי""ת וכדאיתא בש""ס (שבת לא.) אמונת זה סדר זרעים והובא בתוספות שם בשם הירושלמי שמאמין בחי עולם וזורע, ומזאת האמונה בא לו כל כח ה","אמר ריש לקיש: מאי דכתיב ״והיה אמונת עתיך חוסן ישועות חכמת ודעת וגו׳״. ״אמונת״ — זה סדר זרעים. ״עתיך״ — זה סדר מועד. ״חוסן״ — זה סדר נשים. ״ישועות״ — זה סדר נזיקין. ״חכמת״ — זה סדר קדשים. ״ודעת״ — זה סדר טהרות. ואפילו הכי, ״יראת ה׳ היא אוצרו״.","https://sefaria.org/Beit_Yaakov_on_Torah,_Noach.37.2?p2=Shabbat.31a.10",
" ביניהם, כי מחולקים הם בעצמם. ולכך אין לו עיקר עולם הזה. ועוד, כי עצם עולם הבא שיהיו נהנין מזיו השכינה (ברכות יז.), וזה מדת הנהנה מיגיע כפו, שהוא שמח ונהנה. ולכך אין לירא שמים עצם עולם הבא. ולפיכך נכללו עולם הזה ו","מרגלא בפומיה דרב: לא כעולם הזה העולם הבא. העולם הבא אין בו לא אכילה ולא שתיה ולא פריה ורביה ולא משא ומתן ולא קנאה ולא שנאה ולא תחרות, אלא צדיקים יושבין ועטרותיהם בראשיהם ונהנים מזיו השכינה, שנאמר: ״ויחזו את האלהים ויאכלו וישתו״.",https://sefaria.org/Derech_Chaim.1.10.5?p2=Berakhot.17a.12,
" לגלות, ויהודה הי' בחינת מל' קדישא (זח""א רו:), ולזה אמר שלחה הנער אתי, הנער רומז למט""ט כדאיתא בגמרא (יבמות טז:) נער הייתי גם זקנתי (תהלים לז, כה) שר העולם אמרו, כי על ידו יושפע שפע לישראל. וזה שאמר יהודה לאביו ","אמר רבי שמואל בר נחמני אמר רבי יונתן פסוק זה שר העולם אמרו (תהלים לז, כה) נער הייתי גם זקנתי מאן אמריה אילימא קודשא בריך הוא מי איכא זקנה קמיה ואלא דוד אמריה מי קשיש כולי האי אלא ש""מ שר העולם אמרו","https://sefaria.org/Ohr_LaShamayim,_Vayigash.2?p2=Yevamot.16b.6",
" נדרו). וגם יש להתבונן אומרו אם יתקיימו לי התנאים וכו', ולא אמר אם יקיים וכו'. ויראה לי על דרך אומרם (סנהדרין ק""ז ע""א) בפסוק (שמואל ב' טו לב) ויהי דוד בא עד ראש וכו', שביקש דוד לעבוד עבודה זרה, פגע בו חושי הארכי וא""ל ","אמר רב יהודה אמר רב אפילו בשעת חליו של דוד קיים שמנה עשרה עונות שנאמר (תהלים ו, ז) יגעתי באנחתי אשחה בכל לילה מטתי בדמעתי ערשי אמסה ואמר רב יהודה אמר רב בקש דוד לעבוד ע""ז שנאמר (שמואל ב טו, לב) ויהי דוד בא עד הראש אשר ישתחוה שם לאלהים ואין ראש אלא ע""ז שנאמר (דניאל ב, לב) והוא צלמא רישיה די דהב טב","https://sefaria.org/Agra_DeKala,_Vayetzei.11?p2=Sanhedrin.107a.12",
" עמד בצדקו והתגבר על יצרו אף בההסתר, כי אין הקב""ה מנסה את האדם בשעה שיש בו בהירות הדעת, וכדאיתא בש""ס (עירובין סה:) בשלשה דברים אדם ניכר בכוסו בכיסו בכעסו, ולא נתנו סימן באדם להכיר אותו בשעה שטליתו על כתפו ומעוטר ב","אמר רבי אילעאי, בשלשה דברים אדם ניכר: בכוסו, ובכיסו ובכעסו. ואמרי ליה אף בשחקו.","https://sefaria.org/Beit_Yaakov_on_Torah,_Vayeshev.40.3?p2=Eruvin.65b.2",
" זכרונם לברכה, שאיסור לשון הרע שקול כנגד שלוש העברות החמורות ביותר: עבודה זרה, גילוי עריות ושפיכות דמים (ערכין טו, ב). ויתר על כן, בית ראשון נחרב בעוון עבודה זרה, גילוי עריות ושפיכות דמים, ואילו בית שני, שעד היום עומ","תנא דבי רבי ישמעאל כל המספר לשון הרע מגדיל עונות כנגד שלש עבירות עבודת כוכבים וגילוי עריות ושפיכות דמים כתיב הכא לשון מדברת גדולות וכתיב בעבודת כוכבים (שמות לב, לא) אנא חטא העם הזה חטאה גדולה","https://sefaria.org/Peninei_Halakhah,_Likkutim_II.1.11.2?p2=Arakhin.15b.18",
" נראה דהאי דרשה לא תיכון לסברת רבן גמליאל דסבירא ליה כל תלמיד חכם שאין תוכו כברו אל יכנס לבית המדרש (ברכות כח.), דלית ליה הא דאמרינן מתוך שלא לשמה בא לשמה (נזיר כג:).מיהו נראה לי דאתיא גם לרבן גמליאל והכי קאמר ","תנא אותו היום, סלקוהו לשומר הפתח ונתנה להם רשות לתלמידים ליכנס. שהיה רבן גמליאל מכריז ואומר: כל תלמיד שאין תוכו כברו, לא יכנס לבית המדרש.",https://sefaria.org/Ben_Yehoyada_on_Taanit.7a.9?p2=Berakhot.28a.2,
" ממדריגה למדריגה, רק כמו שהיה בנערותו כך בזקנותו, וכמ""ש בעללות אפרים (מאמר יד) מי איכא דניים ע' שנין וכו' (תענית כג.).",אמר רבי יוחנן כל ימיו של אותו צדיק היה מצטער על מקרא זה שיר המעלות בשוב ה׳ את שיבת ציון היינו כחלמים אמר מי איכא דניים שבעין שנין בחלמא,"https://sefaria.org/Toldot_Yaakov_Yosef,_Shemot.48?p2=Taanit.23a.14",
" אינם נולד כי כבר עומדין לכך וגבי יונק בשבת לא ידעתי מה צריך כלאחר יד והלא חולב אדם עז לתוך הקדרה ביו""ט (שבת קמ""ד ב') מיהו רבינו אבא מארי זצוק""ל כתב שרבינו חננאל פסק הלכה כר' יוחנן דפרק חבית דאסר או שמא יניקה חשיב כל","אמר רב יהודה אמר שמואל: סוחט אדם אשכול של ענבים לתוך הקדרה, אבל לא לתוך הקערה. אמר רב חסדא: מדברי רבינו נלמד: חולב אדם עז לתוך הקדרה, אבל לא לתוך הקערה. אלמא קסבר משקה הבא לאוכל — אוכל הוא.",https://sefaria.org/Maharach_Or_Zarua_Responsa.199.1?p2=Shabbat.144b.12,
" עליו אלא שאין דורו ראוי לכך (סוטה מח:), ר""ל מחמת שאחזו בו שיתערב עמהם, וק""ל. והוא על דרך הש""ס דסוכה (סנהדרין יז.) אדוני משה כלאם (במדבר יא, כח), הטל עליהם צרכי צבור והם כלים מאליהן וכו', יעו""ש.","מאי כלאם א""ל הטל עליהן צרכי ציבור והן כלין מאיליהן:","https://sefaria.org/Toldot_Yaakov_Yosef,_Vayeshev.60?p2=Sanhedrin.17a.16",
" הכהן הגדול, וסגן הכהן הגדול היה נותנו לכהן הגדול, והכהן הגדול נותנו למלך, והמלך היה מקבלו כשהוא עומד (סוטה מא, א; רמב""ם חגיגה ג, ד).","חזן הכנסת נוטל ס""ת ונותנה לראש הכנסת וראש הכנסת נותנה לסגן והסגן נותנה לכהן גדול וכ""ג נותנה למלך  והמלך עומד ומקבל וקורא יושב ","https://sefaria.org/Peninei_Halakhah,_Sukkot.8.4.3?p2=Sotah.41a.16",
" שיביא עדים שלא דיבר עמו ג' ימים. ובאלו אין דיניהם דין. ואם אינו שונאו כל כך, אין לדונו לכתחלה, דאמר רבא (כתובות קה:) לא לידון אינש לא למאן דסני לי' וכו', ואם דנו דיניהם דין. לשון הרמב""ם (הל' סנהדרין פכ""ג ה""ו) אסור ל","אמר רבא מאי טעמא דשוחדא כיון דקביל ליה שוחדא מיניה איקרבא ליה דעתיה לגביה והוי כגופיה ואין אדם רואה חובה לעצמו מאי שוחד שהוא חד א""ר פפא לא לידון איניש דינא למאן דרחים ליה ולא למאן דסני ליה דרחים ליה לא חזי ליה חובה דסני ליה לא חזי ליה זכותא","https://sefaria.org/Tzofnat_Paneach,_Yitro.8.22?p2=Ketubot.105b.5",
" מאוד לפני הקב""ה כמו שאמר לו הקב""ה חביב עלי יום אחד שאתה עוסק בתורה מאלף עולות שעתיד להקריב שלמה בנך (שבת דף ל' ע""א) והיו מתגרים בו המשטינים למנעו מלילך לבהמ""ד לכן התחכם בתחבולה והי' חושב ואומר בכל יום פעם למקום פלו","ודקאמר שלמה: ״כי לכלב חי הוא טוב מן האריה המת״, כדרב יהודה אמר רב. דאמר רב יהודה אמר רב, מאי דכתיב: ״הודיעני ה׳ קצי ומדת ימי מה היא אדעה מה חדל אני״ — אמר דוד לפני הקדוש ברוך הוא: רבונו של עולם, הודיעני ה׳ קצי. אמר לו: גזרה היא מלפני שאין מודיעין קצו של בשר ודם. ״ומדת ימי מה היא״ — גזרה היא מלפני שאין מודיעין מדת ימיו של אדם. ״ואדעה מה חדל אני״ — אמר לו: בשבת תמות. אמות באחד בשבת? אמר לו: כבר הגיעה מלכות שלמה בנך, ואין מלכות נוגעת בחברתה אפילו כמלא נימא. אמות בערב שבת? אמר לו: ״כי טוב יום בחצריך מאלף״ — טוב לי יום אחד שאתה יושב ועוסק בתורה מאלף עולות שעתיד שלמה בנך להקריב לפני על גבי המזבח.","https://sefaria.org/Chatam_Sofer_on_Torah,_Bechukotai.8?p2=Shabbat.30a.9",
" ומחזיר עצמו למקורו, ולכן נותן לו הש""י הוספת טובה. כמו כן הזריעה הגשמית היא לבוש לתפלה, וע""ז נקרא בש""ס (שבת לא.) אמונת זה סדר זרעים וכדפירשו בתוס' שמאמין בחי העולמים וזורע. אכן כל זמן שאין מלכות שמים באור בהיר [","אמר ריש לקיש: מאי דכתיב ״והיה אמונת עתיך חוסן ישועות חכמת ודעת וגו׳״. ״אמונת״ — זה סדר זרעים. ״עתיך״ — זה סדר מועד. ״חוסן״ — זה סדר נשים. ״ישועות״ — זה סדר נזיקין. ״חכמת״ — זה סדר קדשים. ״ודעת״ — זה סדר טהרות. ואפילו הכי, ״יראת ה׳ היא אוצרו״.","https://sefaria.org/Beit_Yaakov_on_Torah,_Noach.8.1?p2=Shabbat.31a.10",
" וגו' הכרת תכרת וגו' ופירשו ז""ל בו כמה דרכים, ובכולם צריך ליזהר, אמרו בפיסקא האומר אין תורה מן השמים (סנהדרין צט, א), זה לשונם תנו רבנן כי דבר ה' בזה, זה האומר אין תורה מן השמים, דבר אחר זה אפיקורוס. ואת מצותו הפר, ",תניא אידך כי דבר ה' בזה זה האומר אין תורה מן השמים ואפילו אמר כל התורה כולה מן השמים חוץ מפסוק זה שלא אמרו הקדוש ברוך הוא אלא משה מפי עצמו זהו כי דבר ה' בזה ואפילו אמר כל התורה כולה מן השמים חוץ מדקדוק זה מקל וחומר זה מגזרה שוה זו זה הוא כי דבר ה' בזה,"https://sefaria.org/Reshit_Chokhmah,_Gate_of_Fear.15.87?p2=Sanhedrin.99a.19",
" יכנסו בטוב הגנוז כי אם הראויין כמ""ש בזוהר, וזהו כבוד ה' הסתר דבר. משא""כ שבת שנקרא עולם הבא, כמ""ש בש""ס (ע""ז ג.) מי שטרח בערב שבת יאכל בשבת וכו', ושבת היא עצם הטוב בלי שום תערובות רע כנודע, ולכך לא כתיב בו ויהי ","אמרו לפניו רבש""ע תנה לנו מראש ונעשנה אמר להן הקב""ה שוטים שבעולם מי שטרח בערב שבת יאכל בשבת מי שלא טרח בערב שבת מהיכן יאכל בשבת אלא אף על פי כן מצוה קלה יש לי וסוכה שמה לכו ועשו אותה","https://sefaria.org/Ben_Porat_Yosef,_Bereshit.180?p2=Avodah_Zarah.3a.10",
" חכמים שנקלקלו הנשים ליתן עיניהם באחר ורוב האומרות כן משקרות לכך נראה להם להתירן עכ""ל. ויעויין בר""ן (נדרים דף צ:) המביא כמה פירושים במה שלא האמינו לאשה לומר טמאה אני לך וביניהם כ' וז""ל ואחרים תרצו כו' דמדינא ודאי",מתני׳ בראשונה היו אומרים שלש נשים יוצאות ונוטלות כתובה האומרת טמאה אני לך שמים ביני לבינך ונטולה אני מן היהודים,https://sefaria.org/Reshimot_Shiurim_on_Yevamot.24b.15?p2=Nedarim.90b.5,
"תד""ה כוורא. וי""מ דכוורא כו'. לכאורה סתירה לזה מהא דאמרינן (בב""ב עד ב) גבי לויתן כוורא מילחא מעלי:",התם נמי ליסרסיה לזכר וליצננה לנקבה דגים פריצי וליעביד איפכא איבעית אימא נקבה מליחא מעלי איבעית אימא כיון דכתיב לויתן זה יצרת לשחק בו בהדי נקבה לאו אורח ארעא הכא נמי לימלחה לנקבה כוורא מליחא מעלי בשרא מליחא לא מעלי,https://sefaria.org/Rashash_on_Moed_Katan.11a.6?p2=Bava_Batra.74b.8,
" מכבד את התורה, אע""פ שלא נהנה מחכמתה ומתבונתה, כן יכבדוהו אע""פ שאין להם הנאה מתורתו ומחכמתו, וכדאמרינן (שבת כג:) ""מאן דרחים רבנן, ומאן דדחיל רבנן"" להוי ליה בנין רבנן. וכיון שחכמים מחלציו יצאו, מן השמים יסייעו שי","אמר רבא: דרחים רבנן, הוו ליה בנין רבנן. דמוקיר רבנן, הוו ליה חתנוותא רבנן. דדחיל מרבנן, הוא גופיה הוי צורבא מרבנן. ואי לאו בר הכי הוא, משתמען מיליה כצורבא מרבנן.",https://sefaria.org/Yein_Levanon_on_Avot.4.6.1?p2=Shabbat.23b.6,
" במסכת ערכין בפ' שום היתומים (דף כב.) פריעת בע""ח מצוה מצוה עליו לפרוע ולאמת דבריו דכתיב הין צדק שיהא (ב""מ דף מט.) הן שלך צדק ולאו שלך צדק:","מיתיבי רבי יוסי ברבי יהודה אומר מה תלמוד לומר (ויקרא יט, לו) הין צדק והלא הין בכלל איפה היה אלא לומר לך שיהא הן שלך צדק ולאו שלך צדק אמר אביי ההוא שלא ידבר אחד בפה ואחד בלב",https://sefaria.org/Ran_on_Ketubot.45b.3?p2=Bava_Metzia.49a.6,
"ובת, היא מרמזת על החכמה שאינה חכמה, כמו שאמרו חכמינו זכרונם לברכה (מנחות קי): הביאי בני מרחוק וכו', ובנותי – אלו גליות שבשאר ארצות, שדעתן אינם מישבת עליהם כבנות. פרעה – לשון ב","(ישעיהו מג, ו) הביאי בני מרחוק ובנותי מקצה הארץ הביאי בני מרחוק אמר רב הונא אלו גליות של בבל שדעתן מיושבת עליהן כבנים ובנותי מקצה הארץ אלו גליות של שאר ארצות שאין דעתן מיושבת עליהן כבנות",https://sefaria.org/Likutei_Moharan.35.1.4?p2=Menachot.110a.3,
" אלא בשעת עבודה שהיא מצות עשה כציצית עכ""ל. והשיג עליו הראב""ד ז""ל טעה בזה שהרי אמרו ביומא בפרק בא לו (יומא דף סט.) כהן גדול במקדש אפילו שלא בשעת עבודה מותר, ומאי דקאמר מפני האבנט שהוא כלאים אינו, דאטו חושן ואיפוד ","תא שמע: בגדי כהונה, היוצא בהן למדינה — אסור. ובמקדש, בין בשעת עבודה בין שלא בשעת עבודה — מותר, מפני שבגדי כהונה ניתנו ליהנות בהן. שמע מינה.",https://sefaria.org/Reshimot_Shiurim_on_Yevamot.4b.43?p2=Yoma.69a.8,
" כן למה נבראו כלל דברים האסורין על האדם. לקדוש ה' מכובד, היינו שתמשיך כל זה לתוך לבושים נאים, וכדאיתא (שבת קיג.) רבי יוחנן קרי למאניה מכבדותי. והאכלתיך נחלת יעקב אביך, נחלת יעקב היינו כדאיתא (","״וכבדתו מעשות דרכיך״. ״וכבדתו״ — שלא יהא מלבושך של שבת כמלבושך של חול, וכי הא דרבי יוחנן קרי למאניה ״מכבדותי״. ״מעשות דרכיך״ — שלא יהא הילוכך של שבת כהילוכך של חול. ״ממצוא חפצך״ — חפציך אסורין, חפצי שמים מותרין. ״ודבר דבר״ —","https://sefaria.org/Beit_Yaakov_on_Torah,_Vayetzei.2.1?p2=Shabbat.113a.14",
" שאדם רוצה לילך – מוליכין אותו״‎ (מכות י, ב), ו״‎הבא ליטהר – מסייעים אותו והבא לטמא פותחין לו״‎ (על פי יומא לח, ב), ״‎ומעשיך יקרבוך ומעשיך ירחקוך״‎ (משנה עדיות ה, ז), ״‎ועל דאטפת אטפוך וסוף מטיפיך יטופון״‎ (אבות ב","אמר ריש לקיש, מאי דכתיב: ״אם ללצים הוא יליץ ולענוים יתן חן״, בא לטמא — פותחין לו. בא לטהר — מסייעין אותו. תנא דבי רבי ישמעאל: משל לאדם שהיה מוכר נפט ואפרסמון,",https://sefaria.org/LeNevukhei_HaTekufah.3.5.3?p2=Yoma.38b.16,
"הנה אמרו ז""ל (פסחים סח:) אמר רב יוסף אי לאו האי יומא כמה יוסף איכא בשוקא, כי ההתקשרות נקרא יוסף, כי כשמקשר עצמו לאיזה דבר נ","רב יוסף ביומא דעצרתא אמר: עבדי לי עגלא תלתא. אמר, אי לא האי יומא דקא גרים — כמה יוסף איכא בשוקא.",https://sefaria.org/Chayim_VaChesed.581.2?p2=Pesachim.68b.12,
" שנכשלה כבר ע""י התפשטות הדורות שלפני המבול. ועל שם זה נקרא שמו נח מלשון רוח חכמים נוחה הימנו, שאמרו (ב""מ מח.) על מי שמקיים דיבורו בדברים בעלמא, לפי שע""י נח נתקיימה הבריאה על עמדה, מפני שנחה דעתה להיות לה הוי'",ואמר רבא אנו אין לנו אלא אין רוח חכמים נוחה הימנו דברים ואיכא בהדייהו מעות קאי באבל דברים וליכא בהדייהו מעות לא קאי באבל,"https://sefaria.org/Beit_Yaakov_on_Torah,_Noach.6.4?p2=Bava_Metzia.48a.3",
" אבל יקבל כל אדם קטון וגדול בן חורין, או עבד כל איש ממין האדם בשמחה, ועל זה אמרו בפרק האשה שנתאלמנה (כתובות יז, ע""א): ""לעולם תהא דעתו של אדם מעורבת עם הבריות"". רוצה לומר, שלא ידבר עמהם בגאווה ובגודל לבב2לפי ישעיה ט,","כלה כמות שהיא ובית הלל אומרים כלה נאה וחסודה אמרו להן ב""ש לב""ה הרי שהיתה חיגרת או סומא אומרי' לה כלה נאה וחסודה והתורה אמרה (שמות כג, ז) מדבר שקר תרחק אמרו להם ב""ה לב""ש לדבריכם מי שלקח מקח רע מן השוק ישבחנו בעיניו או יגננו בעיניו הוי אומר ישבחנו בעיניו מכאן אמרו חכמים לעולם תהא דעתו של אדם מעורבת עם הבריות",https://sefaria.org/Nachalat_Avot_on_Avot.3.12.2?p2=Ketubot.17a.1,
משכחת לה בשיתא אחים - בפ' ארבעה אחין (לקמן יבמות ד' כח.) פריך בחמשה נמי משכחת להו:,"ורב ספרא מתרגם אף אשת אחיו שלא היה בעולמו ומשכחת לה בשיתא אחי ואליבא דר""ש וסימניך מת נולד וייבם מת נולד וייבם",https://sefaria.org/Tosafot_on_Yevamot.9b.11.1?p2=Yevamot.28b.15,
" דכיבוד דחי אפילו לאו גרידא, הא אם אמר אביו לא בעינא להאי כיבוד מי איתא לעשה כלל כדאיתא בפרק אלו נערות (כתובות מ, א), דעשה ד""ולו תהיה לאשה"" לא דחי לאו דממזרת, משום דאי אמרה לו בעינא ליה מי איתיה לעשה כלל? ותירץ ר""מ ","אמר לי היכא אמרינן ניתי עשה ונידחי ל""ת כגון מילה בצרעת דלא אפשר לקיומיה לעשה אבל הכא אי אמרה דלא בעינא מי איתיה לעשה כלל:","https://sefaria.org/Darkhei_Moshe_(Amiel),_Darkhei_HaKinyanim,_Shmatta_7.3.9?p2=Ketubot.40a.3",
"ופריך בגמרא (פסחים ק.) אהא דקאמר דאף רבי יוסי מודה בערב פסח שלא יאכל מן המנחה ולמעלה, ומקשה מהא דאמר רבי ירמיה אמר רבי אב","הלכה כרבי יהודה בערב הפסח, מכלל דפליג רבי יוסי בתרוייהו!",https://sefaria.org/Gevurot_Hashem.48.17?p2=Pesachim.100a.4,
" ומשתין) ג' הקדוש ברוך הוא שונאן ואחד מהם המשמש ערום. ומכל מקום לא אתא לאפוקי שישמש בלבושו, שהרי אמרו (כתובות דף מח ע""א) הוא בבגדו והיא בבגדה יוציא ויתן כתובה.",תני רב יוסף שארה זו קרוב בשר שלא ינהג בה מנהג פרסיים שמשמשין מטותיהן בלבושיהן מסייע ליה לרב הונא דאמר רב הונא האומר אי אפשי אלא אני בבגדי והיא בבגדה יוציא ונותן כתובה:,"https://sefaria.org/Reshit_Chokhmah,_Gate_of_Holiness.16.25?p2=Ketubot.48a.2",
" קיר נטוי ועיון תפלה ומוסר דין על חבירו. ובירושלמי פרק הנזכר לעיל איתא עוד הישן בבית אפל לעצמו ובבבלי (שבת לב, א) אמר בשעה שעוברים על הגשר, ופריך גשר ותו לא, ומתרץ אימא כעין גשר:","וגברי היכא מיבדקי? אמר ריש לקיש: בשעה שעוברים על הגשר. גשר ותו לא? אימא: כעין גשר. רב לא עבר במברא דיתיב ביה גוי, אמר: דילמא מיפקיד ליה דינא עליה ומתפיסנא בהדיה. שמואל לא עבר אלא במברא דאית ביה גוי, אמר: שטנא בתרי אומי לא שליט.",https://sefaria.org/Etz_Yosef_on_Kohelet_Rabbah.3.2.2.5?p2=Shabbat.32a.3,
" בתיבת ""יצחק בא למעט, דבאמת מצד הדין בחשש סכנה מותר לשקר להציל את עצמו, ונודרין להרגין ולמוכסין וכו' (נדרים כ""ז ע""ב) , רק לצדיק כמוהו ""יצחק אבינו חלילה שיזמין לו הש""י שיצטרך לשקר, על כן הוכרח לתרץ שלא יהיה חילול בדב",מתני׳ נודרין להרגין ולחרמין ולמוכסין שהיא תרומה אף על פי שאינו תרומה שהן של בית המלך אף על פי שאינן של בית המלך בית שמאי אומרים בכל נודרין,"https://sefaria.org/Agra_DeKala,_Toldot.13?p2=Nedarim.27b.9",
"איתא בגמרא (סוכה כג.) סוכה דירת עראי בעינן. ונ""ל על דרך המוסר, דהנה סוכה מרמז על בחינת מלכות לשון נסי""כי (מיכה ה ד), היי",אמר אביי דכולי עלמא היכא דאינה יכולה לעמוד ברוח מצויה דיבשה לא כלום היא יכולה לעמוד בשאינה מצויה דיבשה כולי עלמא לא פליגי דכשרה כי פליגי בדיכולה לעמוד ברוח מצויה דיבשה ואינה יכולה לעמוד (ברוח שאינה מצויה דיבשה) רבן גמליאל סבר סוכה דירת קבע בעינן וכיון דאינה יכולה לעמוד ברוח מצויה דים לא כלום היא רבי עקיבא סבר סוכה דירת עראי בעינן וכיון דיכולה לעמוד ברוח מצויה דיבשה כשרה:,"https://sefaria.org/Bat_Ayin,_Sukkot.10?p2=Sukkah.23a.4",
" שמכניס את הקדשים דרך פתח הפתוח לקודש, יכול לאוכלן אפילו בחלק החול, ואין משגיחין בפתח הפתוח לחול (עיין זבחים נ""ו א' ולעיל שו' 75–76). אבל לעניין טומאה אינו חייב אלא מכנגד חומה ולפנים (עיין זבחים שם) והולך אחר פתחה הפתוח... הגיהו כאן: ר' יהודה52כנראה שהגיה כן מפני שמקור הדברים שריבו חצרות הרבה לאכילת קדשים הוא בספרא (עיין זבחים נ""ו א' ולעיל שו' 75–76), וסתם ספרא הוא ר' יהודה. ועיין גם בבבלי מכות י""ב רע""ב. אומר אם לענין טומאה מכנגד ה",אבל לענין טומאה לא והתניא לשכות הבנויות לחול ופתוחות לקודש כהנים נכנסין לשם ואוכלין שם קדשי קדשים ואין שוחטין שם קדשים קלים וחייבין משום טומאה,https://sefaria.org/Tosefta_Kifshutah_on_Maaser_Sheni.2.15.7?p2=Zevachim.56a.7,
" אין לך בידי אלא חמשים והשאר איני יודע מתוך שאין יכול לישבע משלם ובבא לצאת ידי שמים חייב משום דקאמרינן (ב""ק קיח.) אתמר נמי א""ר חייא בר אבא א""ר יוחנן מנה לי בידך והלה אומר איני יודע חייב בבא לצאת ידי שמים. (ב""מ קא","איתמר נמי א""ר חייא בר אבא א""ר יוחנן האומר לחבירו מנה לי בידך והלה אומר איני יודע חייב בבא לצאת ידי שמים:",https://sefaria.org/Halakhot_Gedolot.45.19?p2=Bava_Kamma.118a.10,
" שבאה מהצדדין כירושת האחים אינה חלה מדין ירושה ישירה אלא מדין משמוש נחלה מהאב בקבר לאחים. וע""ע בתוס' (ב""ב דף קח. ד""ה ואחין מן האב) שכ' וז""ל הקשה ר""י אמאי לא קתני אחי האב נוחלין ומנחילין שהן כתובין נמי בפרשה ותירץ",ואלו נוחלין ומנחילין האב את הבנים והבנים את האב והאחין מן האב נוחלין ומנחילין האיש את אמו והאיש את אשתו ובני אחיות נוחלין ולא מנחילין האשה את בניה והאשה את בעלה ואחי האם מנחילין ולא נוחלין והאחין מן האם לא נוחלין ולא מנחילין:,https://sefaria.org/Reshimot_Shiurim_on_Yevamot.17b.3?p2=Bava_Batra.108a.4,
"לא זו בלבד אלא שהוסיפו חכמים ותקנו, שגם בכל העולם יפרישו חלה, כדי שלא תשתכח תורת חלה מישראל (בכורות כז, א; רמב""ם שם ה, ז). ותקנו זאת בחלה ולא בתרומות ומעשרות, משום שמצוות חלה דומה למצוות שתלויות בגוף ולא ב",אמר רבינא הילכך נדה קוצה חלה ואוכל לה כהן קטן ואי ליכא כהן קטן שקלה לה בריש מסא ושדיא בתנורא והדר מפרשא חלה אחריתי כי היכי דלא תשתכח תורת חלה ואוכל לה כהן גדול,"https://sefaria.org/Peninei_Halakhah,_Kashrut.12.10.3?p2=Bekhorot.27a.10",
" ""ותקח שרי אשת אברם את הגר המצרית שפחתה, מקץ עשר שנים לשבת אברם בארץ כנען, ותתן אתה לאברם אישה לו לאשה"" (יבמות סד, א).","אע""פ שאין ראיה לדבר זכר לדבר (בראשית טז, ג) מקץ עשר שנים לשבת אברם בארץ כנען ללמדך שאין ישיבת חו""ל עולה לו מן המנין לפיכך חלה הוא או שחלתה היא או שניהם חבושים בבית האסורים אין עולין לו מן המנין","https://sefaria.org/Peninei_Halakhah,_Simchat_Habayit_V'Birchato.6.7.3?p2=Yevamot.64a.5",
" שם, ונמצא זרתיים הם חמשה טפחים לרמוז זכות התורה שהיא חמשה ספרים שנמשלה לתבואה כמו שאמרו רבותינו ז""ל (מכות י.) על פסוק (קהלת ה, ט) 'ומי אהב בהמון לא תבואה' הגינה עליהם בשפע הטובה הזאת שתהיה השבולת שבה התבואה ח","ומי אוהב בהמון לא תבואה למי נאה ללמד בהמון מי שכל תבואה שלו והיינו דא""ר אלעזר מאי דכתיב (תהלים קו, ב) מי ימלל גבורות ה' ישמיע כל תהלתו למי נאה (ללמד) [למלל] גבורות ה' מי שיכול להשמיע כל תהלתו",https://sefaria.org/Ben_Yehoyada_on_Taanit.5a.7?p2=Makkot.10a.17,
" יום ויום שייך דין, אחר שכבר נבראו הוא* מיישר את מציאותם, שיהיה מציאותם ביושר כפי הסדר הראוי. וזה אמרם (שבת י.) כל דיין שיושב שעה אחת בדין, כאילו נעשה שותף אל הקב""ה במעשה בראשית. וכמו שתמצא במעשה בראשית שנזכר ש","רב אמי ורב אסי הוו יתבי וגרסי ביני עמודי. וכל שעתא ושעתא הוו טפחי אעיברא דדשא ואמרי: אי איכא דאית ליה דינא, ליעול וליתי. רב חסדא ורבה בר רב הונא הוו יתבי בדינא כולי יומא, הוה קא חליש לבייהו. תנא להו רב חייא בר רב מדפתי: ״ויעמד העם על משה מן הבקר עד הערב״, וכי תעלה על דעתך שמשה יושב ודן כל היום כולו? תורתו מתי נעשית? אלא לומר לך כל דיין שדן דין אמת לאמיתו, אפילו שעה אחת, מעלה עליו הכתוב כאילו נעשה שותף להקדוש ברוך הוא במעשה בראשית. כתיב הכא: ״ויעמד העם על משה מן הבקר עד הערב״, וכתיב התם: ״ויהי ערב ויהי בקר יום אחד״.","https://sefaria.org/Be'er_HaGolah,_Well_4.9.6?p2=Shabbat.10a.5",
