Quoting Ref,Quoted Ref,Score,Quote Num,Snippet
"Pri Tzadik, Pesach 32:1",Sukkah 20b:13,-40,0,") עלה עזרא מבבל ויסדה כו' הלל הבבלי כו' ר""ח ובניו כו' וכן תכלית כ"
"Midrash Tanchuma Buber, Vayetzei 5:1",Hosea 10:3,-40,0," ממלכת ישראל (ש""א כד כא). וכן יעקב שברח מפני השעה, ויברח יעקב שדה ארם (הושע י ביג), ונפלה השעה בידו, שנאמר ויקח עשו את נשיו וילך אל ארץ מפני י"
Metzudat Zion on Isaiah 17:14:1,,-40,0,בלהה. הוא הפוך מן בהלה וכן בלהות היית (יחזקאל כ״ז): 
Tosafot on Rosh Hashanah 15b:7:1,Berakhot 40b:7,-40,1," לפי שלא נחשדו משמע משום גריעותא הוא ושיטתיה דהש""ס כוותיה בפ' כ""מ (ברכות מ:) דאמרינן דמאי הוא דלא בעי עשורי הא ודאי בעי עשורי ועוד קשיא דהתם"
Malbim Beur Hamilot on Jeremiah 50:39:1,,-40,0,"לא תשב לנצח ולא תשכון עד דור ודור.  התבאר (ישעיה י''ד) :
"
Haggahot and Marei Mekomot on Tractate Kallah Rabbati 1:2:5,,-40,0,(ברכות דף סא. וש״נ):
Zohar 3:223b:2,Exodus 29:14-15,-40,0," דלהון. ונטילו דלהון, דאכלין חלבין שמנינו דקרבנא. הדא הוא דכתיב, (שמות כט) ואת החלב אשר עליהם. וכדין קריב כלא לגבי לב. 
"
Haggahot and Marei Mekomot on Tractate Kallah Rabbati 1:2:1,,-40,0,(בראשית כד):
Ramban on Deuteronomy 29:18:1,,-40,0, לפני עם כל ישראל התאוה הגוברת ומתחזקת בלב תקרא שרירות כלשון חכמים (בבא בתרא קס) שריר וקיים וכן בשרירי בטנו (איוב מ טז) ופירוש למען ספות הרוה את
Ramban on Deuteronomy 29:18:1,Sukkah 52a:3,-40,0, לבוא על הזכר ועל הבהמה וכיוצא בזה בשאר התאוות וכענין שהזכירו חכמים (סוכה נב) משביעו רעב מרעיבו שבע ולכך יאמר הכתוב בהולך בשרירות לבו שהוא אם
"Likutei Halachot, Yoreh Deah, Laws of Domesticated and Undomesticated Animals 4:7:1",Shabbat 88a:2,-40,0,") על ה' דהששי וכו'. נמצא, שביום מתן תורה נתגלה, שכל הבריאה שברא ה"
Pele Yoetz 198:54,Gittin 7a:13,-40,0,") שלא לנגן בכלי שיר וכל מיני משמיע קול אסור לשמח בהם ואסור לשמעם,"
Malbim Beur Hamilot on Proverbs 30:19:1,,-40,0,"בעלמה. היא בעולה (כמ""ש ישעיה ט'), כי בבתולה נעשה רושם בבתולים:
"
Pele Yoetz 131:1,Yoma 86a:9,-40,0,) שאינו מתכפר אלא עם תשובה ויסורין ויום הכפורים ויום המות. אי לזא
Torah Temimah on Psalms 45:17:1,,-40,0," קאתינא תדע דכתיב תחת אבותיך יהיו בניך תשיתמו לשרים בכל הארץ וכו':(בבא בתרא קנח ע""ב)
"
"Meshech Hochma, Akharei Mot 14",,-40,0," ועל כל עם הקהל יכפר אלו העבדים ובעבדים איכא מקנת כסף שנימול לאחד (שבת קל""ח) לכן כאן שגם המה בכלל הכפרה משמש בד'. והפירוש דמילה אם אינו מקיי"
"Kad HaKemach, Mourning 2:3",Deuteronomy 32:46,-40,1,) עד הים האחרון אל תקרי הים אלא היום האחרון זה תחיית המתים שהיא ה
"Kad HaKemach, Mourning 2:3",,-40,0," לאחוריהם מהר ההר למוסרה, אבל אהרן בהר ההר נקבר שכן אמר לו הקב""ה למשה (במדבר ב) קח את אהרן והפשט את בגדיו והלבשתם את אלעזר בנו והעל אותם הר ההר"
"Kad HaKemach, Mourning 2:2",II Kings 13:1,-71.84092606506454,0, הם ואלו הן. מספד נהי זעקה הילל נודה מרזח קינים הגה והי. מספד שנא' (מלכים ב יג) וספדו עליו הוי אחי. נהי שנא' (ירמיה ט) כי קול נהי נשמע. צעקה שנ
"Kad HaKemach, Mourning 2:1",Shabbat 82a:8,-40,0," דבריו יחשבו המעיינים בהם שהם הפך האמונה, והם אמונה ממש וע""ז אז""ל (שבת פ""ב) בקשו לגנוז ספר קהלת והענין מפני שקרוב הדבר שישתבשו בו הדיעות מר"
Divrey Chamudot on Berakhot 534,,-40,0," רב הונא אמר לן הני גרגלידי דליפתא (ראשי לפתות) פרמינהו (מנשיי""ר בלע""ז ל' קניבת ירק) פרימא רבה בפה""א פרימא זוטא (גריעותא הוא וכשאכלו חי קא"
"Kaf HaChayim on Shulchan Arukh, Orach Chayim 322:15:1",,-40,0,") דאם הזמינו חבירו לסעודה בשבת ולא היה אפשר לו להבין מע""ש שום דבר"
"Torah Temimah on Torah, Leviticus 25:10:4",,-40,0," איסור שביעית הוא מה""ת, והיינו בפני הבית, ולדעתי הענין פשוט וברור.
.(ערכין ל""ב ב')
"
"HaKtav VeHaKabalah, Genesis 33:13:1",,-40,0," עולים, וכת""א עלות מניקתא וכ""ת הסורי, וגם יונתן תרגם שתי פרות עליות (ש""א יו""ד) מניקא, וא""כ פירוש הכתוב כאן, הילדים רכים וגם הצאן והבקר כמוהם"
Zohar 2:201b:5,I Kings 18:12,-40,0," דהוה טאס ביה אליה''ו, עד דאסתלק לשמיא. והיינו דקאמר עובדיה לאליהו, (מלכים א יח) ורוח יי' ישאך. בגין דבשמא דא, הוה אליהו טאס ביה באוירא, והאי אי"
"Likutei Halachot, Orach Chaim, Laws of Kaddish 1:3:1",,-40,0,") שצריך להאריך בד' דאחד כדי שימליכהו למעלה ולמטה ובארבע רוחות, דה"
Metzudat Zion on Amos 8:3:3,,-40,0,הפגר. כן יקרא גוף המת כמו וכובד פגר (נחום ג׳): 
Kli Yakar on Leviticus 26:36:2,Sanhedrin 29b:7,-40,0," לשון הרע המשמיעים בחוץ קולם קול ענות, הקול קול עקב מלב על שכבי וערי (סנהדרין כט:) כי בעלי הלשון השמיעו את כל ישראל אין נקי כי כל אחד שמח לאיד חבי"
Rashi on Exodus 32:26:2,Yoma 66a:8-9,-81.85434087826275,0,"כל בני לוי. מכאן שכל השבט כשר (יומא ס""ו):"
Rashi on Nedarim 70a:5:1,,-40,0,):
Haggahot and Marei Mekomot on Tractate Kallah Rabbati 3:25:4,,-40,0,"(דה""א ד):"
Tosafot on Chullin 14a:2:1,,-40,0, כו' - תימה דבכל דוכתי משמע דרב הונא היה גדול ממנו בפ' יש בערכין (ערכין דף טז:) דהוה מצער ליה רב הונא לחייא בר רב ובפ' הלוקח בהמה (בכורות דף כב
Metzudat Zion on Job 27:2:1,,-40,0,חי אל. ר״ל כמו שהאל הוא חי וכן חי ה׳ (מ״א יז):
"Torah Temimah on Torah, Leviticus 13:24:4",,-40,0," והיה לו לומר והיתה מחיתה. ועיין לעיל פ' י""ח בדרשה שחין ומש""כ שם.
.(פסחים ע""ה א')
"
Malbim Beur Hamilot on Malachi 3:3:2,Isaiah 1:18,-40,0,"בצדקה. גדר צדקה הוא צדקת המעשים בין אדם למקום (ישעיה א' ובכ""מ):
"
