Index Title,Bader-Jewishspritualheroes-Vol2.
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.24","Rabbi Jehudah N'siah I was succeeded by his son Rabban Gamliel IV; Rabban Gamliel IV was followed by his son Rabbi Jehudah N'siah the Second. <sup>13)</sup><i class=""footnote""><span dir=""rtl"">13) ירושלמי ברכות פּרק ג׳ הלכה א׳, תוס׳ עבודה זרה ל""ג ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.25","Nearly 80 years passed from the rule of Rabbi Jehudah N'siah I until the administration of Rabbi Jehudah N'siah II. Lack of documentary information makes it impossible for us to fit the events of these years into the historical frame work of the Roman empire of that period. It is also entirely possible that due to the political changes there was an interregnum in the rule of the N'siim. It is also noteworthy that Rabbi Jehudah N'siah II was only nominally Nasi, for although he was recognized by the government as head of the Sanhedrin, the religious authorities of the people were Rabbi Ami and Rabbi Jochanan. We may assume that even Rabban Gamliel IV did not make any religious decisions without consulting the opinion of other scholars. Rabban Gamliel was looked upon as a mediocre man and a similar attitude was shown toward Rabbi Jehudah N'siah II who always sought the advice of Rabbi Ami. When Rabban Gamliel asked Rabbi Abahu whether it was permissible to go to a Gentile fair to buy slaves, the latter sharply responded in the negative. <sup>14)</sup><i class=""footnote""><span dir=""rtl"">14) ירושלמי עבודה זרה פּרק א׳ הלכה א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.26","On another occasion, when the land was affected by a drought, Rabbi Jehudah N'siah declared thirteen fast days but still no rain fell. He was ready to declare still more fast days, but Rabbi Ami sent him a message saying that it was enough and that since the first thirteen fast days did not produce the desired effect, additional ones would be of no avail. <sup>15)</sup><i class=""footnote""><span dir=""rtl"">15) תענית י""ד ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.27","Rabbi Jehudah N'siah was a pupil of Rabbi Jochanan. On one occasion he declared so himself and the Talmud also relates that on a certain evening Rabbi Jochanan came to the gardens of Rabbi Jehudah to teach his men how to clean the plow shares. <sup>16)</sup><i class=""footnote""><span dir=""rtl"">16) ראש השנה כ׳ א׳, ירושלמי עבודה זרה פּרק ב׳ הלכה ד׳.</span></i> It is further told that when the pupils of Rabbi Chanina explained a law contrary to the opinions of Rabbi Jochanan, Rabbi Jehudah sent soldiers to enforce the decisions of Rabbi Jochanan. <sup>17)</sup><i class=""footnote""><span dir=""rtl"">17) נדה נ""ב א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.28",Meanwhile scholarship declined in Palestine. The political unrest in the country and the growing weakness of the Roman empire resulted in a chaotic state of affairs. Emperors changed frequently and the central government lost much of its ability to govern lands as distant as Palestine. Babylonia then developed into a center of Jewish learning and in Palestine academies existed only in Galilee. But the Jews of Babylonia continued to cherish a great love for the Land of Israel and they still believed that one who would be a scholar must go to Palestine. Various anecdotes then became current in each country about the inhabitants of the other.
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.29","Determining the day of the new month was then a most important religious question. This day could be determined only on the basis of the testimony of witnesses who declared that they had seen the new moon. This became a very difficult procedure due to the interference of the Romans and also because of internal enemies. The beginning of the months of Tishri and Nisan were especially significant because the date of the Passover and leap years were then established. Rabbi Ami insisted on maintaining the old procedure, but Rabbi Jehudah N'siah reminded him of the ruling of Rabbi Jochanan that one must be so strict with the witnesses who testify about the new moon, that even if they had not seen it in time they should declare that they had. <sup>18)</sup><i class=""footnote""><span dir=""rtl"">18) ראש השנה כ׳ א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.30","It is told that Rabbi Jehudah N'siah devoted much time and energy to the establishment of schools for children and academies for adults in all corners of the land. To achieve this aim he sent out three scholars (R. Ami, R. Asi, and R. Chiya bar Aba) to investigate the situation and he instructed them that wherever they would find a city without a school and an academy they should call the elders and inform them that any city where the children do not study should be destroyed. <sup>19)</sup><i class=""footnote""><span dir=""rtl"">19) שבת קי""ט ב׳, ירושלמי חגיגה פּרק א׳ הלכה ז׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.31","The administration of Rabbi Jehudah N'siah occurred during the reign of Diocletian who was born in Dacia and rose from the common people. Diocletian decided that it was too great a task for one man to conduct the numerous Roman wars and to rule the empire at the same time. He therefore selected men to assist him; these were called ""Anti-Ceasar."""
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.32","Some historians claim that Diocletian was friendly to the Jews and it is true that there is no record of any unusual persecution during his reign. But the Christian Church-father Eusebius relates that Diocletian persecuted the Christians. This is hard to explain in view of the fact that the Christians were then still considered to be a Jewish sect. This hatred of Christianity is ascribed to Diocletian by some historians as due not to religious fanaticism but to the realization that the Christians aimed to destroy the ruling religion. He therefore forced them to worship idols and commanded that all Christian churches be closed. From Jewish sources we learn that Diocletian also persecuted the Samaritans in Palestine and forced them to offer sacrifices to Roman idols. It is even said that he forced all the peoples of the empire, with the exception of the Jews, to worship the idols and to pour wine before their images. The Samaritans obeyed and since that time the wine of Samaritans was prohibited to Jews as unclean. <sup>20)</sup><i class=""footnote""><span dir=""rtl"">20) ירושלמי עבודה זרה פּרק ה׳ הלכה ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.33","The favorable position of the Jews aroused the envy of their neighbors and in order to undermine the friendship of the emperor it was reported to him that the Jews ridiculed his low origin and referred to him as the ""swine-herd."""
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.34",A Talmudic legend relates that when Diocletian was a swine-herd the pupils of Rabbi Jehudah N'siah mocked him and even beat him. After he was elected emperor he remembered the insults that were his share and when he visited a Palestinian city a few miles from Tiberias he sent a letter to the Nasi commanding him to appear before him on a Saturday night together with a group of his scholars. The messenger was instructed to deliver the letter on the eve of the Sabbath so that the Nasi would have no opportunity to leave at once. Heavy punishment was threatened to the Nasi and the scholars if they delayed their appearance.
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.35","The legend continues that a miracle occurred and the Nasi together with his companions appeared before the emperor on time. A spirit named ""Antigris"" carried them to the emperor immediately after the ""Havdalah."" When their coming was announced, the emperor declared that he would not see them until after they bathed and he comanded that a bath be heated for them for seven days and seven nights so that they may die of the heat. But the same spirit cooled the bath before they entered it, and when they finally appeared before the emperor he asked them whether they allowed themselves to ridicule the emperor because of their assurance that miracles would occur to them. The scholars replied that the Jews only ridiculed the swine-herd Diocletian but not the emperor Diocletian. <sup>21)</sup><i class=""footnote""><span dir=""rtl"">21) ירושלמי תרומות פּרק ח׳ הלכה ד׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.36","We have noted before that the family of the Nasi was no longer outstanding in scholarship and its religious authority almost vanished entirely. But the adherence of the people to the dynasty of the Nasi remained steadfast. As long as the Nasi was descended from Hillel, who traced his descent from king David, the people felt that they had a ruler of the royal house of David whose power was temporarily limited by the Romans. The people considered it to be their duty to provide the needs of the Nasi and to maintain him in the greatest honor. As long as one of the seed of David still lived, their independence was not entirely lost."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.37","The Roman government sought to press as much money as they could out of the Jews and the tax collectors were avoided as often as was possible, but for the needs of the Nasi everyone gave as much as was asked and even more than was asked. When the Nasi sent out his messengers to announce the religious decisions of the Sanhedrin, the messengers were received with great honors and were given valuable gifts to take to the Nasi that he might be able to conduct his office without worry."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.38","When Rabbi Jehudah N'siah I died, Rabbi Jannai Rabah announced in the academy that all regulations affecting the priests were done away with for that day and that priests could participate in the rites for the dead. But when Rabbi Jehudah N'siah II died no such reverence was shown and some of the scholars even allowed themselves to joke at the funeral. <sup>22)</sup><i class=""footnote""><span dir=""rtl"">22) ירושלמי ברכות פּרק ו׳ הלכה א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.39","<img src='data:image/jpg;base64,/9j/4AAQSkZJRgABAQEBLAEsAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCAAnACgDASIAAhEBAxEB/8QAGQAAAgMBAAAAAAAAAAAAAAAAAAYHCAkF/8QALhAAAgEDAwMCBQMFAAAAAAAAAQIDBAUGBxESABMhCBQVFiIxMgkXUiMkNFRh/8QAFAEBAAAAAAAAAAAAAAAAAAAAAP/EABQRAQAAAAAAAAAAAAAAAAAAAAD/2gAMAwEAAhEDEQA/AFLV71RX/J8a1AwK52GayrVymltUsMb01XAiVS9yCsRpG+poQyOF2AbkpUq5Kr+g3qZuulWnjYlHjnxva5GqgnqbkypBAxj7kCR8Dx34ysGDbB5SxVtiGTPUTk2VZ1qHcsmyTCPleppuzR1FOtFLE8fISPTipZwC0zRDYMQvJIhxUBfHM00xzUuKagzrBMXud0airpIqeqpLULgsFRGiMS0ZRwrASoysy/fyp5Idg0+r8hqk06qMsoceuc9Wtoa4wWeaIxVbv2e4tMyAMVlJ2QgBiG8bHrPTWX1J5pqjgUWJ3i32y2xe+9zVS21po1qUVR24mRnbdQ/JzuSCRGQFKEtoxic15qcVtNRkdJDR3qWhhe408J3jhqCgMqKQzbqH5AfU3gfc/frM3XtdUspvNVqPqBhE2OLNLT0BY2p6GN37blABJ/UlbjE5LkuVAVSVXgvQSNpF6rM4slHheEpj9FdaCi9vbqgx0rzV9TEJiqpTojonMQmONFIYsycix5bA6jPRCxauWvL8fzbT/DL1XTJUlaKrNskkopuRaGRXlICBCC6M3JePk8lI3B0GleouIWbPcKueI5AkzW64xBJTDJwkQqwdHU/yV1VhuCCRsQRuDzNHdNcb0rxD5Zxk1r0z1L1U01ZMJJZpWABZiAFGyqigKoGyg+SSS59Vm9f+B/M+D2fJvmWy2j5f92fb3Kbs+97kSv24W88pv7fZY9vq5HyOPkJN/evFf32/Zz4fevj/APsdmL2n+L7n8u5z/Dx+H5f889NmouIWbPcKueI5AkzW64xBJTDJwkQqwdHU/wAldVYbggkbEEbg5NVuQ3+tyJcjrL5c6m9LLHMtxlq3epDx7BHEpPLkvFdjvuOI2+3VzP037DS0+O5JkcGVQ1NRWSxU1VZYUHKlEfIxyzFl5cm5ScOB4bctyzAiILM6dYhZsCwq2Yjj6TLbrdEUiM0nORyzF3dj/JnZmOwABOwAGwB0wdHQHUM+pTQSg1m+E1LZLW2OvtvONH7bVNO8T+WHZLqFfkF+tSCQNmDbJwOjoKgai6CVNr9TVBpRj8laKC7e3moKyslhll9qY9552ClAeDR1GyfSzCMAb7gm3Ppu9PNm0drrjeDe5r9eq2L2y1Rg9vHDT7qxjEYdt2LqCWJPhVAC/VyOjoJs6Ojo6D//2Q==' />"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.40",Rabbi Jehudah N'siah II was followed by three N'siim of the house of Hillel concerning whom we would have known nothing were it not for the Christian Church-father Epiphanos who wrote about them. Church-father Epiphanos thus saved the history of these N'siim from oblivion even as Josephus saved for future generations the chronicle of many of the events which transpired during the time of the second temple. Epiphanos appeared to have been born a Jew and he described the history of the N'siim in the belief that those were the last days of the Jewish faith. In this respect he also resembled Josephus who believed that he was writing the history of a people doomed to extinction.
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.41","Rabbi Jehudah N'siah II was followed by his son Rabban Gamliel V. Rabban Gamliel was succeeded by Rabbi Jehudah N'siah III who was thirteen generations removed from Hillel. The Talmudic records about this Rabbi Jehudah are very meager and he is mentioned together with Rabbi Jeremiah <sup>23)</sup><i class=""footnote""><span dir=""rtl"">23) ירושלמי מגלה פּרק ג׳ הלכה ב׳.</span></i> or Rabbi Ami <sup>24)</sup><i class=""footnote""><span dir=""rtl"">24) ירושלמי עבודה זרה פּרק ה׳ הלכה ט""ו.</span></i> which is our only basis for concluding that it was Rabbi Jehudah III that was being referred to. The events mentioned in connection with his name also do not coincide with the period of his predecessors."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.42","Due to the political alignment in Palestine, Rabbi Jehudah III lived in Caesarea where Rabbi Abuah headed the academy. Previous N'siim lived either in Sephoris or in Tiberias."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.43","But despite the unfavorable political and economic situation of the Jews, the Nasi still occupied an exceptional position and he was immune in his person. His decisions in religious matters were binding. The Nasi had to assist in the collection of the taxes from the Jews and he had the right to collect money for the needs of his household. He also had the right to ordain his disciples and to excommunicate those who joined the Christians."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.44",Until the year 325 (C.E.) the Christians were considered to be a Jewish sect and they had a large following in the country. Debates between the orthodox and Christian Jews were a common occurrence and both groups sought substantiation for their beliefs in the Bible.
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.45","Oppressed by heavy taxes and other political and economic persecutions, the condition of the people grew worse from day to day but their spirit was not broken as long as their religious life could continue in its traditional channels. In this respect the situation took a radical turn for the worse with the accession of Constantine to the throne of Rome (306-337). Constantine embraced Christianity and established it as the state religion. Persecution of the Jews on religious grounds was then intensified. The council of the Christian Patriarchs was then held at Nicea and this gathering severed all bonds with the Jews. The emperor lent his aid to the Christian church in its persecution of all other religions. Constantine II who ruled together with the co-emperor Gallus (337-349) revived the policies of Hadrian in not allowing the Jews to practice their religious commandments. Gallus was especially known for his brutality to the Jews. Upon his return from a war in the east he laid waste the southern half of the country, and it seemed that this region which contained many educational institutions headed by the disciples of Rabbi Jehudah, would never be rebuilt"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.46","Under these circumstances the secular power of the N'siim was diminished to a minimum. The population lost much of its interest in legal matters and devoted itself primarily to Hagada with its fantastic interpretations. The scholars of Palestine lost the creative powers of the previous generations. There was also not much time to devote to such matters, for everyone was concerned with finding a way to escape from the country. The population became impoverished and Rabbi Levi said: ""Years ago, when people had money they were interested in the Mishna, Halacha and Talmud; but now that they are poor they do not want to hear of legal matters and are only interested in blessings and consolation."" <sup>25)</sup><i class=""footnote""><span dir=""rtl"">25) שיר השירים רבה פּרשה ב׳ פּיסקא י""ב.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.47","The study of the Bible, however, was widespread. Those who leaned toward Christianity studied it to prove their contentions and the others studied it in order to be able to refute the Christians. Thus Rabbi Abahu, who was a disciple of Rabbi Jochanan, declared: ""The people of Palestine study the Bible and are acquainted with all its books and they can explain everyone of its verses because of their constant debates with the Minim (Jewish Christians) on the basis of the Bible."" <sup>26)</sup><i class=""footnote""><span dir=""rtl"">26) עבודה זרה ד׳ א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.48","The study of Halacha thus declined and only those who survived from the days of Rabbi Jehudah N'siah I understood it fundamentally. The other scholars were mediocre people and exhibited no penetrating logic. They merely gathered the statements and opinions of the previous generation without analyzing their content and without questioning their validity. They did not seek to solve the problems which arose in their day, nor did they ponder the words of their predecessors. They were satisfied to know the simple meaning of the laws which they had received."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.49","The situation was entirely different in Babylonia. There ""Sophistry"" was engaged in extensively and for this reason the Palestinians often mocked the Babylonians and said that ""there is no study of the Torah that can compare with the study of the Torah in Palestine and there is no wisdom like the wisdom of Palestine."" <sup>27)</sup><i class=""footnote""><span dir=""rtl"">27) בראשית רבה פּרשה ט""ז פּיסקא ז׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.50","Although the Jews of Palestine realized that scholarship was on the decline, they were still proud of their heritage and they were convinced that the handful of scholars in Palestine outweighed those of Babylonia. They said: ""The small group of scholars in Palestine is of greater significance than a large Sanhedrin in a foreign country."" <sup>28)</sup><i class=""footnote""><span dir=""rtl"">28) ירושלמי נדרים פּרק ו׳ הלכה ט""ז.</span></i> Palestine scholars did not allow their pupils to emigrate, and when Rabbi Simeon bar Aba asked Rabbi Chanina bar Chama whether he should go to Babylonia and he requested a letter of recommendation, Rabbi Chanina refused to give him such a letter not wishing to see a promising pupil leave the country. <sup>29)</sup><i class=""footnote""><span dir=""rtl"">29) ירושלמי מועד קטן פּרק ג׳ הלבה א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.51","The increasing lack of interest in Halacha and the difficult situation of the country led to the emigration of many scholars despite the opposition of others. This attitude toward Halacha is illustrated in the following story: ""Rabbi Abahu and Rabbi Chiya bar Aba once came to a city where Rabbi Abahu lectured in Hagada and Rabbi Chiya expounded Halacha. All the inhabitants of the city came to hear Rabbi Abahu but Rabbi Chiya had no audience. Rabbi Chiya was greatly hurt and Rabbi Abahu consoled him by saying that but few people go to buy valuable diamonds and pearls but everybody readily buys cheap toys."" <sup>30)</sup><i class=""footnote""><span dir=""rtl"">30) סוטה מ׳ א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.52","But Palestine still maintained a position of authority. Legal decisions were sent from Palestine to Babylonia <sup>31)</sup><i class=""footnote""><span dir=""rtl"">31) בבא בתרא קכ""ז ב׳.</span></i> touching upon various prohibitions and permissions and also on money matters. <sup>32)</sup><i class=""footnote""><span dir=""rtl"">32) בבא בתרא קנ""ח ב׳.</span></i> No one in Babylonia dared to question the validity of these decisions. <sup>33)</sup><i class=""footnote""><span dir=""rtl"">33) שבת קט""ו א׳, בבא בתרא מ""א ב׳, סנהדרין כ""ט א׳.</span></i> The decisions of the Palestine scholars in the matter of the determination of the date of the new month and of leap years were especially adhered to even after the scholars of Babylonia had learned to calculate the calendar and could determine these dates without having to wait for word from Palestine that the new moon had been seen. <sup>34)</sup><i class=""footnote""><span dir=""rtl"">34) ראש השנה כ׳ א׳, ירושלמי ערובין פּרק ג׳ הלכה ט׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.53","Thirteen generations after Hillel the Old, another Hillel, the son of Rabbi Jehudah N'siah III, was elected Nasi. Of his activities we only know that in the year 359 (C.E.) he finally solved the problem of a calendar by basing it on exact calculations. The new calendar was to be permanent and all holidays were to be determined by it. The book of genealogy lists the following as the last N'siim: R. Hillel II, R. Gamliel V, R. Jehudah N'siah IV, and R. Gamliel VI (or Bathraah—the last). About sixty years passed from the time of Hillel II till R. Gamliel the VI, and this period was a very difficult one since it coincided with the rise of Christianity to power."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.54","The political decline of the Jews began during the reign of Constantine the Great and continued at an eccelerating pace. During the first years of his rule Constantine was quite tolerant to the Jews and he repealed the limitations which were imposed by Diocletian. He was then convinced that every man should have the right to choose his own faith and he also freed the Jewish scholars and all ""the servants of the synagogue"" from payment of taxes to the government. He recognized the Nasi as the head of the Jewish religious community and teachers of Jewish law were commanded to obey his edicts. But this liberalism of the emperor was not of long duration and soon after he embraced Christianity, he fell under the influence of religious fanatics and he was guided by them in his policies toward the Jews. The emperor's religious advisers followed the leadership of Bishop Sylvester of Rome, Bishop Paul of Byzantium and Bishop Eusebius of Caesarea. It was they who called the attention of the emperor to the belief that the Jews were a cursed and forsaken people condemned to suffering. They insisted that since the emperor had seen the light and had embraced the only true faith, he had to abstain from the sin of protecting the Jews."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.55","Constantine then ruled that Jews could not convert others to their faith, and if they did, both parties were to be punished. A free man who embraced Judaism was to lose all his property and a non-Jewish slave who was circumcised against his will was to be liberated. If a Jew who embraced Christianity was persecuted by other Jews, his tormentors were to be burned at the stake."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.56","All these years of persecution were only broken for a brief moment by the short-lived reign of Julian the Apostate who ruled for 18 months (Nov. 361—June 363). In his struggle against Christianity Julian befriended the Jews. He reduced the burden of their taxes, he did not allow them to be insulted and he called the Nasi ""Honored friend and brother."" In a letter to the Nasi Rabbi Hillel, he promised to improve the condition of the Jews and to permit the rebuilding of the temple after his return from the war with the Persians."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.57","After Hillel II the post of Nasi was occupied by his son Gamliel V. The Christian Church-father Hieronymus relates that Emperor Theodosius the Great, who ruled from 378 till 395, took the part of the Nasi against the Roman consul in Palestine, who infringed upon his rights, and had him executed."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.58","R. Gamliel V was succeeded by Rabbi Jehudah N'siah IV. The son of Rabbi Jehudah, Rabbi Gamliel VI, was the last Nasi. In his time the Roman empire was divided into two parts—eastern Rome with the capital at Constantinople (395-1453) and western Rome with its old capital (395-476). Rabbi Gamliel the last is mentioned in the decrees of emperor Honorius (395-424) and of Theodosius II (408-450)."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.59",There is also in existence a decree of the year 426 which commands that all the payments which the Jews of Palestine made to the Nasi should henceforth be paid to the imperial treasury. This decree was probably issued at the death of Rabbi Gamliel. Rabbi Gamliel the Sixth died childless and with him the dynasty of Hillel came to an end.
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.60","Thus we find that although the Nasi was recognized by the government at all times his significance in the eyes of the Jews diminished toward the end. In religious matters he was no longer the highest authority and his political influence with the Roman officials was negligible. His only important religious functions were the consecration of the new month, the sending of messengers to report the appearance of the new moon, questioning the witnesses and the determination of the holidays and the leap years. Traditionally all of these had to be determined in the presence of the Great court in Palestine in order to be valid."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.61","The Romans frequently seized the messengers that were sent to announce these matters to the scholars in Babylonia which was outside the boundaries of the Roman empire. Whenever caught the messengers were hanged and few people volunteered for such dangerous work. Although the Babylonian scholars could calculate the time of the holidays and the leap years, they were not allowed by tradition to determine these occasions on the basis of their calculations. Thus it once occurred that throughout the month of Adar it was impossible to send messengers to Babylonia to announce that a leap year had been declared. Only late in the summer there were found people who were willing to risk their lives in this mission and the Babylonian Jews observed the month of Ab twice in order that the New Year might coincide with that in Palestine. The messengers were given a letter written in code so that in case they were caught the Romans should not be able to understand its contents. The letter read and was interpreted as follows: ""A pair (two witnesses) came from Reketh (Tiberias) and they were caught by the eagle (the Romans) who found in their possession things that are made in Luz (Tzitzith). Through God's mercy and because of their own merit they escaped in peace (from the hands of the Romans). The descendants of Nachshon (the Nasi who was descended from the tribe of Judah) wanted to decide upon a crescent (declare a leap year), but the Idumean (the Roman) did not permit them. But the men of the assemblies gathered and declared a crescent for the month that Aaron died (the month of Ab). <sup>35)</sup><i class=""footnote""><span dir=""rtl"">35) סנהדרין י""ב א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.62","The function of determining new months and leap years lent some prestige to the Nasi and he had to be looked up to as the religious leader. But when Rabbi Hillel II established a permanent calendar he did away with the last important role of the Nasi. The office of Nasi thus became an empty title. The government looked upon the Nasi as upon a Jewish official, but the Jews could see no use in maintaining the office. Emperor Theodosius issued a decree that ""whoever insults the Nasi should be heavily punished."" From other sources we may conclude that this decree was aimed primarily at the Jews."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.63","We have previously recounted some of the laws promulgated by Constantine against the Jews, especially in relation to their attitude toward converts to Christianity. When he was informed that the Jews were planning a revolt against Rome he issued a decree prohibiting them from approaching the gates of Jerusalem. He also exhibited a certain sense of justice in not repealing a previous order which freed scholars and servants of the synagogue from taxes. In 336 he also ruled that Jews who embraced Christianity must not insult or do harm to their previous co-religionists."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.64","This law was very timely because new converts to Christianity persecuted the Jews, and before the latter could get redress from the governor or the emperor, much harm was accomplished. Such was the case of one Joseph of Tiberias who was considered to be one of the scholars of the court of the Nasi. The Nasi trusted him and sent him to gather the offerings of the people. When Joseph came to Cilicia in Asia Minor, it became obvious from his lectures that he was no longer an adherent of Judaism and the people would pay no attention to him. Joseph then said that he had been thrown into a river and was only saved through a miracle. After he openly embraced Christianity, the priests interceded for him with the emperor and he was appointed in charge of the new converts. Utilizing the confidence of the Emperor, Joseph fabricated numerous false stories about the Nasi and he particularly tried to convince the emperor that the Jews were planning revolt."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.65","The rumor of a planned revolt must have been based on some truth. We find that in 351 an attempt was made to overthrow the Romans. The records of that rebellion, both Jewish and non-Jewish, are very inadequate, but even from these meager sources we can obtain a picture of the events."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.66","The uprising began in the city of Sephoris which was a natural fortress. The Jews overwhelmed the Roman garrison of that city on a dark night and with the weapons which they seized they attacked other cities and succeeded in capturing Tiberias and Lud. Constantine II (350-361) dispatched several legions which subdued the uprising and mercilessly persecuted the rebels. Sephoris was destroyed entirely. Tiberias, Lud and southern Palestine were laid waste. The pursuit of the rebels continued until they were annihilated."
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.67","The Roman commander Arsikanus was especially severe with the inhabitants of Sephoris who were forced to hide in the caves about Tiberias. Some of them tried to mask their faces in order not to be recognized, but numerous informers reported them to the authorities. <sup>36)</sup><i class=""footnote""><span dir=""rtl"">36) ירושלמי יבמות פּרק ט""ז הלכה א׳, סוטה פּרק ט׳ הלכה ד׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Jehudah N'siah the First and His Successors.68","Because of the great perils that attended the announcement of the new months and leap years Rabbi Hillel II decided to do away with the traditional procedure and he established a permanent calendar. It was thus no longer necessary to question witnesses concerning the appearance of the new moon nor to send messengers to announce the findings to the Jews of foreign countries. In the matter of holidays, Jews in foreign countries were freed from the decisions of the ""Great Court"" in Palestine."
