Index Title,Shevuot
Shevuot 30b:6,"Rabba b. R. Hona sagte: Wenn ein Schriftgelehrter und ein Mensch aus dem gemeinen Volke miteinander einen Prozeß haben, so nötige man den Schriftgelehrten sich hinzusetzen; dem Menschen aus dem gemeinen Volke sage man ebenfalls, daß er sich hinsetze, wenn er aber stehen bleibt, so ist nichts dabei."
Shevuot 30b:7,"Rabh b. Šerebja hatte einen Prozeß vor R. Papa; da ließ er ihn sich hinsetzen, und ebenso auch seinen Prozeßgegner. Hierauf kam der Gerichtsdiener, versetzte dem Menschen aus dem gemeinen Volke einen Stoß und hieß ihn auf stehen; R. Papa aber sagte nicht zu ihm, daß er sich hinsetze. – Wieso tat er dies, dadurch wurde er ja in seinen Einwendungen eingeschüchtert!? – Er sagte sich, R. Papa forderte mich ja zum Sitzen auf, nur der Gerichtsdiener ist mir nicht wohlwollend."
Shevuot 30b:8,"Ferner sagte Rabba b. R. Hona: Wenn ein Schriftgelehrter und ein Mensch aus dem gemeinen Volke miteinander einen Prozeß haben, so setze sich der Schriftgelehrte nicht zuerst, weil dies den Anschein hat, als überlege er, was er sagen solle. Dies nur dann, wenn er bei ihm<sup>25</sup><i class=""footnote"">Hier wird von dem Falle gesprochen, wenn der Richter sein Lehrer ist.</i> keinen Vortrag hört, wenn er aber bei ihm einen Vortrag hört, so ist nichts dabei, denn man nimmt an, er sei in seinen Vortrag vertieft."
Shevuot 30b:9,"Ferner sagte Rabba b. R. Hona: Wenn ein Schriftgelehrter Zeugnis abzulegen weiß, und es für ihn entwürdigend ist, vor einen Richter, der geringer ist als er, zu treten und vor ihm Zeugnis abzulegen, so braucht er nicht hinzugehen. R. Šiša, Sohn des R. Idi, sagte: Auch wir haben demgemäß gelernt: Wenn jemand<sup>26</sup><i class=""footnote"">Wer fremdes Gut findet, muß es aufnehmen u. dem Eigentümer zustellen; cf. Dt. 22,1ff.</i>einen Sack oder einen Korb findet, und es nicht seine Gepflogenheit ist, einen solchen aufzunehmen<sup>27</sup><i class=""footnote"">Auch wenn sie sein Eigentum sind.</i>, so nehme er ihn nicht auf. –"
Shevuot 30b:10,"Dies gilt jedoch nur von Geldsachen, von religiösen Dingen aber [heißt es:]<sup>28</sup><i class=""footnote"">Pr. 21,80.</i><i>es gibt weder Weisheit noch Einsicht noch Rat gegenüber dem Herrn</i> wenn der Name Gottes entweiht wird, erweise man auch einem Lehrer keine Ehrung."
Shevuot 30b:11,"R. Jemar hatte Zeugnis abzulegen für Mar Zuṭra, und als er vor Amemar kam, ließ er sie alle sich hinsetzen. R. Aši sprach zu Amemar: U͑la sagte ja, der Streit bestehe nur über die Prozessierenden, während hinsichtlich der Zeugen alle zugeben, daß sie stehen müssen!? Dieser erwiderte: Das eine ist Gebot und das andere<sup>29</sup><i class=""footnote"">Einem Gelehrten Ehrung zu erweisen.</i>ist Gebot, und das Gebot der Ehrung der Tora ist bedeutender."
Shevuot 30b:12,
Shevuot 30b:13,"Die Rabbanan lehrten: Woher, daß der Richter seine Worte nicht rechtfertigen<sup>30</sup><i class=""footnote"">Falls er selber sich geirrt zu haben glaubt.</i>dürfe? Es heißt:<sup>31</sup><i class=""footnote"">Ex. 23,7.</i><i>halte dich fern von einer lügenhaften Sache</i>. Woher, daß ein Richter keinen unwissenden Schüler vor sich sitzen haben<sup>32</sup><i class=""footnote"">Dh. mit ihm über die Sache diskutieren, weil dieser ihn irreführen kann.</i>dürfe? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 30b:14,"Woher, daß, wenn ein Richter von seinem Gefährten weiß, daß er ein Räuber<sup>33</sup><i class=""footnote"">Dh. sich fremdes Gut aneignet.</i>ist, oder wenn ein Zeuge von seinem Gefährten weiß, daß er ein Räuber ist, er sich ihm nicht anschließen dürfe? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 30b:15,"Woher, daß, wenn der Richter weiß, daß das Urteil ein ungerechtes<sup>34</sup><i class=""footnote"">Wenn er überzeugt ist, daß die Zeugen die Unwahrheit sprechen.</i>ist, er nicht sagen dürfe, ich werde es fällen, und die Halsfesseln mögen am Halse der Zeugen hängen bleiben?"
Shevuot 31a:1,Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>.
Shevuot 31a:2,
Shevuot 31a:3,"Woher, daß, wenn ein Schüler vor seinem Lehrer sitzt und etwas zu Gunsten des Armen und zu Ungunsten des Reichen vorzubringen<sup>45</sup><i class=""footnote"">Wenn er merkt, daß sein Lehrer sich geirrt hat.</i>hat, er nicht schweigen dürfe? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 31a:4,"Woher, daß, wenn ein Schüler sieht, daß sein Lehrer sich beim Rechtsprechen irrt, er nicht sagen dürfe, ich will warten, bis er das Urteil gefällt haben wird, sodann werde ich es niederreißen und selber aufbauen, damit das Urteil meinen Namen trage? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 31a:5,"Wenn ein Lehrer zu seinem Schüler sagt: du weißt, selbst wenn man mir hundert Minen gäbe, würde ich nicht lügen; ich habe bei jenem eine Mine, jedoch habe ich nur einen Zeugen gegen<sup>46</sup><i class=""footnote"">Und ihn auf fordert, sich dem Zeugen anzuschließen.</i>ihn; woher, daß er sich diesem nicht anschließen dürfe? Es heißt: <i>halte dich fern von einer lügenhaften Sache. –</i> Braucht dies denn entnommen zu werden aus dem Verse: <i>halte dich fern von einer lügenhaften Sache</i>,"
Shevuot 31a:6,"er würde ja falsch aussagen, und der Allbarmherzige sagt: <sup>47</sup><i class=""footnote"">Ex. 20,16.</i><i>du sollst wider deinen Nächsten kein falsches Zeugnis ablegen</i>!? – Vielmehr, wenn er beispielsweise zu ihm sagt: ich habe einen Zeugen, komm du und stelle dich<sup>48</sup><i class=""footnote"">Damit der Beklagte glaube, daß auch er Zeuge sei.</i>da hin, ohne etwas zu sagen, sodaß du keine Lüge aus deinem Munde hervorbringst; auch dies ist verboten, denn es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 31a:7,"Woher, daß, wenn jemand von seinem Nächsten eine Mine zu fordern hat, er nicht sagen dürfe, ich will von ihm zwei verlangen, damit er, wenn er mir die eine eingesteht, mir einen Eid<sup>49</sup><i class=""footnote"">Wenn der Beklagte einen Teil der Forderung eingesteht, so hat er wegen des anderen Teiles einen Eid zu leisten.</i>schulde, und ich ihm einen Eid auch wegen einer anderen Sache zuschieben<sup>50</sup><i class=""footnote"">Wenn jemand in einer Sache keinen Eid zu leisten braucht, jedoch in einer anderen Sache einen zu leisten hat, so wird er ihm auch wegen jener Sache zugeschoben.</i>kann? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 31a:8,"Woher, daß, wenn jemand von einem eine Mine zu fordern hat und er von ihm zwei verlangt, dieser nicht sagen dürfe, ich will ihm vor Gericht das Ganze ableugnen und ihm außerhalb des Gerichtes [die Hälfte] eingestehen, damit ich ihm keinen Eid schulde und er mir keinen Eid wegen einer anderen Sache zuschieben könne? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 31a:9,"Woher, daß, wenn drei von einem eine Mine zu fordern haben, nicht einer als Kläger und zwei als Zeugen auftreten dürfen, damit sie von ihm die Mine bekommen und sie unter sich teilen? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 31a:10,"Woher, daß, wenn zwei vor Gericht erscheinen, einer in Lumpen angetan und der andere in einem Gewände von hundert<sup>51</sup><i class=""footnote"">Dadurch können entweder die Richter beeinflußt, oder sein Gegner eingeschüchtert werden.</i>Minen, man zu diesem sage: kleide du dich wie er, oder kleide ihn ein wie dich? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>. Wenn Leute vor Raba b. R. Hona zu Gericht kamen, sprach er zu ihnen: Legt eure Schuhe<sup>52</sup><i class=""footnote"">Wahrsch. wertvolle Luxusschuhe od. Gamaschen.</i>ab und tretet vor das Gericht."
Shevuot 31a:11,"Woher, daß ein Richter den einen Prozessierenden nicht hören darf, bevor der andere anwesend ist? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>."
Shevuot 31a:12,"Woher, daß der eine Prozessierende seine Worte nicht begründen dürfe, bevor der andere anwesend ist? Es heißt: <i>halte dich fern von einer lügenhaften Sache</i>. R. Kahana entnimmt dies aus:<sup>53</sup><i class=""footnote"">Ex. 23,1.</i><i>du sollst kein [falsches Gericht] anhören</i>, [und man lese:] anhören lassen<sup>54</sup><i class=""footnote"">Vgl. Bd. VIII S. 490 Anm. 201.</i>."
Shevuot 31a:13,"[Es heißt:]<sup>55</sup><i class=""footnote"">Ez. 18,18.</i><i>und was nicht gut ist, tat er unter seinen Volksgenossen</i>; Rabh erklärte, das sei derjenige, der mit einer Vollmacht<sup>56</sup><i class=""footnote"">Man mische sich nicht in anderer Streitigkeiten. Außerdem ist es dem Beklagten viel bequemer, mit dem Kläger selber zu verhandeln.</i>kommt; Šemuél erklärte, das sei derjenige, der ein Feld kauft, auf das Prätensionen erhoben werden."
Shevuot 31a:14,"A<small>UEN NUR BEI SOLCHEN, DIE ALS</small> Z<small>EUGEN GEEIGNET SIND</small> &amp;<small>C</small>. Wen schließt dies aus? R. Papa erklärte, dies schließe den König aus; R. Aḥa b. Ja͑qob erklärte, dies schließe Würfelspieler aus."
Shevuot 31a:15,"Einer sagt, Würfelspieler, und um so mehr den König; einer sagt, den König, während ein Würfelspieler nach der Tora [als Zeuge] geeignet ist, und nur die Rabbanan ihn als ungeeignet erklärten."
Shevuot 31a:16,V<small>OR</small> G<small>ERICHT ALS AUCH AUSSERHALB DES GERICHTES</small> &amp;<small>C</small>. Worin besteht ihr Streit?
Shevuot 31a:17,"Die Jünger erklärten vor R. Papa: Sie streiten, ob man [bei einer Folgerung durch Vergleichung die Dinge]<sup>57</sup><i class=""footnote"">Vgl. Bd. VIII S. 765 Anm. 16.</i>in jeder Hinsicht vergleiche, oder man folgere, aber [das Gefolgerte] bei seiner ursprünglichen Bestimmung lasse."
Shevuot 31a:18,"R. Meír ist der Ansicht, man vergleiche sie<sup>58</sup><i class=""footnote"">Den Zeugniseid mit dem Depositeneide.</i>in jeder Hinsicht: wie man wegen des Depositeneides<sup>59</sup><i class=""footnote"">Vgl. S. 239 Anm. 1.</i>schuldig ist, wenn man ihn selber ausgesprochen hat, ebenso ist man auch wegen des Zeugniseides schuldig, wenn man ihn selber ausgesprochen hat, und wie es ferner beim Depositeneide einerlei ist, ob er vor Gericht oder außerhalb des Gerichtes geleistet worden ist, ebenso ist es auch beim Zeugniseide einerlei, ob er vor Gericht oder außerhalb des Gerichtes geleistet worden ist."
Shevuot 31a:19,"Die Rabbanan aber sind der Ansicht, man vergleiche sie zwar, lasse aber [das Gefolgerte] bei seiner ursprünglichen Bestimmung: wie man wegen des Depositeneides schuldig ist, wenn man ihn selber ausgesprochen hat, ebenso ist man auch wegen des Zeugniseides schuldig, wenn man ihn selber ausgesprochen hat, man lasse aber [das Gefolgerte] bei seiner ursprünglichen Bestimmung: wie man, wenn man von anderen beschworen wird, nur dann schuldig ist, wenn dies vor Gericht erfolgt ist, nicht aber, wenn außerhalb des Gerichtes, ebenso ist man auch, wenn man den Eid selber ausgesprochen hat, nur dann schuldig, wenn dies vor Gericht erfolgt ist, nicht aber, wenn außerhalb des Gerichtes."
Shevuot 31b:1,"R. Papa erwiderte ihnen: Würden die Rabbanan es vom Depositeneide gefolgert haben, so würden alle übereingestimmt haben, daß man sie in jeder Hinsicht vergleiche,"
Shevuot 31b:2,"aber die Rabbanan folgern es vielmehr [durch einen Schluß] vom Leichteren auf das Schwerere: wenn man schuldig ist, wenn man von einem anderen beschworen wird, um wieviel mehr, wenn man den Eid selber ausspricht;"
Shevuot 31b:3,"und da sie ihn [durch einen Schluß] vom Leichteren auf das Schwerere folgern, so genügt es, wenn das, was gefolgert wird, dem gleicht, wovon gefolgert wird: wie man, wenn man von anderen beschworen wird, nur dann schuldig ist, wenn dies vor Gericht erfolgt ist, nicht aber, wenn außerhalb des Gerichtes, ebenso ist man, wenn man den Eid selber ausspricht, nur dann schuldig, wenn dies vor Gericht erfolgt ist, nicht aber, wenn außerhalb des Gerichtes."
Shevuot 31b:4,"Die Jünger entgegneten R. Papa: Wieso kannst du sagen, daß ihr Streit nicht darin bestehe, ob man bei einer Vergleichung die Dinge in jeder Hinsicht vergleiche, vom Depositeneide haben wir ja gelernt: Der Depositeneid gilt bei Männern und bei Frauen, bei Fremden und bei Verwandten, bei [als Zeugen] Zulässigen und Unzulässigen, vor Gericht und außerhalb des Gerichtes, wenn der Eid aus seinem Munde kommt; wenn aber aus dem Munde anderer, so ist er nur dann schuldig, wenn er vor Gericht geleugnet hat – so R. Meír. Die Weisen sagen: Einerlei ob aus seinem Munde oder aus dem Munde anderer, sobald er geleugnet hat, ist er schuldig."
Shevuot 31b:5,"Woher entnehmen nun die Rabbanan, daß man wegen des Depositeneides schuldig ist, wenn man von einem anderen beschworen<sup>60</sup><i class=""footnote"">In der Schrift (Lev. 5,21ff.) wird beim Depositeneide nur von dem Falle gesprochen, wenn der Beklagte selber den Eid leistet.</i>wird? Doch wohl vom Zeugniseide. Hieraus ist somit zu entnehmen, daß ihr Streit darin bestehe, ob die Dinge in jeder Hinsicht zu vergleichen sind. –"
Shevuot 31b:6,"Hieraus geht dies hervor, aus jener Lehre aber nicht."
Shevuot 31b:7,"S<small>IE SIND SCHULDIG BEI</small> V<small>ORSÄTZLICHKEIT HINSICHTLICH DES</small> E<small>IDES</small>. Woher dies? – Die Rabbanan lehrten: Bei allen<sup>61</sup><i class=""footnote"">Im Abschnitte vom auf- und absteigenden Opfer (Lev. 5,1ff.) genannten Vergehen.</i>heißt es <i>entfällt</i>, und hierbei<sup>62</sup><i class=""footnote"">Beim Zeugniseid.</i>heißt es nicht <i>entfällt</i>, [dies lehrt,] daß man bei Vorsätzlichkeit wie hei Unvorsätzlichkeit schuldig sei."
Shevuot 31b:8,"B<small>EI</small> U<small>NVORSÄTZLICHKEIT HINSICHTLICH DESSEN UND</small> V<small>ORSÄTZLICHKEIT HINSICHTLICH DES</small> Z<small>EUGNISSES</small>. Was heißt beispielsweise Unvorsätzlichkeit bei Vorsätzlichkeit hinsichtlich des Zeugnisses? R. Jehuda erwiderte im Namen Rabhs: Wenn einer sagt, er wisse, daß dieser Eid verboten sei, wisse aber nicht, ob man deswegen ein Opfer schuldig sei oder nicht."
Shevuot 31b:9,"N<small>ICHT ABER, WENN AUCH IN DIESER</small> H<small>INSICHT</small> U<small>NVORSÄTZLICHKEIT VORLAG</small>. Diese allein<sup>63</sup><i class=""footnote"">Das W. גרידתא ist wahrsch. eine Glosse; weiter Fol. 36b ist es, allerdings nur in den Ausgaben, sogar in den Mišnatext eingeschoben worden.</i>. Wir lernen also das, was R. Kahana und R. Asi gesagt<sup>64</sup><i class=""footnote"">Über den Fall, wenn Unvorsätzlichkeit hinsichtlich des Eides vorlag; cf. supra Fol. 26a.</i> haben!? –"
Shevuot 31b:10,"Nein, obgleich unsere Mišna dies lehrt, so ist jenes nötig; man könnte glauben, nur hierbei, wo es nicht <i>entfällt</i> heißt, gleicht das Unvorsätzliche dem Vorsätzlichen, dort<sup>65</sup><i class=""footnote"">Beim Bekräftigungsschwure.</i>aber, wo es <i>entfällt</i> heißt, gelte es von jeder Unvorsätzlichkeit, so lehren sie uns."
Shevuot 31b:11,"<sup>iii</sup> <b>W</b><small>ELCHER HEISST EIN</small> Z<small>EUGNISEID?</small> W<small>ENN JEMAND ZU ZWEIEN GESAGT HAT: KOMMT UND LEGT FÜR MICH</small> Z<small>EUGNIS AB</small>, [<small>UND SIE IHM ERWIDERT HABEN</small>:] <small>EIN</small> S<small>CHWUR, DASS WIR FÜR DICH NICHTS ZU BEKUNDEN WISSEN, ODER WENN SIE IHM ERWIDERT HABEN: WIR WISSEN FÜR DICH NICHTS ZU BEKUNDEN</small>, [<small>UND ALS ER ZU IHNEN SAGTE</small>:] <small>ICH BESCHWÖRE EUCH, SIE</small> ‘A<small>MEN</small>’ <small>SAGTEN, SO SIND SIE SCHULDIG</small><sup>66</sup><i class=""footnote"">Wenn der Schwur falsch war.</i>."
Shevuot 31b:12,"W<small>ENN ER SIE AUSSERHALB DES</small> G<small>ERICHTES FÜNFMAL BESCHWOREN HAT, UND SIE DARAUF VOR</small> G<small>ERICHT EINGESTANDEN HABEN, SO SIND SIE FREI, WENN SIE ABER GELEUGNET HABEN, SO SIND SIE WEGEN EINES JEDEN</small> [S<small>CHWURES</small>] <small>BESONDERS SCHULDIG</small>. W<small>ENN ER SIE VOR</small> G<small>ERICHT FÜNFMAL BESCHWOREN HAT, UND SIE GELEUGNET HABEN, SO SIND SIE NUR EINMAL SCHULDIG</small>. R. Š<small>IMO͑N SAGTE</small>: A<small>US WELCHEM</small> G<small>RUNDE?</small> W<small>EIL SIE NICHT MEHR EINGESTEHEN</small><sup>67</sup><i class=""footnote"">Das vor Gericht abgelegte Zeugnis kann nicht mehr widerrufen werden.</i><small>KONNTEN</small>."
Shevuot 31b:13,"<sup>iv</sup> H<small>ABEN BEIDE ZUSAMMEN GELEUGNET, SO SIND BEIDE SCHULDIG, WENN ABER NACHEINANDER, SO IST DER ERSTE SCHULDIG UND DER ANDERE FREI</small><sup>68</sup><i class=""footnote"">Leugnet der erste, so ist der andere nicht mehr in der Lage, Zeugnis abzulegen.</i>; <small>HAT EINER GELEUGNET UND DER ANDERE EINGESTANDEN, SO IST DER</small> L<small>EUGNENDE SCHULDIG</small>."
Shevuot 31b:14,"W<small>ENN ES ZWEI</small> Z<small>EUGENPARTIEN SIND, UND ZUERST DIE EINE UND NACHHER DIE ANDERE LEUGNETE, SO SIND BEIDE SCHULDIG, WEIL DAS</small> Z<small>EUGNIS DURCH JEDE VON BEIDEN BESTEHEN KÖNNTE</small>."
Shevuot 31b:15,"GEMARA. Šemuél sagte: Wenn [die Zeugen] zu ihm, als sie sahen, daß er ihnen nachläuft, sprachen: weshalb läufst du uns nach, wir schwören, daß wir für dich nichts zu bekunden wissen, so sind sie frei; nur wenn sie von ihm [eine Aufforderung] gehört haben<sup>69</sup><i class=""footnote"">Sind sie schuldig.</i>. – Was neues lehrt er uns da, dies haben wir ja gelernt: Wenn er zu ihnen seinen Diener schickte, oder wenn der Beklagte zu ihnen sprach: ich beschwöre euch, daß ihr, wenn ihr für ihn Zeugnis ablegen könnt, dies tun sollt, so sind sie frei; nur dann,"
Shevuot 32a:1,"wenn sie es vom Kläger gehört haben<sup>69</sup><i class=""footnote"">Sind sie schuldig.</i>!? –"
Shevuot 32a:2,"Der Fall, wenn er ihnen nachläuft, ist nötig; man könnte nämlich glauben, wenn er ihnen nachläuft, sei es ebenso, als hätte er sie aufgefordert, so lehrt er uns. –"
Shevuot 32a:3,"Aber auch diesen Fall haben wir ja gelernt: Welcher heißt ein Zeugniseid? Wenn jemand zu zweien gesagt hat: kommt und legt für mich Zeugnis ab, [und sie ihm erwidert haben:] ein Schwur &amp;c. Also nur dann, wenn er zu ihnen gesprochen hat, sonst aber nicht!? –"
Shevuot 32a:4,Das ‘gesagt’ ist nicht genau zu nehmen;
Shevuot 32a:5,"wieso wird, wenn du nicht so erklären wolltest, vom Depositeneide gelehrt, daß dieser in dem Falle gilt, wenn er zu ihm gesagt hat: gib mir das Depositum, das ich bei dir habe, wonach zu erklären wäre,"
Shevuot 32a:6,"nur wenn er zu ihm gesagt hat, sonst aber nicht,"
Shevuot 32a:7,"es heißt ja:<sup>70</sup><i class=""footnote"">Lev. 5,21.</i><i>und er seinem Nächsten ableugnet</i>, in jedem Falle!? Du mußt also erklären, das ‘gesagt’ sei nicht genau zu nehmen, ebenso ist es auch hierbei nicht genau zu nehmen. – Was soll dies; einleuchtend ist es, wenn du sagst, dort sei das ‘gesagt’ genau zu nehmen, denn deshalb eben lehrt er es hier wiederum, wozu aber braucht er es zweimal zu lehren, wenn du sagst, das ‘gesagt’ sei weder hier noch dort genau zu nehmen!? –"
Shevuot 32a:8,"Vielleicht lehrt er nur den gewöhnlichen Lauf<sup>71</sup><i class=""footnote"">Gewöhnlich pflegt der Kläger die Zeugen aufzufordern, für ihn Zeugnis abzulegen.</i>der Dinge."
Shevuot 32a:9,"Übereinstimmend mit Šemuél wird auch gelehrt: Wenn [die Zeugen] zu ihm, als sie ihn ihnen nachkommen sahen, sprachen: weshalb gehst du uns nach, ein Schwur, daß wir für dich nichts zu bekunden wissen, so sind sie frei; beim Depositeneide ist er auch in diesem Falle schuldig<sup>72</sup><i class=""footnote"">Wenn der Beklagte unaufgefordert schwört, so ist er dennoch schuldig.</i>."
Shevuot 32a:10,W<small>ENN ER SIE FÜNFMAL BESCHWOREN HAT</small> &amp;<small>C</small>.
Shevuot 32a:11,"Woher, daß man nur wegen des Leugnern vor Gericht schuldig sei, nicht aber wegen des Leugnens außerhalb des Gerichtes?"
Shevuot 32a:12,"Abajje erwiderte: Die Schrift sagt:<sup>73</sup><i class=""footnote"">Lev. 5,1.</i><i>wenn er nicht anzeigt, so trägt er seine Schuld</i>, dies gilt also nur von dem Falle, wenn durch die Aussage von diesem jener zur Zahlung verurteilt<sup>74</sup><i class=""footnote"">Also nur vor Gericht.</i>wird."
Shevuot 32a:13,"R. Papa sprach zu Abajje: Demnach sollte man doch wegen des Eides selbst nur dann [schuldig sein], wenn er vor Gericht geleistet worden ist, nicht aber wenn außerhalb des Gerichtes!? –"
Shevuot 32a:14,"Dies ist nicht einleuchtend, denn es wird gelehrt:<sup>75</sup><i class=""footnote"">Lev. 5,4.</i><i>Wegen eines</i>, dies lehrt, daß man wegen eines jeden besonders schuldig sei. Wenn man nun sagen wollte, nur wenn vor Gericht, wieso könnte er wegen eines jeden besonders schuldig sein, wir haben ja gelernt, wenn er sie fünfmal vor Gericht beschworen hat und sie geleugnet haben, seien sie nur einmal schuldig, und R. Šimo͑n erklärte, aus dem Grunde, weil sie es nicht mehr eingestehen konnten. Vielmehr ist hieraus zu entnehmen: wegen des Eides, wenn außerhalb des Gerichtes, und wegen des Leugnens, wenn vor Gericht."
Shevuot 32a:15,"H<small>ABEN BEIDE ZUSAMMEN GELEUGNET, SO SIND SIE SCHULDIG</small>. Es<sup>76</sup><i class=""footnote"">Das Leugnen beider Zeugen.</i>kann ja nicht genau gleichzeitig erfolgen!?"
Shevuot 32a:16,"R. Ḥisda erwiderte: Hier ist die Ansicht R. Jose des Galiläers vertreten, welcher sagt<sup>77</sup><i class=""footnote"">Cf. Bek. Fol. 17a.</i>, es könne wohl genau gleichzeitig erfolgen."
Shevuot 32a:17,"R. Joḥanan erwiderte: Du kannst auch sagen, hier sei die Ansicht der Rabbanan vertreten, wenn nämlich beide geleugnet haben innerhalb einer Zeit, während welcher man einen Satz aussprechen kann."
Shevuot 32a:18,"R. Aḥa aus Diphte sprach zu Rabina: Merke, eine Zeit, innerhalb welcher man einen Satz aussprechen kann, heißt ja, solange ein Schüler seinen Lehrer begrüßt, wie manche sagen, solange ein Lehrer seinen Schüler<sup>7</sup><i class=""footnote"">Dieser hat 2 Worte: Friede dir; ersterer hat das Wort ‘Meister’ mehr.</i>begrüßt, und [der Satz:] ein Schwur, daß wir für dich nichts zu bekunden wissen, dauert ja viel länger!? Dieser erwiderte: Der eine muß innerhalb der Zeit, während welcher man einen Satz aussprechen kann, seit Beendigung des anderen begonnen haben."
Shevuot 32a:19,"W<small>ENN NACHEINANDER, SO IST DER ERSTE SCHULDIG UND DER ANDERE FREI</small>. Unsere Mišna vertritt also nicht die Ansicht des Autors der folgenden Lehre: Wenn jemand einen einzelnen Zeugen schwören ließ, so ist er<sup>78</sup><i class=""footnote"">Falls er nichts zu wissen falsch geschworen hat.</i> frei, und nach R. Elea͑zar b. R. Šimo͑n schuldig<sup>79</sup><i class=""footnote"">Nach unserer Mišna müßte er frei sein.</i>."
Shevuot 32a:20,"Es wäre anzunehmen, daß ihr Streit in folgendem bestehe: einer ist der Ansicht, ein einzelner Zeuge diene nur dazu, [dem Beklagten] einen Eid aufzuerlegen<sup>80</sup><i class=""footnote"">Somit ist seine Aussage nicht von Belang. In Strafsachen wird ein einzelner Zeuge überhaupt nicht vernommen.</i>, und einer ist der Ansicht, ein einzelner Zeuge diene dazu, um eine Verurteilung herbeizuführen<sup>81</sup><i class=""footnote"">In Zivilsachen wird er vernommen, somit hat seine Aussage Gültigkeit.</i>. –"
Shevuot 32a:21,"Glaubst du<sup>82</sup><i class=""footnote"">Daß man selbst nach RE. durch einen einzelnen Zeugen zu einer Geldzahlung verurteilt werden könne.</i>: Abajje sagte ja, daß alle bei einem Zeugen über eine Ehebruchsverdächtigte<sup>83</sup><i class=""footnote"">Wenn sie trotz der Verwarnung ihres Ehemannes sich mit einem fremden Manne einschließt; cf. Num. 5,12ff.</i>übereinstimmen, daß alle bei den Zeugen über eine Ehebruchsverdächtigte übereinstimmen, daß sie über die Zeugen über eine Ehebruchsverdächtigte streiten, daß alle bei einem einzelnen Zeugen übereinstimmen, und daß alle übereinstimmen bei einem Zeugen in einem Falle, wenn der Gegner eidesverdächtig ist."
Shevuot 32a:22,"Alle sind vielmehr der Ansicht, ein einzelner Zeuge diene nur dazu, einen Eid aufzuerlegen, und ihr Streit besteht in folgendem: einer ist der Ansicht, was Geld verursacht<sup>84</sup><i class=""footnote"">Und dies ist bei der Eidesleistung der Fall; vgl. Bd. VII S. 364 Anm. 292. Da dadurch eine Zahlung erwirkt wird, so gleicht dies einer Verurteilung zur Zahlung.</i>, gleiche dem Gelde, und einer ist der Ansicht, es gleiche nicht dem Gelde."
Shevuot 32a:23,"Der Text. Abajje sagte: Alle stimmen überein bei einem Zeugen über eine Ehebruchsverdächtigte, alle stimmen überein bei den Zeugen über eine Ehebruchsverdächtigte, sie streiten über die Zeugen über eine Ehebruchsverdächtigte, alle stimmen überein bei einem einzelnen Zeugen, und alle stimmen überein bei einem Zeugen in dem Falle, wenn der Gegner eidesverdächtig ist."
Shevuot 32a:24,"Alle stimmen überein bei einem Zeugen über eine Ehebruchsverdächtigte, daß er schuldig<sup>85</sup><i class=""footnote"">Wenn er sein Zeugnis leugnet.</i>ist, wenn er die Verunreinigung bekunden<sup>86</sup><i class=""footnote"">Bei der Ehebruchsverdächtigten müssen 2 Handlungen durch je 2 Zeugen bekundet werden: die Warnung, sich mit einem fremden Manne nicht abzuschließen, u. die Abschließung; durch diese Bekundungen gilt sie als ehebruchsverdächtigt u. muß das Fluchwasser (cf. Num. 5,17ff.) trinken. Wird bekundet, daß sie Ehebruch begangen hat, wofür die Aussage eines einzelnen Zeugen genügt, so wird sie vom Manne geschieden u. erhält keine Morgengabe. Diese Zahlung hängt also von der Aussage des einzelnen Zeugen ab; durch das Verschweigen verursacht er dem Kläger einen Geldschaden u. ist daher schuldig.</i>sollte, weil der Allbarmherzige ihm glaubte, denn es heißt:<sup>87</sup><i class=""footnote"">Num. 5,13.</i><i>und kein Zeuge wider sie vorhanden ist</i>, irgend einer."
Shevuot 32a:25,"Alle stimmen überein bei den Zeugen über eine Ehebruchsverdächtigte, daß sie frei sind, wenn sie die Verwarnung bekunden sollten, denn diese erwirken nur die Veranlassung<sup>88</sup><i class=""footnote"">Um einen Verlust der Morgengabe herbeizuführen, müssen noch 2 Handlungen bekundet werden.</i>zu einer Veranlassung."
