Ref,Text
Chullin 68b:18,"מַאי בֵּינַיְיהוּ? אִיכָּא בֵּינַיְיהוּ, לְמֵיסַר מִיעוּט אֵבֶר שֶׁבִּפְנִים: —"
Chullin 68b:19,"אִיבַּעְיָא לְהוּ: לְדִבְרֵי הָאוֹמֵר אֵין לֵידָה לְאֵבָרִים, הוֹצִיא הָעוּבָּר אֶת יָדוֹ וְהֶחְזִירָהּ, וְחָזַר וְהוֹצִיא אֶת יָדוֹ וְהֶחְזִירָהּ, עַד שֶׁהִשְׁלִימוֹ לְרוּבּוֹ, מַהוּ? מִי אָמְרִינַן הָא נְפַק לֵיהּ רוּבָּא. אוֹ דִלְמָא: כֵּיוָן דַּהֲדַר הָדַר? —"
Chullin 68b:20,"אִם תִּמְצֵי לוֹמַר כֵּיוָן דַּהֲדַר הָדַר: הוֹצִיא עוּבָּר אֶת יָדוֹ וַחֲתָכָהּ, וְחָזַר וְהוֹצִיא אֶת יָדוֹ וַחֲתָכָהּ, עַד שֶׁהִשְׁלִימוֹ לְרוּבּוֹ, מַהוּ? מִי אָמְרִינַן הָא נָפֵיק לֵיהּ רוּבָּא. אוֹ דִלְמָא: רוּבָּא בְּבַת אַחַת בָּעֵינַן?"
Chullin 68b:21,תָּא שְׁמַע:
Chullin 69a:1,"זֶה הַכְּלָל: דָּבָר שֶׁגּוּפָהּ אָסוּר. וְשֶׁאֵינָהּ גּוּפָהּ, — מוּתָּר: שֶׁאֵין גּוּפָהּ, לְאֵתוֹיֵי מַאי? לָאו לְאֵתוֹיֵי כְּהַאי גַּוְנָא?"
Chullin 69a:2,"לָא, לְאֵתוֹיֵי קָלוּט בִּמְעֵי פָּרָה. וְאַלִּיבָּא דְּרַבִּי שִׁמְעוֹן. דְּאַף עַל גַּב דְּאָמַר רַבִּי שִׁמְעוֹן: קָלוּט בֶּן פָּרָה אָסוּר, — הָנֵי מִילֵּי הֵיכָא דְּיָצָא לַאֲוִיר הָעוֹלָם, אֲבָל בִּמְעֵי אִמּוֹ — שְׁרֵי."
Chullin 69a:3,"בָּעֵי רַב חֲנַנְיָא: הוֹצִיא עוּבָּר אֶת יָדוֹ בָּעֲזָרָה, מַהוּ? מִגּוֹ דְּהָוֵי מְחִיצָה לְגַבֵּי קָדָשִׁים, — הָוֵי נָמֵי לְגַבֵּי דְּהַאי. — אוֹ דִלְמָא: לְגַבֵּי דְּהַאי לָאו מְחִיצָה הִיא, דִּמְחִיצַת עוּבָּר — אִמּוֹ הִיא? —"
Chullin 69a:4,"אֲמַר לֵיהּ אַבָּיֵי: וְתִבְּעֵי לָךְ קָדָשִׁים קַלִּים בִּירוּשָׁלַיִם? קָדָשִׁים קַלִּים בִּירוּשָׁלַיִם מַאי טַעְמָא לָא קָא מִיבַּעְיָא לָךְ — דִּמְחִיצַת עוּבָּר — אִמּוֹ הִוא, הָכָא נָמֵי: מְחִיצַת עוּבָּר אִמּוֹ הִוא."
Chullin 69a:5,"בָּעֵי אִילְפָא: הוֹצִיא עוּבָּר אֶת יָדוֹ בֵּין סִימָן לְסִימָן, מַהוּ?"
Chullin 69a:6,"מִי מִצְטָרֵף סִימָן רִאשׁוֹן לְסִימָן שֵׁנִי לְטַהוֹרֵיהּ מִידֵי נְבֵלָה, אוֹ לָא? אָמַר רָבָא: קַל וָחוֹמֶר, אִם הוֹעִיל לוֹ סִימָן רִאשׁוֹן לְסִימָן שֵׁנִי לְהַתִּירוֹ בַּאֲכִילָה, לֹא יוֹעִיל לוֹ לְטַהוֹרֵיהּ מִידֵי נְבֵלָה?"
Chullin 69a:7,בָּעֵי רַבִּי יִרְמְיָה: מַהוּ לָחוֹשׁ לְזַרְעוֹ?
Chullin 69a:8,"הֵיכִי דָמֵי? אִילֵּימָא דַּאֲזַל אַבְּהֵמָה מְעַלַּיְיתָא, מַאי אִירְיָא הַאי דְּאִית בֵּיהּ אִיסּוּר יוֹצֵא?"
Chullin 69a:9,"אֲפִילּוּ בֶּן פְּקוּעָה דְּעָלְמָא, — נָמֵי. דְּאָמַר רַב מְשַׁרְשְׁיָא, לְדִבְרֵי הָאוֹמֵר: חוֹשְׁשִׁין לְזֶרַע הָאָב, בֶּן פְּקוּעָה הַבָּא עַל בְּהֵמָה מְעַלַּיְיתָא — הַוָּלָד אֵין לוֹ תַּקָּנָה! —"
Chullin 69a:10,"לָא צְרִיכָא דַּאֲזַל, אַבֶּן פְּקוּעָה דִּכְווֹתֵיהּ: מַאי? אֵבֶר מוֹלִיד אֵבֶר, וְחָתֵיךְ לֵיהּ וּשְׁרֵי. אוֹ דִלְמָא מִבַּלְבַּל זַרְעֵיהּ?"
Chullin 69a:11,"הֲדַר אָמַר: פְּשִׁיטָא דְּמִבַּלְבַּל זַרְעֵיהּ, דְּאִם כֵּן, סוֹמֵא יִוָּלֵד סוֹמֵא, וְקִיטֵּעַ יִוָּלֵד קִיטֵּעַ!"
Chullin 69a:12,"אֶלָּא פְּשִׁיטָא דְּמִבַּלְבַּל זַרְעֵיהּ, וְהָכִי קָמִיבַּעְיָא לַן: בְּהֵמָה בְּעָלְמָא, לָאו מִכֹּחַ חֵלֶב וָדָם קָאָתְיָא, וְשָׁרְיָא? הָכָא נָמֵי לָא שְׁנָא. — אוֹ דִלְמָא: תְּרֵי אִיסּוּרֵי אָמְרִינַן, תְּלָתָא לָא אָמְרִינַן?"
Chullin 69a:13,"וּלְמַאן? אִי לְרַבִּי מֵאִיר — אִיסּוּר חֵלֶב וָדָם אִיכָּא, אִיסּוּר יוֹצֵא לֵיכָּא."
Chullin 69a:14,"אִי לְרַבִּי יְהוּדָה — אִיסּוּר יוֹצֵא אִיכָּא, אִיסּוּר חֵלֶב וָדָם לֵיכָּא?"
Chullin 69a:15,"דִּתְנַן: גִּיד הַנָּשֶׁה נוֹהֵג בַּשְּׁלִיל, וְחֶלְבּוֹ אָסוּר, דִּבְרֵי רַבִּי מֵאִיר. — רַבִּי יְהוּדָה אוֹמֵר: אֵין נוֹהֵג בַּשְּׁלִיל, וְחֶלְבּוֹ מוּתָּר. —"
Chullin 69a:16,"אֶלָּא, כֹּל מִכֹּחַ — לָא אָמְרִינַן, דִּשְׁרֵי."
Chullin 69a:17,"וְהָכִי קָמִיבַּעְיָא לַן: מַהוּ לִגְמוֹעַ אֶת חֶלְבּוֹ? חֵלֶב דְּעָלְמָא, לָא כְּאֵבֶר מִן הַחַי דָּמֵי, וּשְׁרֵי? הַאי נָמֵי לָא שְׁנָא. —"
Chullin 69a:18,"אוֹ דִלְמָא: הָתָם, אִית לֵיהּ תַּקַּנְתָּא לְאִיסּוּרֵיהּ — בִּשְׁחִיטָה. הָכָא, — לֵית לֵיהּ תַּקַּנְתָּא לְאִיסּוּרֵיהּ בִּשְׁחִיטָה? תֵּיקוּ."
Chullin 69a:19,"חוֹתֵךְ מֵעוּבָּר: — וְכוּ' מְנָלַן? ""דִּכְתִיב: ""וְכׇל בְּהֵמָה מַפְרֶסֶת פַּרְסָה, וְגוֹ' בְּהֵמָה"". בַּבְּהֵמָה לְרַבּוֹת אֶת הַוָּלָד."
Chullin 69a:20,אֶלָּא מֵעַתָּה: — יָמִירוּ בּוֹ! —
Chullin 69a:21,"אַלְּמָה תְּנַן: אֵין מְמִירִין לֹא אֵבָרִין בְּעוּבָּרִין, — וְלֹא עוּבָּרִין בְּאֵבָרִין. וְלֹא אֵבָרִין וְעוּבָּרִין בִּשְׁלֵמִין, וְלֹא שְׁלֵמִין בָּהֶן!"
Chullin 69a:22,"אֶלָּא, אָמַר קְרָא: ""וְכׇל בְּהֵמָה. לְרַבּוֹת אֶת, הַוָּלָד."
Chullin 69a:23,"אִי הָכִי, אֲפִילּוּ חוֹתֵךְ מִן הַטְּחוֹל וּמִן הַכְּלָיוֹת נָמֵי! אַלְּמָה תְּנַן: חוֹתֵךְ מִן הָעוּבָּר שֶׁבְּמֵעֶיהָ — מוּתָּר בַּאֲכִילָה, מִן הַטְּחוֹל וּמִן הַכְּלָיוֹת — אָסוּר בַּאֲכִילָה? אָמַר קְרָא: אוֹתָהּ — שְׁלֵמָה וְלֹא חֲסֵרָה."
Chullin 69a:24,"אֶלָּא מֵעַתָּה, הַשּׁוֹחֵט אֶת הַבְּהֵמָה וּמָצָא בָּהּ דְּמוּת יוֹנָה — תִּשְׁתְּרֵי! אַלְּמָה אָמַר רַבִּי יוֹחָנָן: הַשּׁוֹחֵט אֶת הַבְּהֵמָה וּמָצָא בָּהּ דְּמוּת יוֹנָה — אֲסוּרָ[ה] בַּאֲכִילָה?"
Chullin 69b:1,"בָּעֵינָא פְּרָסוֹת, וְלֵיכָּא."
Chullin 69b:2,אֶלָּא מֵעַתָּה קָלוּט בִּמְעֵי פָּרָה לִיתְּסַר הָא תָּנָא דְּבֵי רַבִּי יִשְׁמָעֵאל כְּרַבִּי שִׁמְעוֹן בֶּן יוֹחַי פַּרְסָה בַּבְּהֵמָה תֹּאכֵלוּ
Chullin 69b:3,"רַב שִׁימִי בַּר אָשֵׁי אָמַר: לְעוֹלָם כִּדְקָאָמְרַתְּ מֵעִיקָּרָא. וּדְקָא קַשְׁיָא לָךְ: אֵין מְמִירִין, הָא מַנִּי? רַבִּי שִׁמְעוֹן הִיא, דְּמַקֵּישׁ תְּמוּרָה לְמַעֲשֵׂר: מָה מַעֲשֵׂר אֵינוֹ נוֹהֵג בָּאֵבָרִים וְעוּבָּרִים: — אַף תְּמוּרָה אֵינָהּ נוֹהֶגֶת בָּאֵבָרִים וְעוּבָּרִים."
Chullin 69b:4,"וּמְנָא תֵּימְרָא? דִּתְנַן, אָמַר רַבִּי יוֹסֵי: וַהֲלֹא בְּמוּקְדָּשִׁים, הָאוֹמֵר: ""רַגְלָהּ שֶׁל זוֹ עוֹלָה"" — כּוּלָּהּ עוֹלָה. אַף, ""כְּשֶׁיֹּאמַר: רֶגֶל שֶׁל זוֹ תַּחַת"" זוֹ — תְּהֵא כּוּלָּהּ, תְּמוּרָה תַּחְתֶּיהָ. —"
Chullin 69b:5,"לְמַאן קָא מַהְדַּר לֵיהּ? אִילֵּימָא לְרַבִּי מֵאִיר וְרַבִּי יְהוּדָה, מִי אִית לְהוּ הַאי סְבָרָא? וְהָתַנְיָא: יָכוֹל הָאוֹמֵר ""רַגְלָהּ שֶׁל זוֹ עוֹלָה"" — תְּהֵא כּוּלָּהּ עוֹלָה? תַּלְמוּד לוֹמַר: כֹּל אֲשֶׁר יִתֵּן מִמֶּנּוּ לַה' יִהְיֶה"" קֹּדֶשׁ: מִמֶּנּוּ קֹדֶשׁ — וְלֹא כּוּלּוֹ קֹדֶשׁ."
Chullin 69b:6,"יָכוֹל, תֵּצֵא לְחוּלִּין? תַּלְמוּד לוֹמַר: ""יִהְיֶה — בַּהֲוָיָיתָהּ תְּהֵא. הָא כֵּיצַד? תִּמָּכֵר לְצׇרְכֵי עוֹלוֹת, וְדָמֶיהָ חוּלִּין, חוּץ מִדְּמֵי אֵבֶר שֶׁבָּהּ, דִּבְרֵי רַבִּי מֵאִיר וְרַבִּי יְהוּדָה."
Chullin 69b:7,"רַבִּי יוֹסֵי וְרַבִּי שִׁמְעוֹן אוֹמְרִים: מִנַּיִן לָאוֹמֵר ""רַגְלָהּ שֶׁל זוֹ עוֹלָה"" — תְּהֵא כּוּלָּהּ עוֹלָה? תַּלְמוּד ""לוֹמַר: יִהְיֶה — לְרַבּוֹת אֶת כּוּלָּהּ."
Chullin 69b:8,לְמַאן אִי לְרַבִּי מֵאִיר וְרַבִּי יְהוּדָה — מִי אִית לְהוּ הַאי סְבָרָא? אֶלָּא לָאו לְרַבִּי שִׁמְעוֹן?
Chullin 69b:9,לָא: — רַבִּי יוֹסֵי טַעְמָא דְנַפְשֵׁיהּ קָאָמַר.
Chullin 69b:10,"מַתְנִי' הַמְבַכֶּרֶת, הַמְקַשָּׁה לֵילֵד, — מְחַתֵּךְ אֵבֶר אֵבֶר, וּמַשְׁלִיךְ לִכְלָבִים. יָצָא רוּבּוֹ, — הֲרֵי זֶה יִקָּבֵר. וְנִפְטֶרֶת מִן הַבְּכוֹרָה."
Chullin 69b:11,"גְּמָ' אִתְּמַר: יָצָא שְׁלִישׁ, וּמְכָרוֹ לְגוֹי, וְחָזַר וְיָצָא שְׁלִישׁ אַחֵר, — רַב הוּנָא אָמַר: קָדוֹשׁ, רַבָּה אָמַר: אֵינוֹ קָדוֹשׁ."
Chullin 69b:12,"רַב הוּנָא אָמַר קָדוֹשׁ, קָסָבַר: — לְמַפְרֵעַ קָדוֹשׁ, וְכֵיוָן דִּנְפַק לֵיהּ רוּבֵּיהּ — אִיגַּלַּאי מִילְּתָא לְמַפְרֵעַ דְּמֵעִיקָּרָא הֲוָה קָדוֹשׁ, וּמַאי דְּזַבֵּין — לֹא כְּלוּם זַבֵּין."
Chullin 69b:13,"רַבָּה אָמַר אֵינוֹ קָדוֹשׁ, קָסָבַר: מִכָּאן וּלְהַבָּא קָדוֹשׁ, וּמַאי דְּזַבֵּין — שַׁפִּיר זַבֵּין. —"
Chullin 69b:14,"וְאָזְדוּ לְטַעְמַיְיהוּ. דְּאִתְּמַר: יָצָא שְׁלִישׁ דֶּרֶךְ דּוֹפֶן, וּשְׁנֵי שְׁלִישֵׁי דֶּרֶךְ רֶחֶם — רַב הוּנָא אָמַר: אֵינוֹ קָדוֹשׁ, רַבָּה אָמַר: קָדוֹשׁ."
Chullin 69b:15,"רַב הוּנָא אָמַר: אֵינוֹ קָדוֹשׁ — רַב הוּנָא לְטַעְמֵיהּ, דְּאָמַר: לְמַפְרֵעַ קָדוֹשׁ. וְרוּבָּא קַמָּא לֵיתֵיהּ בְּרֶחֶם. רַבָּה אָמַר: קָדוֹשׁ — רַבָּה לְטַעְמֵיהּ, דְּאָמַר: מִכָּאן וּלְהַבָּא קָדוֹשׁ. וְרוּבָּא — דֶּרֶךְ רֶחֶם נָפֵיק."
Chullin 69b:16,"וּצְרִיכָא. דְּאִי אַשְׁמְעִינַן בְּהָא: בְּהָא קָאָמַר רַב הוּנָא, מִשּׁוּם, דִּלְקוּלָּא. אֲבָל בְּהָךְ, דִּלְחוּמְרָא, — אֵימָא מוֹדֵי לֵיהּ לְרַבָּה."
Chullin 70a:1,"וְאִי אִתְּמַר בְּהָא: בְּהָא קָאָמַר רַבָּה. אֲבָל בְּהָא, — אֵימָא מוֹדֵי לֵיהּ לְרַב הוּנָא, צְרִיכָא."
Chullin 70a:2,"תְּנַן: הַמְבַכֶּרֶת הַמְקַשָּׁה לֵילֵד — מְחַתֵּךְ אֵבֶר אֵבֶר וּמַשְׁלִיךְ לִכְלָבִים. מַאי לָאו מְחַתֵּךְ וּמַנִּיחַ? וְאִי אָמְרַתְּ לְמַפְרֵעַ הוּא קָדוֹשׁ, יִקָּבֵר מִיבְּעֵי לֵיהּ!"
Chullin 70a:3,"לָא, הָכָא בְּמַאי עָסְקִינַן? בִּמְחַתֵּךְ וּמַשְׁלִיךְ."
Chullin 70a:4,"אֲבָל מְחַתֵּךְ וּמַנִּיחַ, מַאי, יִקָּבֵר? אַדִּתְנָא סֵיפָא: יָצָא רוּבּוֹ — יִקָּבֵר, וְנִפְטְרָה מִן הַבְּכוֹרָה — לִיפְלוֹג וְלִיתְנֵי בְּדִידֵיהּ: בַּמֶּה דְּבָרִים אֲמוּרִים? בִּמְחַתֵּךְ וּמַשְׁלִיךְ אֵבֶר אֵבֶר, אֲבָל מְחַתֵּךְ וּמַנִּיחַ — יִקָּבֵר!"
Chullin 70a:5,"הָכִי נָמֵי קָאָמַר: בַּמֶּה דְּבָרִים אֲמוּרִים? בִּמְחַתֵּךְ וּמַשְׁלִיךְ, אֲבָל מְחַתֵּךְ וּמַנִּיחַ — נַעֲשָׂה כְּמִי שֶׁיָּצָא רוּבּוֹ, וְיִקָּבֵר."
Chullin 70a:6,"בָּעֵי רָבָא: הָלְכוּ בְּאֵיבָרִין אַחַר הָרוֹב, אוֹ לֹא הָלְכוּ בְּאֵיבָרִין אַחַר הָרוֹב? הֵיכִי דָּמֵי?"
Chullin 70a:7,"אִילֵּימָא כְּגוֹן שֶׁיָּצָא רוֹב בְּמִיעוּט אֵבֶר, וְקָא מִיבַּעְיָא לֵיהּ: הַאי מִיעוּט דְּבָרַאי, בָּתַר רוֹב דְּאֵבֶר שָׁדֵינַן לֵיהּ, אוֹ בָּתַר רוּבָּא דְּעוּבָּר שָׁדֵינַן לֵיהּ —"
Chullin 70a:8,פְּשִׁיטָא דְּלָא שָׁבְקִינַן רוּבָּא דְּעוּבָּר וְאָזְלִינַן בָּתַר רוֹב אֵבֶר!
Chullin 70a:9,"אֶלָּא כְּגוֹן שֶׁיָּצָא חֶצְיוֹ בְּרוֹב אֵבֶר, וְקָא מִיבַּעְיָא לֵיהּ: הָהוּא מִיעוּט דִּבְגַוַּאי, מַהוּ לְמִישְׁדְּיֵיהּ בָּתַר רוֹב אֵבֶר?"
Chullin 70a:10,"תָּא שָׁמַע: יָצָא רוּבּוֹ — הֲרֵי זֶה יִקָּבֵר. מַאי רוּבּוֹ? אִילֵּימָא רוּבּוֹ מַמָּשׁ, עַד הַשְׁתָּא לָא אַשְׁמְעִינַן דְּרוּבּוֹ כְּכוּלּוֹ?"
Chullin 70a:11,אֶלָּא לָאו כְּגוֹן שֶׁיָּצָא חֶצְיוֹ בְּרוֹב אֵבֶר?
Chullin 70a:12,"לָא, כְּגוֹן שֶׁיָּצָא רוּבּוֹ בְּמִיעוּט אֵבֶר, וְקָא מַשְׁמַע לַן: דְּלָא שָׁבְקִינַן רוּבּוֹ דְּעוּבָּר דִּבְהֵמָה, וְאָזְלִינַן בָּתַר אֵבֶר."
Chullin 70a:13,"בָּעֵי רָבָא: כְּרָכוֹ בְּסִיב, מַהוּ? בְּטַלִּיתוֹ מַהוּ?"
Chullin 70a:14,"בְּשִׁלְיָתוֹ מַהוּ? בְּשִׁלְיָתוֹ? אוֹרְחֵיהּ הוּא! אֶלָּא: בְּשִׁלְיָא אַחֶרֶת, מַהוּ?"
Chullin 70a:15,"כְּרָכַתּוּ וַאֲחָזַתּוּ וְהוֹצִיאַתּוּ, מַהוּ? הֵיכִי דָמֵי? אִי דִּנְפַק דֶּרֶךְ רֵישֵׁיהּ, — פְּטַרְתֵּיהּ! אֶלָּא דִּנְפַק דֶּרֶךְ מַרְגְּלוֹתָיו."
Chullin 70a:16,"בְּלָעַתְהוּ חוּלְדָּה, וְהוֹצִיאַתּוּ, מַהוּ? הוֹצִיאַתּוּ? הָא אַפֵּיקְתֵּיהּ! אֶלָּא: בְּלָעַתּוּ וְהוֹצִיאַתּוּ, וְהִכְנִיסַתּוּ וֶהֱקִיאַתּוּ, וְיָצָא מֵאֵלָיו, מַהוּ?"
Chullin 70a:17,"הִדְבִּיק שְׁנֵי רְחָמִים, וְיָצָא מִזֶּה וְנִכְנַס לָזֶה, מַהוּ? דִּידֵיהּ פָּטַר, דְּלָאו דִּידֵיהּ לָא פָּטַר. אוֹ דִלְמָא דְּלָאו דִּידֵיהּ נָמֵי פָּטַר? תֵּיקוּ."
Chullin 70a:18,"בָּעֵי רַב אַחָא: נִפְתְּחוּ כּוֹתְלֵי בֵּית הָרֶחֶם, מַהוּ? אֲוִיר, רֶחֶם מַקְדִּישׁ, וְהָאִיכָּא, אוֹ דִלְמָא נְגִיעַת רֶחֶם מְקַדְּשָׁה, וְהָא לֵיכָּא?"
Chullin 70a:19,"בָּעֵי מָר בַּר רַב אָשֵׁי: נֶעְקְרוּ כּוֹתְלֵי בֵּית הָרֶחֶם, מַהוּ? נֶעְקְרוּ? לֵיתַנְהוּ! אֶלָּא: נֶעְקְרוּ, וְתָלוּ לֵיהּ בְּצַוְּארֵיהּ מַאי? בִּמְקוֹמָן מְקַדְּשִׁי, שֶׁלֹּא בִּמְקוֹמָן לֹא מְקַדְּשִׁי, אוֹ דִלְמָא שֶׁלֹּא בִּמְקוֹמָן נָמֵי מְקַדְּשִׁי?"
Chullin 70a:20,"בָּעֵי מִינֵּיהּ רַבִּי יִרְמְיָה מֵרַבִּי זֵירָא: נִגְמְמוּ כּוֹתְלֵי בֵּית הָרֶחֶם, מַהוּ? אֲמַר לֵיהּ: קָא נָגְעַתְּ בְּבַעְיָא דְּאִיבַּעְיָא לַן. דְּבָעֵי רַבִּי זֵירָא, וְאָמְרִי לַהּ: בְּעָא מִינֵּיהּ רַבִּי זֵירָא מֵרַבִּי אַסִּי: עוֹמֵד. מְרוּבֶּה עַל הַפָּרוּץ, וְיָצָא דֶּרֶךְ פָּרוּץ, פָּרוּץ מְרוּבֶּה עַל הָעוֹמֵד, וְיָצָא דֶּרֶךְ עוֹמֵד, מַאי?"
Chullin 70a:21,"עַד כָּאן לָא אִיבַּעְיָא לֵיהּ אֶלָּא פָּרוּץ מְרוּבֶּה עַל הָעוֹמֵד, דְּאִיכָּא עוֹמֵד בְּעוֹלָם, אֲבָל נִגְמְמוּ, לָא קָא מִיבַּעְיָא לֵיהּ."
Chullin 70b:1,"מַתְנִי' בְּהֵמָה שֶׁמֵּת עוּבָּרָהּ בְּתוֹךְ, מֵעֶיהָ וְהוֹשִׁיט הָרוֹעֶה אֶת יָדוֹ וְנָגַע, בּוֹ בֵּין בִּבְהֵמָה, טְמֵאָה בֵּין בִּבְהֵמָה — טְהוֹרָה. טָהוֹר רַבִּי יוֹסֵי הַגְּלִילִי: אוֹמֵר בִּטְמֵאָה — טָמֵא, וּבִטְהוֹרָה — טָהוֹר."
Chullin 70b:2,"גְּמָ' מַאי טַעְמָא דְּתַנָּא קַמָּא? אָמַר רַב חִסְדָּא, קַל וָחוֹמֶר: אִם הוֹעִילָה אִמּוֹ לְהַתִּירוֹ בַּאֲכִילָה, לֹא תּוֹעִיל לוֹ לְטַהוֹרֵיהּ מִידֵי נְבֵלָה?"
Chullin 70b:3,"אַשְׁכְּחַן בְּהֵמָה טְהוֹרָה, בְּהֵמָה טְמֵאָה מְנָלַן? אָמַר קְרָא: ""וְכִי יָמוּת מִן הַבְּהֵמָה"" — זוֹ בְּהֵמָה ""טְמֵאָה, אֲשֶׁר הִיא לָכֶם"" לְאׇכְלָה — זוֹ בְּהֵמָה טְהוֹרָה, אִיתַּקַּשׁ בְּהֵמָה טְמֵאָה לִבְהֵמָה טְהוֹרָה, מָה בְּהֵמָה טְהוֹרָה — עוּבָּרָהּ טָהוֹר, אַף בְּהֵמָה טְמֵאָה — עוּבָּרָהּ טָהוֹר."
Chullin 70b:4,"וְרַבִּי יוֹסֵי הַגְּלִילִי, מַאי טַעְמָא? אָמַר רַבִּי יִצְחָק: דְּאָמַר קְרָא: ""וְכׇל הוֹלֵךְ עַל כַּפָּיו בְּכׇל הַחַיָּה הַהֹלֶכֶת, — וְגוֹ' מְהַלְּכֵי כַּפַּיִם בְּחַיָּה טִמֵּאתִי לָךְ."
Chullin 70b:5,"אֶלָּא מֵעַתָּה, קָלוּט, בִּמְעֵי פָרָה — לִיטַמֵּא, דִּמְהַלְּכֵי כַפַּיִם בְּחַיָּה הוּא! מְהַלְּכֵי כַפַּיִם בִּמְהַלְּכֵי אַרְבַּע, וְהַאי — מְהַלְּכֵי אַרְבַּע בִּמְהַלְּכֵי שְׁמֹנֶה הוּא."
Chullin 70b:6,"פָּרָה, בִּמְעֵי גָמָל, — לֹא תְּטַמֵּא, דִּמְהַלְּכֵי שְׁמֹנֶה בִּמְהַלְּכֵי אַרְבַּע ""הוּא""! ""הוֹלֵךְ: וְכׇל"" הוֹלֵךְ — לְרַבּוֹת פָּרָה בִּמְעֵי גָמָל."
Chullin 70b:7,"קָלוּט בִּמְעֵי קְלוּטָה לִיטַמֵּא, דִּמְהַלְּכֵי אַרְבַּע בִּמְהַלְּכֵי אַרְבַּע הוּא! לְהָכִי אַהֲנִי קַל וָחוֹמֶר דְּרַב חִסְדָּא. —"
Chullin 70b:8,"מַתְקֵיף לַהּ רַב אַחָדְבוּי בַּר אַמֵּי: חֲזִיר בִּמְעֵי חֲזִירְתָּא — לָא לִיטַמֵּא, — דִּמְהַלְּכֵי שְׁמֹנֶה בִּמְהַלְּכֵי שְׁמֹנֶה הוּא!"
Chullin 70b:9,"אֶלָּא אָמַר רַב נַחְמָן בַּר יִצְחָק, מֵהָכָא: ""נֶפֶשׁ כִּי תִגַּע בְּכׇל טָמֵא אוֹ בְנִבְלַת חַיָּה טְמֵאָה אוֹ בְּנִבְלַת בְּהֵמָה טְמֵאָה אוֹ בְּנִבְלַת שֶׁרֶץ טָמֵא?"
Chullin 70b:10,"וְכִי נִבְלַת בְּהֵמָה טְמֵאָה מְטַמְּאָה, וּבִטְהוֹרָה לֹא מְטַמְּאָה? אֶלָּא אֵיזֶה זֶה? זֶה עוּבָּר, שֶׁבִּטְמֵאָה טָמֵא, וּבִטְהוֹרָה טָהוֹר."
Chullin 70b:11,"וּמֵאַחַר דְּנָפְקָא לֵיהּ מִדְּרַב נַחְמָן בַּר יִצְחָק, דְּרַבִּי יִצְחָק, לְמָה לִי? אִי לָאו דְּרַבִּי יִצְחָק, הֲוָה אָמֵינָא: כּוּלֵּיהּ לְכִדְרַבִּי הוּא דַּאֲתָא, קָא מַשְׁמַע לַן."
Chullin 70b:12,"תַּנְיָא. אָמַר רַבִּי יוֹנָתָן: נַמְתִּי לוֹ לְבֶן עַזַּאי, לָמַדְנוּ נִבְלַת בְּהֵמָה טְהוֹרָה שֶׁמְּטַמְּאָה וְנִבְלַת בְּהֵמָה טְמֵאָה שֶׁמְּטַמְּאָה נִבְלַת חַיָּה טְמֵאָה שֶׁמְּטַמְּאָה,"
Chullin 70b:13,"נִבְלַת חַיָּה טְהוֹרָה לֹא לָמַדְנוּ מִנַּיִן! נָם לִי: ""כָּל הוֹלֵךְ עַל כַּפָּיו בְּכׇל הַחַיָּה הַהֹלֶכֶת."
Chullin 70b:14,"נַמְתִּי לוֹ: וְכִי נֶאֱמַר ""וְכׇל חַיָּה""? וַהֲלֹא לֹא נֶאֱמַר אֶלָּא: ""בְּכׇל הַחַיָּה"", לִמְהַלְּכֵי כַּפַּיִם בְּחַיָּה הוּא דַּאֲתָא! נָם לִי: וּמָה יִשְׁמָעֵאל אוֹמֵר בְּדָבָר הַזֶּה?"
Chullin 70b:15,"נַמְתִּי לוֹ: ""וְכִי יָמוּת מִן הַבְּהֵמָה"" — זוֹ בְּהֵמָה ""טְמֵאָה, אֲשֶׁר הִיא לָכֶם"" לְאׇכְלָה — זוֹ בְּהֵמָה טְהוֹרָה, לָמַדְנוּ חַיָּה בִּכְלַל בְּהֵמָה, — וּבְהֵמָה בִּכְלַל חַיָּה. —"
Chullin 70b:16,"חַיָּה טְהוֹרָה בִּכְלַל בְּהֵמָה טְהוֹרָה, חַיָּה טְמֵאָה בִּכְלַל בְּהֵמָה טְמֵאָה,"
Chullin 71a:1,"בְּהֵמָה טְמֵאָה בִּכְלַל חַיָּה טְמֵאָה, בְּהֵמָה טְהוֹרָה בִּכְלַל חַיָּה טְהוֹרָה. וּבַלָּשׁוֹן הַזֶּה אָמַר לִי חֲבָל עַל בֶּן עַזַּאי שֶׁלֹּא שִׁימֵּשׁ אֶת רַבִּי יִשְׁמָעֵאל!"
Chullin 71a:2,"חַיָּה בִּכְלַל בְּהֵמָה מְנָלַן? דִּכְתִיב: ""זֹאת הַבְּהֵמָה אֲשֶׁר תֹּאכֵלוּ שׁוֹר שֵׂה כְשָׂבִים וְגוֹ' אַיָּל וּצְבִי וְיַחְמוּר"" וְגוֹ', הָא כֵּיצַד? חַיָּה בִּכְלַל בְּהֵמָה."
