content,base text ref,problem
<b>ופשיט כהאי דתנינן תמן.</b> במנחות פ' התודה:,JTmock Shekalim 4:2:7,
<b>הנסכים שקדשו בכלי.</b> שנתנו בכלי ונמצא הזבח פסול:,JTmock Shekalim 4:2:7,
<b>אם יש שם זבח אחר.</b> שאין לו נסכים יקריב אלו נסכים עמו:,JTmock Shekalim 4:2:7,
"<b>ואם לאו.</b> משקדשו בכלי נפסלו בלינה שמעינן מיהת דאם לא נתקדש בכלי אינו מקודש א""כ ה""ה בירוצי יבש אינן קדושים:",JTmock Shekalim 4:3:1,
"מתני' <b>מותר הקטרת.</b> הנותר בכל שנה שאין לך שנה שאין בה מותר שהקטורת היתה שס""ח מנים שס""ה כמנין ימות החמה וג' מנין שמהם מכניס כהן גדול מלא חפניו ביוה""כ ולא היו נכנסים כולן בחפניו ועוד בכל שנה פשוטה היה מותר ששנת פשוטה ימיה שנ""ד:",JTmock Shekalim 4:3:1,
<b>מה היו עושין בה.</b> להקטירה לשנה הבאה:,JTmock Shekalim 4:3:1,
<b>מפרישין ממנה.</b> מן הלשכה:,JTmock Shekalim 4:3:1,
<b>שכר האומנין.</b> מפרש בגמרא:,JTmock Shekalim 4:3:1,
<b>וחוזרין ולוקחין וכו'.</b> והכי צניעא מילתא טפי ולא למכרם ולחזור ולקנותם:,JTmock Shekalim 4:3:1,
"<b>אם בא החדש בזמנו.</b> שהביאו שקלים חדשים קודם ר""ח ניסן שהוא זמן תרומה החדשה לוקחים מותר הקטורת מתרומה החדשה על ידי חילול:",JTmock Shekalim 4:3:1,
<b>ואם לאו.</b> שלא הביאו שקלים חדשים עדיין לוקחין אותה מתרומה הישנה:,JTmock Shekalim 4:3:1,
"גמ' <b>ולא נמצא הקדש מתחלל עלהקדש.</b> דקס""ד דמחללין על שכר האומנין שעשו מלאכת הקדש ואותן מעות נמי קדש הן. ל""א ה""ג לא נמצא ההקדש מתחלל על המלאכה וכ""ה בתוספתא דמעילה וה""פ כיון שאין בה ממש אין מחללין עליה:",JTmock Shekalim 4:3:2,
"<b>על הבניין.</b> דקי""ל בונין בחול ואחר כך מקדישין וכשקינין מן האומנין נותנין להן בעד הבניין ובעד השבח יחד:",JTmock Shekalim 4:3:2,
<b>אותן המעות.</b> שחיללו בו הקטרת והיה בראשונה לצורך האומנין מה יעשו בהן:,JTmock Shekalim 4:3:2,
<b>ינתנו לבית גרמו וכו'.</b> שמקבלין שכרן מתרומת הלשכה:,JTmock Shekalim 4:3:2,
<b>והן וכו'.</b> והוא שיהו חייבין להן לבית גרמו מעות משנה שעברה דאי משנה הבאה אף שכרן באה מתרומה חדשה:,JTmock Shekalim 4:3:2,
<b>בעי.</b> שאל אם לא היו וכו' מה יעשו במעות הראשונות:,JTmock Shekalim 4:3:2,
<b>תמן צריכא ליה.</b> מעיקרא מיבעיא ליה והשתא פשיטא ליה דר' בא בשם ר' חייא בר בא אמר למילתייהו:,JTmock Shekalim 4:3:2,
<b>ומשני הן צריכא ליה.</b> הא דקמבעיא ליה אם הן באין לכלי שרת כשירי הלשכה או דהוו להו כמותר תרומת הלשכה אבל לקיץ המזבח ודאי באין דאף מותר תרומת הלשכה לקיץ המזבח באה:,JTmock Shekalim 4:3:2,
"<b>דאיתפלגון.</b> דפליגי ר""י ב""ח ור""י ב""ל:",JTmock Shekalim 4:3:3,
<b>פיטמה.</b> לקטורת בכלי חול:,JTmock Shekalim 4:3:3,
<b>קדש היא.</b> קדש תהיה לכם:,JTmock Shekalim 4:3:3,
<b>שתהא הווייתה בקדש.</b> שכל מעשיה לא יהיו אלא בקדש:,JTmock Shekalim 4:3:3,
"<b>שתהא באה מתרומת הלשכה.</b> אבל א""צ לעשותה בקודש:",JTmock Shekalim 4:3:3,
<b>דתנינן.</b> בסיפא:,JTmock Shekalim 4:3:3,
"<b>המקדיש נכסיו.</b> וקי""ל סתם הקדשות לבדק הבית:",JTmock Shekalim 4:3:3,
<b>והיו בהן דברים ראוין לקרבנות ציבור.</b> וכל המקדיש דבר הראוי למזבח אינו יוצא מידי מזבח לעולם והראוי לקרבן יחיד מוכרין אותו ליחיד והראוי לקרבן ציבור שאי אפשר להקריבו. כך דצריך לקנות מקופת הלשכה הלכך נותנין אותן לאומנין בשכרן:,JTmock Shekalim 4:3:3,
"<b>רבי יוחנן אמר.</b> הא דתנן והיו בהן דברים ראוין לקרבנות ציבור היינו קטורת דאי בהמה הא תני לה בסיפא והיא ראויה ליחיד כמו לציבור ואי יינות ושמנים וסלתות הא תני להו אלא קטרת דאינה ראויה אלא לציבור אלמא עושין קטרת מחולין ובחוץ וקשיא לר""י ב""ח:",JTmock Shekalim 4:3:3,
"<b>באומן של בית אבטינס.</b> שהיה נוטל בשכרו מותר הקטרת שניתותר אלא שהיו לוקחין ממנו אח""כ ולא הספיקו ליקח עד שהוקדשה ולעולם בקדש נעשית וכר""י ב""ח:",JTmock Shekalim 4:3:3,
<b>מכתשת.</b> ששחקו בה הקטרת היתה כלי שרת לקדש דכל מעשיה בקדש:,JTmock Shekalim 4:3:3,
<b>דבר שקדש בכלי שרת נפדה.</b> בתמיה ואנן תנן נותנין אותה לאומנין בשכרן:,JTmock Shekalim 4:3:3,
"<b>א""ל ולאו שמואל היא.</b> כלומר מאן אמרה להך שמעתתא שמואל ושמואל הוא דאמר שהקילו במותר קדשים:",JTmock Shekalim 4:3:3,
"<b>דאיתפלגון.</b> דפליגי שמואל ור""י:",JTmock Shekalim 4:3:3,
"<b>הותירו תמידין.</b> שלקחו ממעות ציבור מתרומת הלשכה דתנן בערכין אין פוחתין מששה טלאים מבוקרין בלשכת הטלאים וכשמגיע ר""ח ניסן לא היו מקריבין שוב קרבנות ציבור ממעות התרומה של אשתקד שנאמר חדש בחדשו חדש והבא קרבנות מתרומה חדשה ונמצא בכל שנה ושנה ד' טלאים בלשכת הטלאים ממעות התרומה הישינה והיינו שהותירו שלא הוצרכו להקריבו בשנה שעברה:",JTmock Shekalim 4:3:3,
"<b>שמואל אמר נפדין כתמימין.</b> להכשירן בשנה זו ומחללין אותן על מעות חולין ואותן המעות ילכו למותר התרומה הישינה וכיון שיצאו לחולין חוזרין ולוקחין אותן מתרומה חדשה ויקרבו בשנה זה ואע""ג שאין בהמת קדשי יחיד מתחללת בלא מום כדקי""ל מואם כל בהמה טמאה דאמר מר בבעלי מומין שנפדו הכתוב מדבר אילו של ציבור נפדין דלב ב""ד מתנה עליהן ובלא חולין אי אפשר לפדותן ממעות תרומה חדשה שאין הקדש מתחלל על הקדש:",JTmock Shekalim 4:3:3,
<b>נפדין כפסולי המוקדשין.</b> וירעו עד שיסתאבו וימכרו ויפלו דמיהן לנדבה דקדושת הגוף שבהן להיכן הלכה ואינן מתחללין בלא מום:,JTmock Shekalim 4:3:3,
"<b>הותירו שעירים.</b> שקנו הציבור מתרומת הישנה כגון שעיר של ר""ח אדר שנאבד ונמנא בניסן:",JTmock Shekalim 4:3:3,
"<b>אם עולה נפדית.</b> להקריבה עולה ואע""ג שאם מניחין אותה לרעות עד שיסתאב נמי דמיה נופלין לקיץ המזבח להקריב עולה אפ""ה נפדית להקריבה עצמה עולה:",JTmock Shekalim 4:3:3,
"<b>לא כ""ש חטאת.</b> שאם מניחין אותה שאינה קריבה אלא עולה:",JTmock Shekalim 4:3:3,
"<b>ר""ז אומר ירעו.</b> השעירים כמו העולות:",JTmock Shekalim 4:3:3,
<b>מקייצין בהן.</b> בשעירים שנתותרו משנה לשנה את המזבח כשהמזבח בעל מקריבין אותן לנדבות ציבור:,JTmock Shekalim 4:3:3,
<b>וקשיא יש חטאת קריבה עולה.</b> דשעירי הציבור חטאת הן וקיץ המזבח עולות הן:,JTmock Shekalim 4:3:3,
<b>שנייא היא.</b> שאני קרבנות ציבור שאינן נקבעין לשם מה שיהיו אלא בשחיטתן וכל זמן שהן חיים רשות ביד ציבור לשנותן למה שירצו:,JTmock Shekalim 4:3:3,
"<b>תנאי ב""ד על המותרות.</b> אפי' חטאת שיקריבו עולות אבל שאר חטאות של צבור אין משתנין להיות עולות:",JTmock Shekalim 4:3:3,
מתני' <b>המקדיש נכסיו.</b> וסתם הקדש לבדק הבית:,JTmock Shekalim 4:4:1,
<b>והיו בהם דברים הראויים לקרבנות ציבור.</b> היינו קטורת:,JTmock Shekalim 4:4:1,
"<b>ינתנו לאומנין בשכרן.</b> ויוצאין לחולין אע""פ שאין דבר אחר נכנס תחתיו דקסבר הקדש מתחלל על המלאכה דכתיב ועשו לי מקדש שתהיה המלאכה נעשית מן ההקדש:",JTmock Shekalim 4:4:1,
<b>אינה מן המדה.</b> כלומר אין מדה זו שאתה אומר כמדה האמורה לעיל בקטורת ואין ראוי אלא שתשוה מדותיך הלכך מפרישין מהן שכר האומנין וכו' כדאמרינן לעיל גבי מותר הקטרת שאין הקדש מתחלל על המלאכה:,JTmock Shekalim 4:4:1,
"<b>ודמיהן יפלו וכו' לבדק הבית.</b> דסבר סתם הקדש לבדק הבית ואפי' במידי דחזי למזבח אבל הראוי למזבח אינו יוצא מידי מזבח שהמקדיש תמימים לבדק הבית אין נפדים אלא למזבח והדמים יפלו לבד""ה:",JTmock Shekalim 4:4:1,
<b>ויביא בדמיהן עולות.</b> קסבר מידי דחזי למזבח מסתמא למזבח אקדשינהו הלכך זכרים עצמן יקריבו עולות אבל נקבות אין קרבות שלמים דדעתיה דמקדיש שיהיו כולן לגבוה הלכך ימכרו לצרכי זבחי שלמים דכיון דראויות למזבח חלה עלייהו קדושת המזבח ויביא בדמיהן עולות:,JTmock Shekalim 4:4:1,
"<b>המקדיש בפירוש.</b> שאמר בהמה ונכסי להקדש דכיון שהפרישן והבדילן זו מזו ואעפ""כ לא אמר בהמה למזבח ונכסי לבדק הבית שמעינן שדעתו שהכל ילך אל מקום אחד לבדק הבית אבל המקדיש סתם כל נכסיו אמרינן דעתו להקדיש כל דבר למה שהוא ראוי:",JTmock Shekalim 4:4:1,
<b>יינות שמנים וסלתות.</b> שהן ראויין למנחות ולנסכים:,JTmock Shekalim 4:4:1,
<b>ועופות.</b> תורים ובני יונה:,JTmock Shekalim 4:4:1,
<b>ר' ליעזר וכו'.</b> טעמו מפרש בגמ':,JTmock Shekalim 4:4:1,
גמ' <b>קטרת.</b> היינו דברים הראויין לקרבנות ציבור דבהמה ויינות ושמנים וסלתות כבר תני להו וקסבר יחיד מתנדב קטורת ור' הושעיא פליג כדפי' לעיל:,JTmock Shekalim 4:4:2,
"<b>תמן תנינן.</b> בתמורה פ""ז:",JTmock Shekalim 4:4:3,
<b>ומועלין בגידוליהן.</b> שהמקדיש בהמה לבדק הבית מועלין בחלבה:,JTmock Shekalim 4:4:3,
"<b>ואין בהן הנאה לכהנים.</b> משא""כ בקדשי מזבח הבשר או העור לכהנים:",JTmock Shekalim 4:4:3,
"<b>דר""א היא.</b> הא דתנן סתם הקדשות לבד""ה דמשמע אפי' על בהמה אתיא כר""א:",JTmock Shekalim 4:4:3,
<b>מה אנן קיימין.</b> במאי איירי הך קרא אם במקדיש בית ממש:,JTmock Shekalim 4:4:3,
"<b>ה""ג כי פליגי במקדיש נכסיו.</b> וה""פ דווקא במקדיש נכסיו הוא דאר""א שאף דמי הבהמות יפלו לבדק הבית שאין אדם חולק נדרו ומדשאר נכסיו לבדק הבית אף בהמה נמי:",JTmock Shekalim 4:4:4,
"<b>אבל במקדיש עדרו.</b> כלומר במקדיש בהמות לחוד אף ר""א מודה שהן למזבח כיון שראויין למזבח:",JTmock Shekalim 4:4:4,
"<b>כל עמא מודיי.</b> אפי' ר""י מודה שהוא לבדק הבית שאין אדם חולק נדרו:",JTmock Shekalim 4:4:4,
<b>בהמה לא למזבח היא.</b> בתמיה וכיון דבהמה למזבח נימא הכל למזבח אפילו שאר נכסיו שאין אדם חולק נדרו וספיקא לחומרא:,JTmock Shekalim 4:4:4,
<b>ומשני בהמה.</b> ודחי למזבח היא אלא הכא אזלינן לקולא ואמרינן לבדק הבית הוא מדסתם המקדיש הזה ולא פירש שמקדיש בהמות אלא אמר נכסיו הוה ליה כאומר בפירוש שיהו לבדק הבית:,JTmock Shekalim 4:4:4,
"<b>לא שנייא וכו'.</b> ל""ש המקדיש נכסיו ול""ש המקדיש עדר בתרווייהו פליגי ר""א ור""י:",JTmock Shekalim 4:4:4,
<b>שפודין תמימים.</b> כגון שעבר והקדיש תמימים לבדק הבית כשהן נפדין בעור שהן תמימים יוצאין לחולין:,JTmock Shekalim 4:4:5,
מתני'. דחולין פרק הזרוע נמי דייקא:,JTmock Shekalim 4:4:5,
<b>מתניתא אמרה כן.</b> בתמיה הא לא תנן אלא ולדן וחלבן של בעל מום שנפדו של בעל מום קבוע הוא דמותרין לאחר פדיונן אבל של תמימים אפילו לאחר פדיונן אסור:,JTmock Shekalim 4:4:5,
"<b>תיפתר.</b> הא דקאמר ר' יוחנן שפודין תמימין ואח""כ הוממו יוצאין לחולין וקמ""ל אע""ג דבשעת פדיון תמימין היו יוצאין לחולין ופי' הרא""פ בזה אינו מחוור כלל:",JTmock Shekalim 4:4:5,
"<b>מתניתא.</b> דפ""ז דתמורה אמרה כן דתנן התם יש בקדשי מזבח וולדן וחלבן אסור לאחר פדיונן משא""כ בקדשי בדק הבית והיינו בשקדם הקדשן למומן ה""נ אם נפדו תמימים והוממו יוצאין לחולין:",JTmock Shekalim 4:4:5,
"<b>אין תימר וכו'.</b> דאם נאמר לא יצאו לחולין א""כ לעולם בקדושת בדק הבית קיימין איך תנן במתני' לר""א זכרים שהוקדשו לבד""ה ימכרו לצרכי זבחי עולות:",JTmock Shekalim 4:4:5,
"<b>בעלי מומין.</b> המקדיש בעלי מומין למזבח אע""ג שהוא עובר משום חמשה שמות מ""מ קדושת מזבח חל עליהן:",JTmock Shekalim 4:4:6,
<b>ליידה מילה.</b> לאיזה דבר חל עליהן קדושת המזבח:,JTmock Shekalim 4:4:6,
<b>ומשני לגיזה ועבודה.</b> דאילו קדשי בדק הבית מותרין בגיזה ועבודה וקדשי מזבח אסורין:,JTmock Shekalim 4:4:6,
<b>לעולתו לפסחו ולאשמו.</b> ואלו אינן באין אלא זכרים:,JTmock Shekalim 4:4:6,
<b>שכן מצאנו עולת נקיבה בעוף כשרה.</b> דאמר מר תמות וזכרות בבהמה ואין תמות וזכרות בעוף הלכך חל עליה שם עולה שתרעה ותעשה תמורה:,JTmock Shekalim 4:4:6,
"<b>ואר""י טעמא דר""ש.</b> אליבא דרשב""י אם מין במינו הוא חלוק עליו אפילו באיל גופיה שמביא לאשם אם שינה אינו חל עליו שם אשם כדמסיק כ""ש אם מקדיש נקבה לאשם שאינו קדוש:",JTmock Shekalim 4:4:6,
"<b>ה""ג הביא בן שתים לא יצא.</b> וכ""ה בבבלי וברמב""ם:",JTmock Shekalim 4:4:6,
"<b>כן ר""ש אמר.</b> לשיטת ר""ש בן יהודה דכל מידי דלא חזי ליה לגופיה לא נחתי ליה קדושת הגוף ואפילו עולה הלכך אינן צריכין לרעות אלא ימכרו מיד לצרכי אותו המין ואינן עושין תמורה:",JTmock Shekalim 4:4:6,
"<b>ה""ג א""ר אין אני רואה וכו'.</b> וכ""ה בבבלי:",JTmock Shekalim 4:4:6,
"<b>שמא הקדש פסח בא שלמים.</b> שכן מותר פסח קרב שלמים ושלמים באין נקבה ואע""ג דהך נקבה לא קרבה שלמים אפי' לאחר הפסח אלא תרעה מיהו שם שלמים עלה ונחתה לה קדושת הגוף:",JTmock Shekalim 4:4:6,
"ופריך <b>ולימא ולא אראה דבריו של ר""ש באשם.</b> הואיל ומותר אשם קרב עולה ואישתכח דהך נקבה דאשם עולה היא ותיקדש קדושת הגוף:",JTmock Shekalim 4:4:6,
<b>גופו קרב שלמים.</b> הפסח עצמו לאחר הפסח קרב שלמים הלכך חל עליו שם שלמים:,JTmock Shekalim 4:4:6,
<b>אין גופו קרב עולה.</b> אלא ירעה עד שיסתאב ודמיו יפלו לנדבה לקייץ המזבח:,JTmock Shekalim 4:4:6,
"<b>מאי כדון.</b> במאי פליגי ת""ק ור""ש ודברי הרא""פ בזה אין נראין:",JTmock Shekalim 4:4:6,
"<b>ההין אמר וכו'.</b> ת""ק סבר קדושת דמים קדש אפי' אינו אלא קדושת דמים עושה תמורה דמגו דנחתא ליה קדושת דמים קדוש נמי קדושת הגוף ור""ש סבר דוקא אם קדש קדושת הגוף מתחילה הוא דקדש לרעיי' ולתמורה אבל קדושת דמים לא דלא אמרינן מגו:",JTmock Shekalim 4:4:6,
<b>איש איש מבית ישראל.</b> ומן הגר בישראל אשר יקריב קרבנו לכל נדריהם ולכל נדבותם אשר יקריבו לה' לעולה:,JTmock Shekalim 4:4:7,
<b>הכל קרב לעולה.</b> כל מה שהם נודרים ומתנדבים מדברים אשר יקריבו לה' אפי' יינות ושמנים וסלתות יהיה לעולה:,JTmock Shekalim 4:4:7,
<b>ואת אמרת בבקר לרבות נקבות.</b> בתמיה לא לכתוב זכר ולא בבקר:,,empty
"<b>ומשני ודכוותה כתיב תמים.</b> דכתיב תמים זכר ואפ""ה קדש לדמי דתנן המקדיש בעלי מומין למזבח אע""פ שהוא עובר בלא תעשה מה שעשה עשוי דכתיב. ולנדר לא ירצה רצוי הוא דלא מרצה הא מיקדש קדשי לדמי ה""נ לכתחילה לא יקדיש נקיבה מיהו אי מיקדש קדשי לעולה קדשי לדמי:",,empty
"<b>מה ביניהון.</b> מאי איכא בין ר""ע לרבי פפייס:",,empty
"<b>שיבטא דכדכדא ביניהון.</b> וכדכד היינו עץ שיש לאורגים שראשו חד ומעבירו על השתי כשהוא מתוח לפניו ושובט בו החוטין ומקרב המבדילין בין שני חוטין העליונים ותחתונים ומיד נוחים להתפרק ונפתח שער לירות בו חוט הערב וקאמר רב שיש הפרש גדול ביניהם דהא דקאמר ר' פפייס שהמקדיש בפירוש כדברי ר""א היינו שהקדיש בפירוש לבד""ה אבל הקדיש סתם כר""י ור""ע סובר שסתם הקדישות לבדק הבית א""נ ה""ק כשם שהכדכד מקרב המבדילין כך קרובים דברי ר""פ ור' עקיבא דהמקדיש בפירוש היינו שפירש נכסי ובהמה וכדפרישית במתני' ואפשר לומר דאף ר""ע מודה בזה ורא""פ פי' בעניין אחר ודבריו תמוהים ע""ש:",,empty
<b>הכל קרב עולה.</b> כל מה שנודרים ונודבים מדברים אשר יקריבו לה' אפי' יינות ושמנים וסלתות יהיו לעולה:,JTmock Shekalim 4:4:9,
<b>יכול אפי' עופות.</b> יקריב בדמיהן או אם הקדיש עוף יקריבנה עולה:,JTmock Shekalim 4:4:9,
"<b>ת""ל בבקר.</b> הא אינו מקריב בכל מה שמתנדב אלא עולת בהמה בלבד:",JTmock Shekalim 4:4:9,
"<b>תמן אר""י וכו'.</b> אהא דאר""ש הרי פריש נקיבה לעולה עושה תמורה קאר""י דהיינו טעמא לפי שמצינו נקבה בעולת העוף נחתי לה קדושת הגוף ועושה תמורה:",JTmock Shekalim 4:4:9,
"<b>והכא הוא אמר הכין.</b> דהמקדיש עופות ימכרו שמעינן דלא נחתי להו קדושת הגוף דאל""כ אסורין למכור:",JTmock Shekalim 4:4:9,
"<b>קיימתיה.</b> טעמא דר""א דמתני' כדר' שמואל:",JTmock Shekalim 4:4:9,
<b>לא היא.</b> עצמה:,JTmock Shekalim 4:4:9,
"<b>ולא דמיה.</b> ע""י פדיון כשנפל בה מום:",JTmock Shekalim 4:4:9,
<b>אלא הקדש דמים.</b> דהיינו קדושת בדק הבית:,JTmock Shekalim 4:4:9,
<b>ואמרת יאות.</b> ושפיר קאמרת שעופות לבדק הבית:,JTmock Shekalim 4:4:9,
<b>להקריבו.</b> לעולה לקייץ המזבח אי אפשר דכתיב בבקר:,JTmock Shekalim 4:4:9,
"<b>שאין לעוף פדיון.</b> אף שנפל בו מום כדאיתא בת""כ:",JTmock Shekalim 4:4:9,
<b>לפום כן וכו'.</b> לפיכך צריך לומר דעופות לא קדש מתחילה אלא קדושת דמים:,JTmock Shekalim 4:4:9,
"<b>טעמא דהין תניא.</b> טעמו דהך תנא דאמר אליבא דר""ש המפריש נקיבה לעולה ולאשם ולפסח אינו עושה תמורה:",JTmock Shekalim 4:4:10,
<b>אלא אפי' טמאה באותו השם.</b> שלא קרא עליו שם קרבן הראוי לו:,JTmock Shekalim 4:4:10,
"<b>וקשיא בדא כתיב והעמיד והעריך.</b> בתמיה וכי קרבן כזה שהוא תם בעי העמדה והערכה דהא בסיפא דהך קרא כתיב והעמיד והעריך וכאן ממ""נ לא בעי העמדה והערכה או שאינו קדוש כלל או שהוא עצמו קרב למזבח:",JTmock Shekalim 4:4:10,
"<b>ה""ג יצאה נקבה שבעולה.</b> וה""פ אם הקדיש נקבה לעולה הרי היא ראוייה למזבח לשם שלמים:",JTmock Shekalim 4:4:10,
"<b>הרי הרובע והנרבע.</b> דתני בתוספתא פ""ק דתמורה דעושין תמורה ואינה ראויה להקרבה כלל:",JTmock Shekalim 4:4:10,
<b>אלא.</b> דומיא דטמאה ממש שאין במינה קרבן לאפוקי עולת נקבה שיש במינה קרבן:,JTmock Shekalim 4:4:10,
"<b>ה""ג בהדא כתיב והעמיד והעריך.</b> סיומא דתירוצא דר""ז הוא כיון דקרא איירי בטמאה ממש צריכה העמדה והערכה:",JTmock Shekalim 4:4:10,
מתני' <b>משערין את הלשכה.</b> נותנין שיעור ליינות ושמנים וסלתות שיעמוד זה השער לשלשים יום ולוקחין מהם הגיזברין מה שצריכין באותו סכום שפסקו ואם נתייקר המקח אין מוסיפין דמים ואם הוזל לוקחין לפי הזול:,JTmock Shekalim 4:5:1,
<b>המקבל עליו לספק סלתות.</b> בימות קציר חטים ובצירת ענבים ומסיקת זתים היו הגזברים מקדימין מעות לחנוני והיה החנוני מקבל עליו לספק יינות ושמנים וסלתות כל השנה ואם היו אז נמכרים ד' סאין בסלע והוקרו ועמדו ג' סאין צריך ליתן ד' סאין דהקדש קונה בכסף דכתיב ונתן הכסף וקם לו ואם קיבל לספק ג' סאין בסלע והוזלו ועמדו ד' בסלע נותן ד' בסלע דלא גרע מהדיוט דלא קני אלא במשיכה:,JTmock Shekalim 4:5:1,
<b>התליעה לו.</b> ואפילו משך הגזבר ונתן מעות אחריותם על החנוני:,JTmock Shekalim 4:5:1,
"<b>אינו מקבל מעותיו.</b> כלומר אינן נחשבין מעותיו של חנוני ולא זכה בהם אע""פ שקבלום מהגזבר:",JTmock Shekalim 4:5:1,
<b>עד שיהיה המזבח מרצה.</b> שיעלה לרצון על המזבח הלכך אם התליעה הסולת או שהחמיץ היין אחריותם על החנוני:,JTmock Shekalim 4:5:1,
גמ' <b>מיד היו מקבלין את מעותיו.</b> דלא חיישינן שיפסלו שהכהנים זריזין הן:,JTmock Shekalim 4:5:2,
<small>הדרן עלך פרק התרומה</small>,JTmock Shekalim 4:5:2,
מתני' <b>על החותמות.</b> ועל הסלתות כדמפרש לקמן במתני':,JTmock Shekalim 5:1:1,
<b>על הפייסות.</b> להורות סדר הגורל מי יזכה בעבודה זו ומי בזו כמפורש במס' יומא:,JTmock Shekalim 5:1:1,
<b>על הקינים.</b> מחוסרי כפרה כגון זב וזבה ויולדת שמביאין קיני חובה דהיינו תורים ובני יונה נותנים מעותיהם לשופרות שבמקדש והממונים על השופרות לוקחים המעות ומביאין בהן הקינים והיה צריך שיתמנה על זה חכם גדול ובקי כדאמרינן במס' אבות קינים ופתחי נדה הן הן גופי הלכות:,JTmock Shekalim 5:1:1,
<b>שהיה פותח דברים וכו'.</b> והוא מרדכי בלשן שעלה מן הגולה ונקרא כן שהיה בולל לשונות הרבה כדמפרש בגמ':,JTmock Shekalim 5:1:1,
<b>על חולי מעיים.</b> מפ' בגמ':,JTmock Shekalim 5:1:1,
<b>חופר שיחין.</b> היה בקי בחפירות שיחין כדמפרש בגמ' והיה ממונה לחפור שיחין כדי שיהיו מים מצויין לעולי רגלים:,JTmock Shekalim 5:1:1,
<b>גביני.</b> כך שמו של האיש המכריז כדמפרש בגמ':,JTmock Shekalim 5:1:1,
<b>על נעילת שערים.</b> לנעול השערים בערב ולפתחן בבקר:,JTmock Shekalim 5:1:1,
<b>על הפקיע.</b> מפרש בגמר':,JTmock Shekalim 5:1:1,
"<b>צלצל.</b> כלי שיר שיש לו קול גדול לשון תצילנה אזנו צימבל""ו בלע""ז וכשהיו שומעין קולו היו הלוים מתחילין בשיר:",JTmock Shekalim 5:1:1,
<b>על השיר.</b> להתחיל את השיר וכשהיה מסיים. היו כולן מסיימין:,JTmock Shekalim 5:1:1,
<b>בית גרמו וכו'.</b> כולה מפרש בגמרא:,JTmock Shekalim 5:1:1,
גמ' <b>כשירי דור ודור בא למנות.</b> שאי אפשר שאלו הנזכרים היו ממונים בכל זמן הבית דבכל דור דור היו משתנים הממונים לכן פירש דאותן הכשרים שבכל מינוי ומינוי מנה התנא במשנתינו:,JTmock Shekalim 5:1:2,
<b>מי שהיה באותו הדור.</b> כשעלו ישראל מן הגולה מנה אותן שהיו בדורו ולא כל הממונים שהיו בזמן הבית:,JTmock Shekalim 5:1:2,
"<b>על כולן הוא אומר וכו'.</b> אהא דתנן בפ""ג דיומא בית גרמו לא רצו ללמד על מעשה לחם הפנים בית אבטינס לא רצו ללמד וכו' הוגרס בן לוי היה יודע פרק בשיר ולא רצה ללמדו בן קמצר לא רצה ללמד על מעשה הכתב על הראשונים הוא אומר זכר צדיק לברכה ועל האחרונים הוא אומר שם רשעים ירקב וקאמר דלמ""ד דכשרים מנה התנא א""כ ע""כ לומר דאף בית גרמו ובית אבטינס היו כשרים שהרי מנה התנא אותם כאן ושם רשעים ירקב אבן קמצר לחודיה קאי:",JTmock Shekalim 5:1:2,
<b>על כולן הוא אומר שם רשעים ירקב.</b> אפילו על בית גרמו:,JTmock Shekalim 5:1:2,
<b>על בן קטין וחביריו.</b> השנויים שם ברישא דמתני':,JTmock Shekalim 5:1:2,
<b>לכן אחלק לו ברבים ואת עצומים יחלק שלל.</b> תחת אשר הערה נפשו למות:,,empty
"<b>שהתקין מדרש וכו'.</b> שדורשין אותן ברבים ואף זה שמוסר נפשו לה' יהיה לו חלק בתורת ה' כר""ע:",,empty
"ה""ג ואת עצומים אלו אנשי כנסת הגדולה שהתקינו כללין ופרטין בתורה:",JTmock Shekalim 5:1:3,
"<b>מה ת""ל סופרים.</b> מאי רבותייהו דשבחינהו קראי בהכי:",JTmock Shekalim 5:1:4,
<b>ספורות ספורות.</b> שקבצו בחכמתן כל החלוקות שבדינין ושמו להן מספר ככל הנך דמייתי:,JTmock Shekalim 5:1:4,
<b>חמשה לא יתרומו.</b> בריש מסכת תרומות:,JTmock Shekalim 5:1:4,
"<b>ה' דברים חייבין בחלה.</b> ריש פ""ק דחלה:",JTmock Shekalim 5:1:4,
"<b>ט""ו נשים.</b> רפ""ק דיבמות:",JTmock Shekalim 5:1:4,
"<b>ל""ו כריתות.</b> ריש כריתות:",JTmock Shekalim 5:1:4,
<b>שלשה עשר דבר וכו'.</b> ריש טהרות:,JTmock Shekalim 5:1:4,
<b>ארבעה אבות נזיקין.</b> ריש בבא קמא:,JTmock Shekalim 5:1:4,
<b>תשעה ושלשים אבות מלאכות.</b> שבת פרק כלל גדול:,JTmock Shekalim 5:1:4,
<b>מה תלמוד לומר סופר.</b> דכתיב לעזרא הכהן סופר סופר דברי מצות ה' וסופר בתרא למה לי:,JTmock Shekalim 5:1:5,
<b>אלא כשם שהיה סופר בדברי תורה.</b> שמנה כל האותיות שבתורה שבכתב ועשה המסורת:,JTmock Shekalim 5:1:5,
<b>כך היה סופר בדברי חכמים.</b> למנות ההלכות:,JTmock Shekalim 5:1:5,
<b>הראשונים חרשו כו'.</b> איידי דמייתי שהראשונים עשו ספורות להקל על המעיינים מייתי נמי הא דר' חגי:,JTmock Shekalim 5:1:6,
