Index Title,Menachot
Menachot 52b:3,"Raba erwiderte: Komm und höre: Es gibt fünf Haufen<sup>470</sup><i class=""footnote"">Der Haufe Weihrauch zum Speisopfer des Hochpriesters wird da nicht mitgezählt, da er geteilt dargebracht wird.</i>[Weihrauch]; wenn dem so<sup>471</sup><i class=""footnote"">Daß nach dem Tode des Hochpriesters 2 Haufen erforderlich sind.</i>wäre, kann es ja vorkommen, daß es sieben sind!? – Von Ausnahmefällen lehrt er nicht.
"
Menachot 52b:4,"R. Papa saß und trug diese Lehre vor, da sprach R. Joseph b. Šema͑ja zu R. Papa: Das Darbringen des Haufens außerhalb<sup>472</sup><i class=""footnote"">Des Tempelhofes.</i>ist ja ein Ausnahmefall, dennoch lehrt er ihn!? – 
"
Menachot 52b:5,"Wie bleibt es damit? R. Naḥman b. Jiçḥaq erwiderte: Komm und höre, es wird gelehrt: Wenn der Hochpriester gestorben ist und kein anderer an seiner Stelle eingesetzt worden ist, so ist ein ganzes I͑saron morgens und ein ganzes abends erforderlich; ferner sind zwei Haufen [Weihrauch] abzusondern, einer morgens und einer abends; ferner sind drei Log [Öl] abzusondern, anderthalb Log morgens und anderthalb Log abends. 
"
Menachot 52b:6,"Nach wessen Ansicht, wenn nach den Rabbanan, weshalb ist der Weihrauch verdoppelt worden, das Öl aber nicht verdoppelt worden!? 
"
Menachot 52b:7,"Doch wohl nach Abba Jose b. Dostaj, nach dem auch sonst für das Pfannenopfer des Hochpriesters zwei Haufen [Weihrauch] erforderlich sind, somit ist der Weihrauch nicht verdoppelt worden und das Öl nicht verdoppelt worden; 
"
Menachot 52b:8,"wenn nun nach Abba Jose b. Dostaj das Öl nicht verdoppelt wird, so wird nach den Rabbanan nicht der Weihrauch und nicht das Öl verdoppelt.
"
Menachot 52b:9,"R. Joḥanan sagte: Die Halakha ist wie Abba Jose b. Dostaj. – Kann R. Joḥanan dies denn gesagt haben, R. Joḥanan sagte ja, die Halakha sei nach einer anonymen Mišna zu entscheiden, und eine solche lehrt ja, es gebe<sup>473</sup><i class=""footnote"">Der Haufe zum Speisopfer des Hochpriesters wird nicht mitgezählt, weil er geteilt dargebracht wird, also nach der Ansicht der Rabbanan.</i>fünf Haufen!? – 
"
Menachot 52b:10,"Amoraím streiten über die Ansicht R. Joḥanans.
"
Menachot 52b:11,"
"
Menachot 52b:12,"<sup>i</sup> <b>A</b>LLE S<small>PEISOPFER WERDEN UNGESÄUERT DARGEBRACHT, AUSGENOMMEN SIND DIE GESÄUERTEN</small> [B<small>ROTE</small>] <small>DES</small> D<small>ANKOPFERS</small><sup>1</sup><i class=""footnote"">Cf. Lev. 7,13.</i> <small>UND DIE ZWEI</small> B<small>ROTE</small><sup>2</sup><i class=""footnote"">Am Wochenfeste; cf. Lev. 23,17.</i>, <small>DIE GESÄUERT DARGEBRACHT WERDEN</small>.
"
Menachot 52b:13,"R. M<small>EÍR SAGTE</small>: D<small>ER</small> S<small>AUERTEIG WURDE DIESEN SELBST ENTNOMMEN</small><sup>3</sup><i class=""footnote"">Ein Stück vom Teige wurde durch ein besonderes Verfahren gesäuert u. dann als Sauerteig verwandt, da anderer nicht venvandt werden durfte.</i>, <small>UND DIESER SÄUERTE SIE</small>.
"
Menachot 52b:14,"R. J<small>EHUDA SAGTE</small>: D<small>IES IST NIGUT ZU BEVORZUGEN</small><sup>4</sup><i class=""footnote"">Solcher Sauerteig ist nicht intensiv genug.</i>; <small>VIELMEHR HOLTE MAN</small> [<small>ANDEREN</small>] S<small>AUERTEIG, LEGTE IHN IN DAS</small> G<small>EFÄSS UND FÜLLTE ES DANN</small>. M<small>AN ENTGEGNETE IHM</small>: A<small>UF DIESE</small> W<small>EISE KANN ES ZU WENIG ODER ZU VIEL SEIN</small>.
"
Menachot 52b:15,"GEMARA. R. Perida fragte R. Ami: Woher, daß alle Speisopfer ungesäuert dargebracht werden? – ‘Woher’, von manchen steht dies geschrieben, und von denjenigen, von welchen dies nicht geschrieben steht, heißt es: 
"
Menachot 53a:1,"<sup>5</sup><i class=""footnote"">Lev. 6,7,9.</i><i>dies ist das Gesetz des Speisopfers; die Söhne Ahrons sollen es darbringen vor dem Herrn an der Vorderseite des Altars, und was davon zurückbleibt</i>, <i> sollen Ahron und seine Söhne essen, ungesäuert soll es gegessen werden</i><sup>6</sup><i class=""footnote"">Dieser Schriftvers bezieht sich auf alle Speisopfer.</i>. Jener entgegnete: Ich frage nicht hinsichtlich des Gebotes, ich frage nur hinsichtlich der Unerläßlichkeit<sup>7</sup><i class=""footnote"">Daß sie gesäuert untauglich sind, woher dies zu entnehmen ist.</i>. 
"
Menachot 53a:2,"Dieser erwiderte: Auch hinsichtlich der Unerläßlichkeit heißt es: <sup>8</sup><i class=""footnote"">Lev. 6,10.</i><i>es soll nicht gesäuert gebacken werden</i>, nur ungesäuert. 
"
Menachot 53a:3,"R. Ḥisda wandte ein: Vielleicht: <i>es soll nicht gesäuert gebacken werden</i>, jedoch halbgesäuert!? – 
"
Menachot 53a:4,"Welches Halbgesäuerte<sup>9</sup><i class=""footnote"">Über das Halbgesäuerte, dh. in welchem Stadium der Teig als solches gilt, besteht ein Streit zwischen RM. u. RJ.; cf. Pes. Fol. 48b.</i>: das des R. Meír<sup>10</sup><i class=""footnote"">Nach diesem heißt der Teig schon bei einer leichteren Säuerung, sobald er blaß wird, halbgesäuert.</i>ist ja nach R. Jehuda richtiges Ungesäuertes<sup>11</sup><i class=""footnote"">Da man wegen des Essens am Pesaḥfeste frei ist.</i>, das des R. Jehuda<sup>12</sup><i class=""footnote"">Wenn der Teig schon etwas mehr sauer ist u. zu platzen beginnt.</i>ist ja nach R. Meír richtiges Gesäuertes, 
"
Menachot 53a:5,"und das des R. Meír nach R. Meír ist ja, da dieserhalb zu geißeln ist, ebenfalls Gesäuertes? Vielmehr, das des R. Jehuda nach R. Jehuda<sup>13</sup><i class=""footnote"">Nach dem man wegen des Genusses am. Pesaḥfeste nicht strafbar ist.</i>. 
"
Menachot 53a:6,"R. Naḥman b. Jiçḥaq wandte ein: Vielleicht: <i>es soll nicht gesäuert gebacken werden</i>, nur gebrüht!? – Gebrüht ist ja eingerührt<sup>14</sup><i class=""footnote"">Über das Mehl wurde heißes Wasser gegossen; auf diese Weise wurden die umgerührten Speisopfer hergerichtet.</i>, bei manchen heißt es ‘eingerührt’ und bei manchen nicht<sup>15</sup><i class=""footnote"">Bei Opfern, bei welchen dies in der Schrift nicht angegeben ist, ist dies nicht nötig.</i>. – 
"
Menachot 53a:7,"Vielleicht ist bei solchen, wo es ‘eingerührt’ heißt, das Einrühren erforderlich, und solche, bei denen es nicht ‘eingerührt’ heißt, können nach Belieben sowohl eingerührt als auch ungesäuert sein!? 
"
Menachot 53a:8,"Rabina wandte ein: Vielleicht besagen [die Worte:] <i>es soll nicht gesäuert gebacken werden</i>, daß man dadurch ein Verbot begehe, untauglich ist es aber nicht!? 
"
Menachot 53a:9,"Woher wissen wir dies nun? – Es wird gelehrt:<sup>16</sup><i class=""footnote"">Lev. 2,5.</i><i>Ungesäuert</i>, man könnte glauben, nur als Gebot, so heißt es:<sup>16</sup><i class=""footnote"">Lev. 2,5.</i><i>soll es sein</i>, die Schrift hat dies zur Pflicht gemacht.
"
Menachot 53a:10,"R. Perida fragte R. Ami: Woher, daß man alle Speisopfer mit lauwarmem [Wasser] knete und darauf achte, daß sie nicht säuern: ist dies vom Pesaḥ[gebote] zu folgern, wobei es heißt:<sup>17</sup><i class=""footnote"">Ex. 12,17.</i><i>ihr sollt auf die ungesäuerten Brote achten?</i> 
"
Menachot 53a:11,"Dieser erwiderte: Von diesen selbst heißt es:<sup>18</sup><i class=""footnote"">Lev. 2,5.</i><i>Ungesäuertes soll es sein</i>, erhalte es dabei. – Hieraus wird ja die Unerläßlichkeit entnommen!? – Es könnte ja heißen: <i>Ungesäuertes ist es</i>, 
"
Menachot 53a:12,"wenn es aber heißt: <i>soll es sein</i>, so ist hieraus beides zu entnehmen.
"
Menachot 53a:13,"Die Jünger sprachen zu R. Perida: R. E͑zra, der Enkel des R. Autilos, zehntes Glied des R. Elea͑zar b. A͑zarja, der zehntes Glied E͑zras war, steht an der Tür. Dieser sprach: 
"
Menachot 53a:14,"Was soll dies alles; ist er ein Gelehrter, schön, ist er ein Gelehrter und ein Nachkomme bedeutender Vorfahren, schön, und ist er ein Nachkomme bedeutender Vorfahren und kein Gelehrter, so mag das Feuer ihn verzehren. Sie erwiderten ihm: Er ist ein Gelehrter. Da sprach er: So mag er eintreten. 
"
Menachot 53a:15,"Hierauf bemerkte er, daß dieser betrübt war; da begann er und sprach:<sup>19</sup><i class=""footnote"">Ps. 16,2.</i><i>Ich sprach zum Herrn: Du bist mein Gott, mein Gutes ist nicht bei dir</i>. Die Gemeinde Jisraél sprach vor dem Heiligen, gepriesen sei er: Herr der Welt, laß es mir zugute kommen, daß ich dich auf dieser Welt bekannt gemacht habe! 
"
Menachot 53a:16,"Er erwiderte ihr: <i>Mein Gutes ist nicht bei dir</i>; dies lasse ich nicht dir zugute kommen, sondern Abraham, Jiçḥaq und Ja͑qob, die mich zuerst in der Welt bekannt gemacht haben, wie es heißt:<sup>9</sup><i class=""footnote"">Ps. 16,3.</i><i>die Heiligen, die schon in der Erde sind, die Starken, an denen all mein Gefallen ist</i>. 
"
Menachot 53a:17,"Als dieser ihn von den Starken sprechen hörte, begann er und sprach: Es komme der Starke und räche die Starken an den Starken durch das Starke. 
"
Menachot 53a:18,"Es komme der Starke, das ist der Heilige, gepriesen sei er, wie es heißt:<sup>20</sup><i class=""footnote"">Ib. 93,4.</i><i>stark ist der Herr in der Höhe</i>. Räche die Starken, das sind die Jisraéliten, wie es heißt: <i>die Starken, an denen all mein Gefallen ist</i>. An den Starken, das sind die Miçrijim, wie es heißt:<sup>21</sup><i class=""footnote"">Ex. 15,10.</i><i>es sanken wie Blei in das Wasser die Starken</i>. Durch das Starke, das ist das Wasser, wie es heißt:<sup>20</sup><i class=""footnote"">Ib. 93,4.</i><i>aus dem Brausen starker Wasser, der Meeresbrandung</i>. 
"
Menachot 53a:19,"Es komme der Geliebte, der Sohn des Geliebten, und baue das Geliebte für den Geliebten im Gebiete des Geliebten, damit die Geliebten da Sühne erlangen. 
"
Menachot 53a:20,"Es komme der Geliebte, das ist der König Šelomo; wie es heißt:<sup>22</sup><i class=""footnote"">iiSam. 12,25.</i><i>er sandte den Propheten Nathan und ließ seinen Namen Jedidja [Gottlieb] nennen, wegen des Herrn</i>. 
"
Menachot 53b:1,"Der Sohn des Geliebten, das ist Abraham, wie es heißt:<sup>23</sup><i class=""footnote"">Jer. 11,15.</i><i>was will</i> <i>mein Geliebter in meinem Hause</i>. Baue das Geliebte, das ist der Tempel, wie es heißt:<sup>24</sup><i class=""footnote"">Ps. 84,2.</i><i>wie geliebt sind deine Wohnstätten</i>. Für den Geliebten, das ist der Heilige, gepriesen sei er, wie es heißt:<sup>25</sup><i class=""footnote"">Jes. 5,1.</i><i>ich will meinem Geliebten singen</i>. 
"
Menachot 53b:2,"Im Gebiete des Geliebten, das ist Binjamin, wie es heißt:<sup>26</sup><i class=""footnote"">Dt. 33,12.</i><i>zu Binjamin sprach er: Geliebter des Herrn, er ruhe in Sicherheit</i>. Damit die Geliebten Sühne erlangen, das sind die Jisraéliten, wie es heißt:<sup>27</sup><i class=""footnote"">Jer. 12,7.</i><i>ich habe das Geliebte meiner Seele in die Hände seiner Feinde gegeben</i>. 
"
Menachot 53b:3,"Es komme der Gute und empfange das Gute vom Guten für die Guten. Es komme der Gute, das ist Moše, wie es heißt:<sup>28</sup><i class=""footnote"">Ex. 2,2.</i><i>und sie sah, daß er gut war</i>. Empfange das Gute, das ist die Tora, wie es heißt:<sup>29</sup><i class=""footnote"">Pr. 4,2.</i><i>eine gute Lehre habe ich euch gegeben</i>. Vom Guten, das ist der Heilige, gepriesen sei er, wie es heißt:<sup>30</sup><i class=""footnote"">Ps. 145,9.</i><i>der Herr ist gut gegen alle</i>. Für die Guten, das sind die Jisraéliten, wie es heißt:<sup>31</sup><i class=""footnote"">Ib. 125,4.</i><i>erweise Gutes, o Herr, den Guten</i>. 
"
Menachot 53b:4,"Es komme dieser und empfange dieses von diesem für dieses Volk. Es komme dieser, das ist Moše, wie es heißt:<sup>32</sup><i class=""footnote"">Ex. 1.</i><i>denn dieser Mann, der Moše</i>. Empfange dieses, das ist die Tora, wie es heißt:<sup>33</sup><i class=""footnote"">Dt. 4,44.</i><i>dies ist die Tora, die Moše vorlegte</i>. Von diesem, das ist der Heilige, gepriesen sei er, wie es heißt:<sup>34</sup><i class=""footnote"">Ex. 15,2.</i><i>dieser ist mein Gott, ich will ihn verherrlichen</i>. Für dieses Volk, das sind die Jisraéliten, wie es heißt:<sup>35</sup><i class=""footnote"">Jer. 11,16.</i><i>dieses Volk, das du dir geeignet hast</i>.
"
Menachot 53b:5,"R. Jiçḥaq sagte: Als der Tempel zerstört wurde, traf der Heilige, gepriesen sei er, Abraham im Tempel stehen. Da sprach er zu ihm: <i>Was sucht mein Geliebter in meinem Hause</i>? 
"
Menachot 53b:6,"Dieser erwiderte: Ich bin in der Angelegenheit meiner Kinder gekommen. Er entgegnete: Deine Kinder haben gesündigt und sind vertrieben worden. Dieser sprach: Vielleicht haben sie versehentlich gesündigt? Er erwiderte:<sup>23</sup><i class=""footnote"">Jer. 11,15.</i><i>Bosheiten verübt</i>. Jener sprach: Vielleicht hat nur die Minderheit gesündigt? Er erwiderte: <sup>23</sup><i class=""footnote"">Jer. 11,15.</i><i>Die Mehrheit</i>. – 
"
Menachot 53b:7,"Du solltest ihnen der Beschneidung gedenken. Er erwiderte:<sup>23</sup><i class=""footnote"">Jer. 11,15.</i><i>Das heilige Fleisch ließen sie entfernen</i>. Jener sprach: Vielleicht würden sie, wenn du ihnen gewartet hättest, Buße getan haben. Er erwiderte:<sup>23</sup><i class=""footnote"">Jer. 11,15.</i><i>Deine Missetat, wenn du frohlockst</i>. 
"
Menachot 53b:8,"Hierauf schlug er die Hände über das Haupt und schrie und weinte, indem er sprach: Vielleicht gibt es gar, behüte und bewahre, kein Mittel für sie!? Da ertönte eine Hallstimme und sprach zu ihm:<sup>35</sup><i class=""footnote"">Jer. 11,16.</i><i>Einen frischgrünen Olivenbaum, prangend mit schöner Frucht, nannte dich der Herr</i>. Wie der Olivenbaum seine Zukunft erst spät erreicht, ebenso erreichen auch die Jisraéliten ihre Zukunft erst spot.
"
Menachot 53b:9,"<sup>35</sup><i class=""footnote"">Jer. 11,16.</i><i>Beim Tone des gewaltigen Geräusches legte er Feuer an ihn und zersplitterte seine Äste</i>. R. Ḥenana b. Papa sagte: Wegen des Tones der Kundschafter<sup>36</sup><i class=""footnote"">Die Moše zur Auskundschaftung des Landes entsandle; cf. Num. Kap. 13.</i>sind die Äste der Jisraéliten zersplittert worden. R. Ḥenana b. Papa sagte nämlich: Ein starkes Wort sprachen die Kundschafter in jener Stunde:<sup>37</sup><i class=""footnote"">Num. 13,31.</i><i>er ist stärker als wir</i>, und man lese nicht als wir, sondern <i>als er</i><sup>38</sup><i class=""footnote"">Als Gott; cf. Bd. VI S. 119 Anm. 130.</i>; selbst der Hausherr kann, als ob man dies sagen könnte, seine Geräte von da nicht holen. 
"
Menachot 53b:10,"R. Ḥija b. Ḥenana wandte ein: Wieso heißt es demnach: <i>beim Tone des gewaltigen Geräusches</i>, es sollte ja heißen: beim Tone der Worte!? Vielmehr, der Heilige, gepriesen sei er, sprach zu Abraham: Ich habe deine Stimme gehört und erbarmte<sup>39</sup><i class=""footnote"">Das W. <span dir=""rtl"">חמלה</span> klingt ähnlich wie <span dir=""rtl"">חמולה</span>, da He und Ḥeth fast gleichmäßig ausgesprochen wurden.</i>mich ihrer. Anfangs sagte ich: sie sollen in vier Reichen geknechtet werden, in jedem so lange wie in allen vier<sup>40</sup><i class=""footnote"">Wie dies später erfolgte.</i>zusammen, 
"
Menachot 53b:11,"nun aber nur so lange wie später festgesetzt worden ist. Manche sagen: Anfangs sagte ich: nach einander, nun aber soll es gleichzeitig erfolgen<sup>41</sup><i class=""footnote"">Auf 4 Reiche verteilt.</i>.
"
Menachot 53b:12,"R. Jehošua͑ b. Levi sagte: Die Jisraéliten werden deshalb mit einem Olivenbaume verglichen, um dir zu sagen, wie die Blätter des Olivenbaumes weder im Sommer noch in der Regenzeit abfallen, ebenso gibt es auch für die Jisraéliten ewig kein Aufhören, weder auf dieser Welt noch in der zukünftigen Welt. Auch sagte R. Joḥanan: Die Jisraéliten werden deshalb mit einem Olivenbaume verglichen, um dir zu sagen, wie die Olive ihr Öl nur durch Pressen hergibt, ebenso wenden sich die Jisraéliten nur durch Züchtigungen zum Guten.
"
Menachot 53b:13,"R. M<small>EÍR SAGTE</small>: D<small>ER</small> S<small>AUERTEIG WURDE DIESEN SELBST ENTNOMMEN UND DIESER SÄUERTE SIE &amp;C</small>. Was heißt zu viel oder zu wenig. 
"
Menachot 53b:14,"R. Ḥisda erwiderte: Ist der Sauerteig hart, so ist es zu viel, ist er weich, so ist es zu wenig<sup>42</sup><i class=""footnote"">Da zu viel Mehl, bezw. zu viel Wasser vorhanden ist.</i>. – 
"
Menachot 53b:15,"Schließlich wird es ja aber in das I͑saron<sup>43</sup><i class=""footnote"">Beim Messen ist das richtige Maß vorhanden u. es braucht nicht berücksichtigt zu werden, ob das trokkene Mehl mehr od. weniger wäre.</i>hineingemessen!? – 
"
Menachot 53b:16,"Rabba und R. Joseph erklärten beide, man richte sich nach dem früheren<sup>44</sup><i class=""footnote"">Als es noch Mehl war, dann würde es zu viel od. zu wenig gewesen sein.</i> Zustande. – 
"
Menachot 53b:17,"Sollte man doch etwas davon<sup>45</sup><i class=""footnote"">Nachdem das Mehl richtig hineingemessen worden ist.</i>nehmen, es anderwärts säuern lassen und damit zusammen kneten!? – Es wird berücksichtigt, man könnte [Sauerteig] von anderwärts holen.
"
Menachot 53b:18,"Die Rabbanan lehrten: Man darf nicht<sup>46</sup><i class=""footnote"">Die 2 Brote u. das gesäuerte Brot des Dankopfers, die gesäuert sein müssen.</i>mit Äpfeln säuern<sup>47</sup><i class=""footnote"">Da sie nicht richtiges Gesäuertes sind.</i>; 
"
Menachot 54a:1,"im Namen des R. Ḥanina b. Gamliél sagten sie, man dürfe wohl damit säuern. R. Kahana lehrte dies im Namen des R. Ḥanina b. Teradjon. – 
"
Menachot 54a:2,"Wessen Ansicht vertritt folgende Lehre: wenn man einen Apfel<sup>48</sup><i class=""footnote"">Von Hebefrüchten.</i>zerrieben und in den Teig getan, und er gesäuert hat, so ist er verboten: wessen? 
"
Menachot 54a:3,"Es wäre anzunehmen, daß sie die Ansicht des R. Ḥanina b. Gamliél vertritt und nicht die der Rabbanan<sup>49</sup><i class=""footnote"">Ist der Teig verboten, so ist die Säuerung gültig.</i>. – Du kannst auch sagen, sie vertrete die der Rabbanan, denn zugegeben, daß es nicht richtiges Gesäuertes ist, gesäuerteshaltig aber ist es.
"
Menachot 54a:4,"R. Ila sagte: Es gibt nichts Schwereres zum Abhäufen als das Sünd-Speisopfer<sup>50</sup><i class=""footnote"">Es wird trocken ohne Öl dargebracht, u. das Abstreichen des Haufens ist daher sehr schwierig.</i>. R. Jiçḥaq b. Evdämi sagte: Das Sünd-Speisopfer wird mit Wasser eingerührt, und es ist tauglich. – 
"
Menachot 54a:5,"Es wäre anzunehmen, daß ihr Streit in folgendem bestehe: einer ist der Ansicht, man richte sich nach dem früheren Zustande, und einer ist der Ansicht, man richte sich nach dem gegenwärtigen Zustande<sup>51</sup><i class=""footnote"">Wird dem Haufen Wasser beigemischt, so ist er im früheren Zustande (als reines Mehl) nicht genau; nach RJ. ist dies gleichgültig, da man sich nach dem Zustande des Haufens beim Abheben za richten hat.</i>. – 
"
Menachot 54a:6,"Nein, alle sind der Ansicht, man richte sich nach dem gegenwärtigen Zustande, und ihr Streit besteht in folgendem: einer ist der Ansicht, unter trocken sei zu verstehen, trocken von Öl, und einer ist der Ansicht, unter trocken sei zu verstehen, trocken von allem<sup>52</sup><i class=""footnote"">Auch Wasser darf nicht beigemischt sein.</i>.
"
Menachot 54a:7,"Dort haben wir gelernt: Ist Kalbfleisch aufgequollen oder Fleisch von einem alten Tiere zusammengeschrumpft, so richte man sich<sup>53</sup><i class=""footnote"">Hinsichtlich der Verunreinigungsfähigkeit; Speisen sind nur in Eigröße verunreinigungsfähig.</i>nach ihrem Zustande<sup>54</sup><i class=""footnote"">Im Texte der angezogenen Mišna heißt es <span dir=""rtl"">בכמות</span>, somit erklärt sich der hier folgende Streit; möglich aber, daß sie über die Lesart in der Mišna streiten.</i>. 
"
Menachot 54a:8,"Rabh, R. Ḥija und R. Joḥanan sagen, man richte sich nach ihrem gegenwärtigen Zustande: Šemuél, R. Šimo͑n b. Rabbi und Reš Laqiš sagen, man richte sich nach ihrem früheren<sup>55</sup><i class=""footnote"">Würde das Kalbfleisch nicht aufgequollen die erforderliche Größe nicht haben, so ist es nicht verunreinigungsfähig, u. dementsprechend ist das Fleisch eines alten Tieres, das durch die Zusammenschrumpfung nicht mehr die erforderliche Größe hat, verunreinigungsfähig.</i>Zustande. 
"
Menachot 54a:9,"Man wandte ein: Wenn Kalbfleisch das erforderliche Quantum nicht hatte, aber aufgequollen ist und das erforderliche Quantum erreicht hat, so ist es bis dahin rein<sup>56</sup><i class=""footnote"">Was vorher damit in Berührung kam, ist rein; demnach richte man sich nach dem gegenwärtigen Zustande.</i>und von jetzt ab unrein!? – 
"
Menachot 54a:10,"Nur rabbanitisch. – 
"
Menachot 54a:11,"Wie ist demnach der Schlußsatz zu erklären: dasselbe gilt auch vom Verwerflichen und vom Übriggebliebenen<sup>57</sup><i class=""footnote"">Ißt man davon ein olivengroßes Stück, so verfällt man der Ausrottung; man richte sich nach dem gegenwärtigen Zustande.</i>. Allerdings kann es beim Verwerflichen und beim Übriggebliebenen vorkommen, wenn du sagst, dies sei nach der Tora, wieso aber kann es beim Verwerflichen und beim Übriggebliebenen vorkommen, wenn du sagst, dies sei rabbanitisch<sup>58</sup><i class=""footnote"">Hierbei gibt es keine rabban. Verschärfung, entweder man verfällt wegen des Verwerflichen der Ausrottung od. man ist straffrei.</i>!? – 
"
Menachot 54a:12,"Lies: Dasselbe gilt auch von der Unreinheit<sup>59</sup><i class=""footnote"">Diese machen in bestimmter Größe (cf. Pes. Fol. 85a) die Hände unrein.</i>des Verwerflichen und der Unreinheit des Übriggebliebenen. 
"
Menachot 54a:13,"Man könnte glauben, daß die Rabbanan, da die Unreinheit des Verwerflichen und des Übriggebliebenen nur rabbanitisch ist, es damit nicht streng nehmen, so lehrt er uns. – 
"
Menachot 54a:14,"Komm und höre: Wenn das Fleisch von einem alten Tiere das erforderliche Quantum hatte und auf ein kleineres als das erforderliche Quantum zusammengeschrumpft ist, so ist es bis dahin<sup>60</sup><i class=""footnote"">Cf. Anm. 56 mut. mut.</i>unrein und von da ab rein!? 
"
Menachot 54a:15,"Rabba erwiderte: Wenn es vorher [das Quantum] hatte und später nicht mehr hat, so hat es ja nicht, und wenn es vordem nicht hatte und später hat, so gilt es rabbanitisch<sup>61</sup><i class=""footnote"">Nicht aber nach der Tora, da das durch das Aufquellen Hinzugekommene nur Luft ist.</i>[als vorhanden], 
"
Menachot 54b:1,"sie streiten nur über den Fall, wenn es vorher zusammengeschrumpft war, und wieder aufgequollen ist; nach der einen Ansicht gibt es bei Verbotenem eine Verdrängung<sup>62</sup><i class=""footnote"">Durch das Zusammenschrumpfen ist das Gebot gewichen, u. wenn es wieder aufquillt, bleibt nur ein rabbanitisches Verbot bestehen.</i>, und nach der anderen Ansicht gibt es bei Verbotenem keine Verdrängung<sup>63</sup><i class=""footnote"">Da das Quantum ursprünglich vorhanden war u. auch später vorhanden ist, so richte man sich nach dem gegenwärtigen Zustande, u. das Verbot besteht nach der Tora.</i>. – 
"
Menachot 54b:2,"Gibt es denn jemand, der sagt, bei Verbotenem gebe es eine Verdrängung, wir haben ja gelernt: Wenn man Speisen in Eigröße in die Sonne gelegt hat und sie vermindert worden sind, und ebenso ein olivengroßes<sup>64</sup><i class=""footnote"">In diesem Quantum ist es verunreinigend.</i>[Stück] von einer Leiche oder einem Aase, ein linsengroßes<sup>64</sup><i class=""footnote"">In diesem Quantum ist es verunreinigend.</i>von einem Kriechtiere, ein olivengroßes von Verwerflichem, Übriggebiiebenem oder Talg, so sind sie nicht unrein, beziehungsweise ist man ihretwegen nicht schuldig wegen Verwerflichem, Übriggebiiebenem und Talg; 
"
Menachot 54b:3,"wenn man sie in den Regen legt und sie aufquellen, so sind sie unrein, und man ist ihretwegen schuldig wegen Verwerflichem, Übriggebliebenem und Talg. Dies ist eine Widerlegung desjenigen, welcher sagt, bei Verbotenem gebe es eine Verdrängung. Eine Widerlegung. – 
"
Menachot 54b:4,"Komm und höre: Man darf den Zehnten von frischen Feigen für gedörrte nach Stückzahl<sup>65</sup><i class=""footnote"">Nicht aber nach Maß, da die frischen mehr Raum einnehmen.</i>entrichten. 
"
Menachot 54b:5,"Erklärlich ist dies, wenn du sagst, man richte sich nach dem früheren Zustande, wenn du aber sagst, man richte sich nach dem gegenwärtigen Zustande, entrichtet man ja den Zehnten zu hoch<sup>66</sup><i class=""footnote"">Die frischen Feigen nehmen mehr Raum ein als die getrockneten.</i>, 
"
Menachot 54b:6,"und wir haben gelernt, wenn man den Zehnten zu hoch entrichtet, seien die Früchte tauglich, der Zehnt aber verdorben<sup>67</sup><i class=""footnote"">Da darin Profanes enthalten ist.</i>!? – 
"
Menachot 54b:7,"Wie ist, wenn man sich nach dem früheren Zustande richtet, der Schlußsatz zu erklären: und von gedörrten für frische Feigen nach Maß. 
"
Menachot 54b:8,"Erklärlich ist dies, wenn du sagst, man richte sich nach dem gegenwärtigen Zustande, wenn du aber sagst, man richte sich nach dem früheren Zustande, entrichtet man ja den Zehnten zu hoch<sup>68</sup><i class=""footnote"">Da die getrockneten bedeutend mehr sind.</i>!? 
"
Menachot 54b:9,"Vielmehr wird hier von der großen Hebe<sup>69</sup><i class=""footnote"">Für die kein Maß festgesetzt ist.</i>gesprochen, 
"
Menachot 54b:10,"und zwar erfolgt es sowohl im Anfangsatze als auch im Schlußsatze mit wohlwollendem Auge<sup>70</sup><i class=""footnote"">In beiden Fällen sind die entrichteten Früchte mehr.</i>. – Wie ist demnach der Schlußsatz zu erklären: R. Elea͑zar b. R. Jose erzählte: Mein Vater nahm zehn Dörrfeigen aus dem Dörrapparate für neunzig [Frischfeigen] aus dem Korbe. Wieso zehn, wenn du sagst, hier werde von der großen Hebe gesprochen<sup>71</sup><i class=""footnote"">Für diese ist kein Maß festgesetzt, jedoch ist nach einer rabbanitischen Bestimmung ungefähr 2<sup>0</sup>/&lt;sub&gt;0&lt;/sub&gt; zu entrichten.</i>!? 
"
Menachot 54b:11,"Vielmehr, hier wird von der Zehnthebe<sup>72</sup><i class=""footnote"">Die der Lévite vom Zehnten an den Priester zu entrichten hat.</i>gesprochen, und zwar nach Abba Elea͑zar b. Gamliél, denn es wird gelehrt: Abba Elea͑zar b. Gamliél sagte:<sup>73</sup><i class=""footnote"">Num. 18,27.</i><i>Eure Hebe xoird euch angerechnet werden</i>, die Schrift spricht von zwei<sup>74</sup><i class=""footnote"">Vgl. Bd. VI S. 276 Anm. 187.</i>Heben, von der großen Hebe und von der Zehnthebe; 
"
