Index Title,Oholot
Mishnah Oholot 7:1,"<b>W</b>ENN <small>EINE</small> U<small>NREINHEIT SICH IN DER</small> W<small>AND BEFINDET UND IHR</small> R<small>AUM EINE</small> H<small>ANDBREITE ZU EINER</small> H<small>ANDBREITE IN</small> H<small>ÖHE EINER</small> H<small>ANDBREITE BETRÄGT, SO SIND ALLE DARÜBER BEFINDLICHEN</small> S<small>ÖLLER, AUCH WENN ES ZEHN SIND, UNREIN</small>. B<small>EFINDET SICH EIN</small> S<small>ÖLLER ÜBER ZWEI</small> H<small>ÄUSERN</small><sup>1</sup><i class=""footnote"">fn1026,Und die Wand zwischen beiden unrein.</i>, <small>SO IST DIESER UNREIN UND ALLE</small> S<small>ÖLLER ÜBER DIESEM REIN</small>. B<small>EI DER</small> D<small>ÜNENWAND</small><sup>2</sup><i class=""footnote"">fn1027,So nach der weit. XVIII,6 folgenden Erklärung; eine durch einen Sandhügel am Meeresstrande gebildete Wand.</i> <small>DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. W<small>ER EIN MASSIVES</small> G<small>RABMAL AN DER</small> S<small>EITE BERÜHRT, IST REIN, WEIL DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS DRINGT</small>. I<small>ST ABER AN DER</small> S<small>TELLE DER</small> U<small>NREINHEIT EINE</small> H<small>ANDBREITE ZU EINER</small> H<small>ANDBREITE IN</small> H<small>ÖHE EINER</small> H<small>ANDBREITE</small> [<small>FREIER</small> R<small>AUM</small>], <small>SO IST, WER ES BERÜHRT, WO ES AUCH IST, UNREIN, WEIL ES EINEM</small> G<small>ESCHLOSSENEN</small> G<small>RABE GLEICHT</small>. H<small>AT MAN DARAN</small> L<small>AUBEN</small><sup>3</sup><i class=""footnote"">fn1028,Denen sie als Wand gilt.</i> <small>GESETZT, SO SIND SIE UNREIN, UND NACH</small> R. J<small>EHUDA REIN</small>."
Mishnah Oholot 7:2,"II. J<small>EDE</small> S<small>CHRÄGE DES</small> Z<small>ELTES</small><sup>4</sup><i class=""footnote"">fn1029,Auch ganz oben u. ganz unten, die keine senkrechte od. wagerechte Fläche von einer Handbreite hat.</i> <small>GLEICHT DEM</small> Z<small>ELTE</small><sup>5</sup><i class=""footnote"">fn1030,Den übrigen Teilen, die eine Dimension mit solchen Flächen haben.</i>. W<small>ENN DAS</small> Z<small>ELT SCHRÄG ABSTEIGT UND UNTEN MIT EINER</small> F<small>INGERBREITE</small><sup>6</sup><i class=""footnote"">fn1031,Vom Boden.</i> <small>ENDET, SO SIND, WENN EINE</small> U<small>NREINHEIT SICH IM</small> Z<small>ELTE BEFINDET, DIE</small> G<small>ERÄTE UNTER DER</small> S<small>CHRÄGE</small><sup>7</sup><i class=""footnote"">fn1032,Nahe am Boden, wo sie keine Handbreite hoch ist.</i> <small>UNREIN, UND WENN EINE</small> U<small>NREINHEIT SICH UNTER DER</small> S<small>CHRÄGE BEFINDET, DIE</small> G<small>ERÄTE IM</small> Z<small>ELTE UNREIN</small>. I<small>ST DIE</small> U<small>NREINHEIT INNEN, SO IST, WER ES INNEN BERÜHRT, SIEBENTÄGIG UNREIN, UND WER AUSSEN, BIS ZUM</small> A<small>BEND UNREIN, UND IST DIE</small> U<small>NREINHEIT AUSSEN, SO IST, WER ES AUSSEN BERÜHRT, SIEBENTÄGIG UNREIN, UND WER INNEN, BIS ZUM</small> A<small>BEND UNREIN</small>. W<small>ENN EINE HALBE</small> O<small>LIVE INNEN UND EINE HALBE</small> O<small>LIVE AUSSEN</small><sup>8</sup><i class=""footnote"">fn1033,Cf. supra III,1.</i>, <small>SO IST, WER SIE BERÜHRT, OB INNEN ODER AUSSEN, BIS ZUM</small> A<small>BEND UNREIN</small>. W<small>ENN EIN</small> T<small>EIL FLACH AUF DER</small> E<small>RDE LIEGT UND EINE</small> U<small>NREINHEIT SICH UNTER DIESEM ODER AUF DIESEM BEFINDET, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. W<small>ENN EIN</small> Z<small>ELT AUF EINEM</small> S<small>ÖLLER AUSGESPANNT IST UND EIN</small> T<small>EIL ÜBER DIE</small> L<small>UKE ZWISCHEN DEM</small> H<small>AUSE UND DEM</small> S<small>ÖLLER ÜBERHÄNGT, SO SCHÜTZT DIES</small><sup>9</sup><i class=""footnote"">fn1034,Den Söller vor der im Hause befindlichen Unreinheit.</i>, <small>WIE</small> R. J<small>OSE SAGT</small>; R. Š<small>IMO͑N SAGT, ES SCHÜTZE NICHT EHER, ALS BIS ES</small> [<small>SCHRÄG</small>] <small>GESPANNT IST, WIE DAS</small> Z<small>ELT</small>."
Mishnah Oholot 7:3,"III. B<small>EFINDET SICH EIN</small> T<small>OTER IN EINEM</small> H<small>AUSE, DAS VIELE</small> T<small>ÜREN HAT, SO SIND ALLE</small><sup>10</sup><i class=""footnote"">fn1035,Der Hohlraum unter der Oberschwelle.</i><small>UNREIN</small>. W<small>IRD EINE VON IHNEN GEÖFFNET, SO IST DIESE UNREIN UND ALLE ÜBRIGEN REIN</small>. B<small>EABSICHTIGT MAN, IHN DURCH EINE VON DIESEN HINAUSZUBRINGEN, ODER DURCH EIN</small> F<small>ENSTER VON VIER ZU VIER</small> H<small>ANDBREITEN, SO SCHÜTZEN DIESE ALLE</small> T<small>ÜREN</small><sup>11</sup><i class=""footnote"">fn1036,Die noch geschlossen sind.</i>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, WENN MAN BEABSICHTIGT HATTE, BEVOR DER</small> T<small>OTE GESTORBEN IST, UND DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, AUCH NACHDEM ER GESTORBEN IST</small>. W<small>ENN SIE GESCHLOSSEN WAR</small><sup>12</sup><i class=""footnote"">fn1037,Mit Steinen vermauert.</i><small>UND MAN SIE ZU ÖFFNEN SICH ÜBERLEGT HAT, SO</small> [<small>SCHÜTZT DIES</small>], <small>WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, ERST WENN MAN VIER</small> H<small>ANDBREITEN GEÖFFNET HAT, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, SOBALD MAN DAMIT BEGONNEN HAT</small>. S<small>IE PFLICHTET JEDOCH BEI, DASS, WENN MAN VON VORNHEREIN EINE</small> Ö<small>FFNUNG</small><sup>13</sup><i class=""footnote"">fn1038,Zu diesem Zwecke.</i><small>MACHT, MAN SIE VIER</small> H<small>ANDBREITEN GROSS MACHEN MUSS</small>."
Mishnah Oholot 7:4,"IV. H<small>AT MAN EIN IN</small> G<small>EBURTSWEHEN BEFINDLICHES</small> W<small>EIB AUS EINEM</small> H<small>AUSE NACH EINEM ANDEREN GEBRACHT, SO IST</small><sup>14</sup><i class=""footnote"">fn1039,Wenn sie im anderen abortiert hat.</i><small>DAS ERSTE DES</small> Z<small>WEIFELS WEGEN</small><sup>15</sup><i class=""footnote"">fn1040,Die Geburt kann schon in diesem begonnen haben.</i><small>UND DAS ANDERE ENTSCHIEDEN UNREIN</small>. R. J<small>EHUDA SPRACH:</small> D<small>IES NUR DANN, WENN SIE AN DEN</small> A<small>RMEN GEFÜHRT WERDEN MUSSTE, KONNTE SIE ABER NOCH GEHEN, SO IST DAS ERSTE REIN, DENN SOBALD DER</small> U<small>TERUS SICH ÖFFNET, IST ES ZUM</small> G<small>EHEN ZU SPÄT</small>. D<small>AS</small> S<small>ICHÖFFNEN DES</small> U<small>TERUS GILT BEI</small> F<small>EHLGEBURTEN NUR DANN</small><sup>16</sup><i class=""footnote"">fn1041,Weil sie nachher nicht mehr gehen kann.</i>, <small>WENN DER</small> K<small>OPF SCHON WIE EIN</small> S<small>PINDELWIRTEL GERUNDET IST</small><sup>17</sup><i class=""footnote"">fn1042,Bereits diese Größe hat; wenn nicht, so kann sie noch gehen.</i>."
Mishnah Oholot 7:5,"V. I<small>ST DAS ERSTE</small> [K<small>IND</small>] <small>TOT UND DAS ANDERE LEBEND HERAUSGEKOMMEN, SO IST ES</small><sup>18</sup><i class=""footnote"">fn1043,Das andere Kind, wenn das tote vorher hinausgebracht worden ist; im Mutterleibe wird die Unreinheit nicht übertragen.</i><small>REIN, WENN DAS ERSTE LEBEND UND DAS ANDERE TOT, SO IST ES UNREIN</small><sup>19</sup><i class=""footnote"">fn1044,Weil es bei der Öffnung der Uterus durch das tote unrein wird.</i>. R. M<small>EÍR SAGT, BEI EINER</small> E<small>IHAUT SEI ES UNREIN, BEI ZWEI</small> E<small>IHÄUTEN SEI ES REIN</small>."
Mishnah Oholot 7:6,"VI. B<small>EFINDET SICH EIN</small> W<small>EIB IN SCHWEREN</small> G<small>EBURTSWEHEN</small><sup>20</sup><i class=""footnote"">fn1045,Die das Leben bedrohen.</i>, <small>SO ZERSCHNEIDE MAN DAS</small> K<small>IND IN IHREM</small> L<small>EIBE UND HOLE ES STÜCKWEISE HERAUS, DENN IHR</small> L<small>EBEN GEHT SEINEM</small> L<small>EBEN VOR</small>. I<small>ST DIE GRÖSSERE</small> H<small>ÄLFTE HERAUSGEKOMMEN, SO RÜHRE MAN ES NICHT AN, DENN MAN VERSTOSSE NICHT EIN</small> L<small>EBEN WEGEN EINES</small> L<small>EBENS</small>."
Mishnah Oholot 8:1,"<b>M</b>ANCHES <small>BRINGT DIE</small> U<small>NREINHEIT</small><sup>1</sup><i class=""footnote"">fn1046,Des Toten auf das, was sich mit diesem in einem Raume befindet.</i> <small>UND SCHLIESST VOR IHR AB</small><sup>2</sup><i class=""footnote"">fn1047,Wenn es wagrecht oder senkrecht zwischen dem Toten u. dem Reinen trennt.</i>, <small>MANCHES BRINGT DIE</small> U<small>NREINHEIT UND SCHLIESST VOR IHR NICHT AB, MANCHES SCHLIESST VOR IHR AB UND BRINGT SIE NICHT, UND MANCHES BRINGT SIE NICHT UND SCHLIESST VOR IHR NICHT AB</small>. F<small>OLGENDES BRINGT SIE UND SCHLIESST VOR IHR AB: EIN</small> K<small>ASTEN, EINE</small> T<small>RUHE, EIN</small> S<small>CHRANK, EIN</small> B<small>IENENKORB AUS</small> S<small>TROH EIN</small> B<small>IENENKORB AUS</small> R<small>OHR UND DER</small> W<small>ASSERBEHÄLTER EINES ALEXANDRINISCHEN</small> S<small>CHIFFES</small><sup>3</sup><i class=""footnote"">fn1048,Vgl. S. 619 Anm. 1.</i>, <small>DIE EINEN FLACHEN</small> B<small>ODEN HABEN UND VIERZIG</small> S<small>EÁ</small> F<small>LÜSSIGES FASSEN, DAS SIND ZWEI</small> K<small>OR</small> T<small>ROCKENES, EIN</small> T<small>EPPICH, EIN</small> S<small>CHURZFELL, EINE</small> B<small>ETTUNTERLAGE, EIN</small> B<small>ETTLAKEN, EINE</small> M<small>ATTE UND EIN</small> S<small>TROHGEFLECHT, WENN SIE WIE</small> Z<small>ELTE</small> [<small>GESPANNT</small>]<sup>4</sup><i class=""footnote"">fn1049,Als Dach über Wänden; allein sind sie selber für die Unreinheit empfänglich.</i> <small>SIND, EINE</small> H<small>ERDE UNREINES ODER REINES</small> V<small>IEH, EIN</small> R<small>UDEL</small> W<small>ILD ODER</small> G<small>EFLÜGEL, EIN RUHENDER</small> V<small>OGEL, EINE VON EINER</small> F<small>RAU FÜR IHR</small> K<small>IND</small><sup>5</sup><i class=""footnote"">fn1050,Das sie hei der Ernte mitnimmt.</i> <small>HERGERICHTETE</small> L<small>AUBE IN DEN</small> Ä<small>HREN, DIE</small> I<small>RISPFLANZE, DER</small> E<small>PHEU, DAS</small> E<small>SELSKRAUT, DER GRIECHISCHE</small> K<small>ÜRBIS UND REINE</small> S<small>PEISEN</small>. R. J<small>OḤANAN B</small>. N<small>URI PFLICHTET NICHT BEI HINSICHTLICH DER REINEN</small> S<small>PEISEN, AUSSER DEM</small> F<small>EIGENKUCHEN</small>."
Mishnah Oholot 8:2,"II. V<small>ORSPRÜNGE</small>, B<small>ALKONE</small>, T<small>AUBENSCHLÄGE</small>, B<small>ERGLÖCHER</small>, G<small>ROTTEN</small>, K<small>LIPPEN, ÜBERHÄNGENDE</small> Z<small>WEIGE UND</small> M<small>AUERVORSPRÜNGE, WENN SIE EINEN LEICHTEN</small><sup>6</sup><i class=""footnote"">fn1051,Nach einer anderen Lesart <span dir=""rtl"">רבה</span>, einen schweren.</i> E<small>STRICH TRAGEN KÖNNEN – SO</small> R. M<small>EÍR; DIE</small> W<small>EISEN SAGEN, EINEN MITTLEREN</small> E<small>STRICH</small>. Ü<small>BERHÄNGENDE</small> Z<small>WEIGE HEISSEN SIE, WENN EIN</small> B<small>AUM ZUR</small> E<small>RDE ÜBERHÄNGT</small>. M<small>AUERVORSPRÜNGE, DIE AUS DER</small> S<small>TEINWAND RAGEN</small>."
Mishnah Oholot 8:3,"III. F<small>OLGENDES BRINGT SIE UND SCHLIESST VOR IHR NICHT AB : EIN</small> K<small>ASTEN, EINE</small> T<small>RUHE, EIN</small> S<small>CHRANK, EIN</small> B<small>IENENKORB AUS</small> S<small>TROH, EIN</small> B<small>IENENKORB AUS</small> R<small>OHR UND DER</small> W<small>ASSERBEHÄLTER EINES ALEXANDRINISCHEN</small> S<small>CHIFFES, DIE KEINEN FLACHEN</small> B<small>ODEN HABEN ODER KEINE VIERZIG</small> S<small>EÁ</small> F<small>LÜSSIGES FASSEN, DAS SIND ZWEI</small> K<small>OR</small> T<small>ROCKENES, EIN</small> T<small>EPPICH, EIN</small> S<small>CHURZFELL, EINE</small> B<small>ETTUNTERLAGE, EIN</small> B<small>ETTLAKEN, EINE</small> M<small>ATTE UND EIN</small> S<small>TROHGEFLECHT, WENN SIE NICHT WIE</small> Z<small>ELTE</small> [<small>GESPANNT</small>] <small>SIND, TOTES</small> V<small>IEH ODER</small> W<small>ILD UND UNREINE</small> S<small>PEISEN</small>. Z<small>U DIESEN</small><sup>7</sup><i class=""footnote"">fn1052,Die auch im vorangehenden Falle genannt werden.</i> <small>KOMMT NOCH DIE VON</small> M<small>ENSCHEN ANGETRIEBENE</small> M<small>ÜHLE HINZU</small>."
Mishnah Oholot 8:4,"IV. F<small>OLGENDES SCHLIESST VOR IHR AB UND BRINGT SIE NICHT: EIN GESPANNTER</small> A<small>UFZUG</small><sup>8</sup><i class=""footnote"">fn1053,Von Kettenfäden arn Webstuhle.</i>, <small>DAS</small> S<small>TRICKGEFLECHT EINES</small> B<small>ETTES</small><sup>9</sup><i class=""footnote"">fn1054,Am Bettrahmen zum Auflegen der Polster.</i>, T<small>RANSPORTKÖRBE UND</small> F<small>ENSTERGITTER</small><sup>10</sup><i class=""footnote"">fn1055,Bei all diesen Dingen, wenn die Zwischenräume keine Handbreite betragen.</i>."
Mishnah Oholot 8:5,"V. F<small>OLGENDES BRINGT SIE NICHT UND SCHLIESST VOR IHR NICHT AB: AM</small> B<small>ODEN HAFTENDE</small> S<small>ÄMEREIEN UND</small> K<small>RÄUTER, AUSGENOMMEN DIE GENANNTEN</small><sup>11</sup><i class=""footnote"">fn1056,Oben Mišna I; diese gehen im Winter nicht ein.</i> K<small>RÄUTER, EIN</small> K<small>LUMPEN</small> H<small>AGEL</small>, S<small>CHNEE</small>, R<small>EIF</small>, E<small>IS ODER</small> S<small>ALZ, WAS VON EINEM</small> O<small>RTE ZUM ANDEREN SPRINGT, WAS VON EINEM</small> O<small>RTE ZUM ANDEREN HÜPFT</small><sup>12</sup><i class=""footnote"">fn1057,Mit beiden Füßen zusammen.</i>, <small>EIN FLIEGENDER</small> V<small>OGEL, EIN FLATTERNDER</small> M<small>ANTEL UND EIN AUF DEM</small> W<small>ASSER SCHWIMMENDES</small> S<small>CHIFF</small>. H<small>AT MAN EIN</small> S<small>CHIFF FESTGEBUNDEN MIT EINER</small> S<small>ACHE, DIE ES HÄLT, HAT MAN EINEN</small> M<small>ANTEL MIT EINEM</small> S<small>TEINE FESTGEKLEMMT, SO BRINGEN SIE DIE</small> U<small>NREINHEIT</small>. R. J<small>OSE SAGT, EIN</small> H<small>AUS AUF EINEM</small> S<small>CHIFFE BRINGE DIE</small> U<small>NREINHEIT NICHT</small>."
Mishnah Oholot 8:6,"VI. W<small>ENN ZWEI</small> F<small>ÄSSER, IN DENEN ZWEI HALBE</small> O<small>LIVENGRÖSSEN</small><sup>13</sup><i class=""footnote"">fn1058,Von einem Toten.</i><small>SIND, UND DIE MIT EINEM FESTSCHLIESSENDEN</small> D<small>ECKEL VERSCHLOSSEN SIND, SICH IM</small> H<small>AUSE BEFINDEN, SO SIND SIE REIN UND DAS</small> H<small>AUS IST UNREIN</small><sup>14</sup><i class=""footnote"">fn1059,In das mit einem festen Deckel verschlossene Tongefäß dringt die Unreinheit nicht ein, wohl aber kommt sie heraus.</i>. W<small>IRD EINES GEÖFFNET, SO IST DIESES UND DAS</small> H<small>AUS UNREIN UND DAS ANDERE REIN</small>. D<small>ASSELBE GILT VON ZWEI</small> Z<small>IMMERN, DIE IN DAS</small> H<small>AUS FÜHREN</small><sup>15</sup><i class=""footnote"">fn1060,Wenn in jedem Zimmer eine halbe Olive von einem Toten sich befindet; sind die Türen geschlossen, so sind die Zimmer rein, da in diesen sich nur halbe Quantitäten befinden, das Haus aber ist unrein, weil die Türen in dieses führen u. endlich geöffnet werden müssen.</i>."
Mishnah Oholot 9:1,"<b>W</b>ENN <small>EIN</small> B<small>IENENKORB SICH MIT DER</small> M<small>ÜNDUNG NACH AUSSEN IN DER</small> T<small>ÜR BEFINDET, UND DRAUSSEN UNTER DIESEM ODER ÜBER DIESEM EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN LIEGT, SO IST ALLES, WAS IN GERADER</small> R<small>ICHTUNG UNTER DEM</small> O<small>LIVENGROSSEN UND ÜBER IHM IST, UNREIN, UND WAS NICHT IN GERADER</small> R<small>ICHTUNG DES</small> O<small>LIVENGROSSEN IST, DAS</small> I<small>NNERE</small><sup>1</sup><i class=""footnote"">fn1061,Des Bienenkorbes.</i> <small>UND DAS</small> H<small>AUS, REIN</small>. W<small>ENN IM</small> H<small>AUSE, SO IST NUR DAS</small> H<small>AUS UNREIN, UND WENN IN DIESEM, SO IST ALLES UNREIN</small>."
Mishnah Oholot 9:2,"II. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER DIESEM, IM</small> H<small>AUSE ODER ÜBER DIESEM BEFINDET, ALLES UNREIN, NUR</small> [<small>NICHT</small>] <small>SEIN</small> I<small>NNERES, UND WENN IN DIESEM, ALLES UNREIN</small>."
Mishnah Oholot 9:3,"III. D<small>IES GILT NUR IN DEM</small> F<small>ALLE, WENN ER NUR EIN GESCHWÄCHTES</small> G<small>ERÄT</small><sup>2</sup><i class=""footnote"">fn1062,Wenn die einzige Schwäche des Bienenkorbes darin besteht, daß er durchlöchert ist, jedoch seinen Zweck erfüllt.</i> <small>IST, IST ER ABER BESCHÄDIGT UND MIT</small> S<small>TROH ZUGESTOPFT, ODER EINGEPRESST</small><sup>3</sup><i class=""footnote"">fn1063,Nach anderer Erklärung, ausgestopft, sodali er nicht mehr als Gerät gilt.</i>, – <small>EINGEPRESST HEISST, WENN ER AN KEINER</small> S<small>TELLE EINE</small> H<small>ANDBREITE</small> [Z<small>WISCHENRAUM</small>] <small>HAT – SO IST, WENN EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN UNTER IHM LIEGT, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> A<small>BGRUNDE UNREIN, WENN ÜBER IHM, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN, WENN IM</small> H<small>AUSE, NUR DAS</small> H<small>AUS UNREIN, UND WENN IN IHM, NUR SEIN</small> I<small>NNERES UNREIN</small>."
Mishnah Oholot 9:4,"IV. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER DIESEM ODER IM</small> H<small>AUSE BEFINDET, ALLES UNTER IHM UND DAS HAUS UNREIN, SEIN</small> I<small>NNERES ABER UND ALLES ÜBER IHM REIN, WENN IN DIESEM, NUR SEIN</small> I<small>NNERES UNREIN, UND WENN AUF DIESEM, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>."
Mishnah Oholot 9:5,"V. D<small>IES GILT NUR IN DEM</small> F<small>ALLE, WENN DIE</small> M<small>ÜNDUNG NACH AUSSEN IST, IST SIE ABER NACH INNEN, SO IST, WENN EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN DRAUSSEN UNTER DIESEM ODER ÜBER DIESEM LIEGT, ALLES, WAS IN GERADER</small> R<small>ICHTUNG UNTER DEM</small> O<small>LIVENGROSSEN, ÜBER IHM UND DARIN IST, UNREIN, UND WAS NICHT IN GERADER</small> R<small>ICHTUNG DES</small> O<small>LIVENGROSSEN IST, SEIN</small> I<small>NNERES UND DAS</small> H<small>AUS</small><sup>4</sup><i class=""footnote"">fn1064,Das <span dir=""rtl"">וגבר</span> in den kursierenden Ausgaben u. <span dir=""rtl"">תחתיה וגבה</span> in der Erstausgabe sind offenbare Druckfehler. Das W. <span dir=""rtl"">ותוכה</span> ersten Passus fehlt auch in den Handschriften u. ist nach den Kommentaren zu streichen.</i>, <small>REIN, UND WENN IN DIESEM ODER IM</small> H<small>AUSE, ALLES UNREIN</small>."
Mishnah Oholot 9:6,"VI. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH VON DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER DIESEM, IM</small> H<small>AUSE, IN DIESEM ODER ÜBER DIESEM BEFINDET, ALLES UNREIN</small>."
Mishnah Oholot 9:7,"VII. D<small>IES GILT NUR IN DEM</small> F<small>ALLE, WENN ES NUR EIN GESCHWÄCHTES</small> G<small>ERÄT</small><sup>2</sup><i class=""footnote"">fn1062,Wenn die einzige Schwäche des Bienenkorbes darin besteht, daß er durchlöchert ist, jedoch seinen Zweck erfüllt.</i> <small>IST, IST ES ABER BESCHÄDIGT UND MIT</small> S<small>TROH ZUGESTOPFT, ODER EINGEPRESST, – EINGEPRESST HEISST, WENN ER AN KEINER</small> S<small>TELLE EINE</small> H<small>ANDBREITE</small> [Z<small>WISCHENRAUM</small>] <small>HAT, – SO IST, WENN EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN UNTER IHM LIEGT, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> A<small>BGRUNDE UNREIN, WENN ÜBER IHM, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN, UND WENN IN IHM ODER IM</small> H<small>AUSE, SEIN</small> I<small>NNERES UND DAS</small> H<small>AUS UNREIN</small>."
Mishnah Oholot 9:8,"VIII. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM, IM</small> H<small>AUSE ODER IN IHM BEFINDET, ALLES UNREIN, NUR</small> [<small>NICHT</small>] <small>ÜBER IHM, UND WENN AUF IHM, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>."
Mishnah Oholot 9:9,"IX. W<small>ENN ER DAS GANZE</small> H<small>AUS AUSFÜLLT</small><sup>5</sup><i class=""footnote"">fn1065,Wenn er im Hause steht, mit der Mündung nach oben.</i> <small>UND ZWISCHEN DIESEM UND DEM</small> G<small>EBÄLK KEINE</small> F<small>AUSTWEITE IST, SO IST, WENN DIE</small> U<small>NREINHEIT SICH IN DIESEM BEFINDET, DAS</small> H<small>AUS UNREIN, UND WENN DIE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, ALLES IN IHM REIN, DENN DIE</small> U<small>NREINHEIT PFLEGT HINAUSZUGEHEN UND NICHT HINEINZUGEHEN</small><sup>6</sup><i class=""footnote"">fn1066,Sie kommt aus dem Korbe u. nicht in den Korb.</i>. E<small>INERLEI, OB ER AUFRECHT STEHT, AUF DER</small> S<small>EITE LIEGT, OB ES EINER IST ODER ZWEI</small> [<small>ÜBEREINANDER</small>]."
Mishnah Oholot 9:10,"X. W<small>ENN ER IN DER</small> T<small>ÜR STEHT UND ZWISCHEN IHM UND DER</small> O<small>BERSCHWELLE KEINE</small> F<small>AUST WEITE IST, SO IST, WENN DIE</small> U<small>NREINHEIT SICH IN IHM BEFINDET, DAS</small> H<small>AUS REIN</small><sup>7</sup><i class=""footnote"">fn1067,Die Unreinheit wird durch die Oberschwelle abgeschlossen.</i>, <small>UND WENN DIE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, ALLES IN IHM UNREIN</small><sup>8</sup><i class=""footnote"">fn1068,Sie kann nicht hinaus.</i>. D<small>IE</small> U<small>NREINHEIT PFLEGT NÄMLICH HINAUSZUGEHEN UND NICHT HINEINZUGEHEN</small>."
Mishnah Oholot 9:11,"XI. L<small>IEGT ER AUF DER</small> S<small>EITE IM</small> F<small>REIEN, SO IST, WENN EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN SICH UNTER IHM ODER ÜBER IHM BEFINDET, ALLES IN GERADER</small> R<small>ICHTUNG DES</small> O<small>LIVENGROSSEN, UNTER IHM UND ÜBER IHM UNREIN, UND WAS NICHT IN GERADER</small> R<small>ICHTUNG DES</small> O<small>LIVENGROSSEN IST, UND SEIN</small> I<small>NNERES REIN, UND WENN IN IHM, ALLES UNREIN</small>."
Mishnah Oholot 9:12,"XII. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM ODER ÜBER IHM BEFINDET, ALLES UNREIN, NUR</small> [<small>NICHT</small>] <small>SEIN</small> I<small>NNERES, UND WENN IN IHM, ALLES UNREIN</small>. D<small>IES GILT NUR IN DEM</small> F<small>ALLE, WENN ER EIN</small> [<small>VERWENDBARES</small>] G<small>ERÄT IST, IST ER ABER BESCHÄDIGT UND MIT</small> S<small>TROH ZUGESTOPFT, ODER FASST ER VIERZIG</small> S<small>EÁ, NACH DEN</small> W<small>EISEN</small><sup>9</sup><i class=""footnote"">fn1069,Nach welchen ein solcher nicht mehr als Gefäß, sondern als Zeit gilt.</i>, <small>SO IST, WENN EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN UNTER IHM LIEGT, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> A<small>BGRUNDE UNREIN, WENN ÜBER IHM, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN, UND WENN IN IHM, NUR SEIN</small> I<small>NNERES UNREIN</small>. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM BEFINDET, WAS UNTER IHM IST, UNREIN, WENN IN IHM, SEIN</small> I<small>NNERES UNREIN, UND WENN AUF IHM, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>."
